0,1,2,3,4,5,6,7,8,9,10,11,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,1,0,1,1,1,1,1,0.0,-294.1600000000001,760
0,1,0,1,1,0,1,0,0,0,0,0,0.0,-294.16,1029
0,1,1,1,1,0,1,0,0,0,0,0,0.0,-270.1,104
1,0,0,0,0,1,0,1,1,1,1,1,0.0,-270.1000000000001,94
1,0,1,0,0,1,1,1,1,1,1,1,0.0,-129.99999999999991,2
0,0,0,0,1,0,0,0,0,0,0,0,0.0,-102.4,2
0,0,0,1,1,0,1,0,0,0,0,0,0.0,-97.49000000000001,1
1,1,1,0,0,1,0,1,1,1,1,1,0.0,-97.48999999999998,1
1,0,1,0,0,1,0,1,1,1,1,0,0.0,-89.64000000000009,1
1,0,0,0,0,0,0,1,1,1,1,1,0.0,-88.23000000000008,1
0,1,1,1,1,1,1,0,0,0,0,0,0.0,-88.23000000000002,3
0,1,1,1,1,1,1,0,1,0,0,1,0.0,-66.14999999999996,1
1,0,1,0,0,1,0,1,1,1,1,1,0.08333333333333333,-294.1600000000001,1
