0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,0,0,0,0,1,0,0.0,-216.08,701
1,1,1,0,0,1,1,1,1,0,1,0.0,-216.07999999999993,1259
0,1,1,0,0,1,1,1,1,0,1,0.0,-146.05000000000007,10
1,0,0,1,1,0,0,0,0,1,0,0.0,-146.04999999999998,4
0,1,1,1,1,1,1,0,1,1,1,0.0,-95.12000000000009,10
1,0,0,0,0,0,0,1,0,0,0,0.0,-95.12,9
0,1,1,1,1,1,1,0,1,1,0,0.0,-23.060000000000045,1
1,0,0,0,0,0,0,1,0,0,1,0.0,-23.060000000000002,1
0,0,0,1,0,0,0,0,0,0,0,0.0,-22.81,1
0,0,0,0,0,0,0,1,0,0,0,0.0,-7.75,1
1,1,1,0,0,1,0,1,1,0,1,0.0,16.0,1
0,0,1,0,0,1,1,1,1,0,1,0.0,21.13000000000001,1
0,1,1,1,1,0,1,0,1,1,1,0.0,105.2699999999999,1
