0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-351.13,652
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0.0,-351.1299999999998,693
0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,-327.73,199
1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0.0,-327.73000000000013,177
1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,-303.06000000000006,45
0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0.0,-303.06000000000006,49
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-282.49,3
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0.0,-282.49000000000007,2
1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0.0,-277.33000000000004,10
0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.0,-277.33000000000004,16
1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0.0,-275.5700000000001,14
0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.0,-275.57,9
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0.0,-274.86,13
1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0.0,-274.86000000000007,4
0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,-272.08000000000004,5
1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0.0,-272.08000000000015,13
0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0.0,-263.38,9
1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0.0,-263.38000000000005,5
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0.0,-261.1599999999998,1
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.0,-261.15999999999997,2
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-258.04,4
1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.0,-258.04000000000013,1
1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0.0,-254.1799999999998,6
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,-254.18,2
0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.0,-251.92000000000002,6
1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0.0,-251.92000000000002,2
1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.0,-250.90000000000003,1
0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0.0,-250.90000000000006,4
1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0.0,-250.8599999999999,7
0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0.0,-250.85999999999999,7
0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0.0,-247.41,6
1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,-247.41000000000005,1
0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-239.40000000000006,2
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-239.40000000000003,4
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0.0,-225.43000000000004,3
1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0.0,-225.43000000000004,3
0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,-217.71999999999997,5
1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0.0,-217.72,1
1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0.0,-210.60000000000014,2
1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0.0,-201.03000000000014,2
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,-198.46,1
0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0.0,-195.75999999999996,1
1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0.0,-194.67000000000004,1
1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0.0,-176.08000000000015,1
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-166.94000000000003,1
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0.0,-156.63000000000005,1
0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0.0,-154.21,1
0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.0,-109.83000000000004,1
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0.0,-79.99000000000002,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.0,-43.270000000000266,1
