0,1,2,3,4,5,6,7,8,9,10,11,12,chain_break_fraction,energy,num_occurrences
1,1,1,0,1,1,1,1,1,1,1,0,0,0.0,-297.7700000000002,277
0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,-297.77,977
1,1,0,0,1,1,1,1,1,1,1,0,0,0.0,-264.8600000000003,116
0,0,1,1,0,0,0,0,0,0,0,1,1,0.0,-264.85999999999996,55
0,1,1,1,0,0,0,0,0,0,0,1,1,0.0,-259.83000000000004,58
1,0,0,0,1,1,1,1,1,1,1,0,0,0.0,-259.83000000000004,242
1,1,1,0,1,1,1,1,1,1,1,0,1,0.0,-257.6300000000002,60
0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,-257.63,106
1,1,1,0,1,1,0,0,1,1,1,0,0,0.0,-231.8300000000002,4
0,0,0,1,0,0,1,1,0,0,0,1,1,0.0,-231.82999999999998,25
0,1,1,1,0,0,0,0,0,0,1,1,1,0.0,-225.18000000000006,1
1,0,0,0,1,1,1,1,1,1,0,0,0,0.0,-225.18000000000006,12
0,0,1,1,0,0,0,0,0,0,0,1,0,0.0,-224.71999999999997,3
1,1,0,0,1,1,1,1,1,1,1,0,1,0.0,-224.72000000000028,17
1,0,0,0,1,1,1,1,1,1,0,1,0,0.0,-222.47999999999996,11
0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,-222.48000000000008,1
0,1,1,1,0,1,0,0,0,0,1,0,1,0.0,-198.28000000000003,1
1,0,0,0,1,0,1,1,1,1,0,1,0,0.0,-198.27999999999983,2
0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-197.33,1
1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,-193.34000000000012,2
0,1,1,1,0,0,0,0,0,1,0,1,0,0.0,-188.80000000000004,2
1,0,0,0,1,1,1,1,1,0,1,0,1,0.0,-188.80000000000004,12
1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,-155.43,1
0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,-154.35,1
1,0,0,0,1,0,1,1,1,1,1,0,0,0.0,-152.70999999999992,2
0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,-151.6,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,-148.57999999999998,1
0,1,1,1,0,1,0,0,0,0,1,1,1,0.0,-118.06,1
1,0,1,0,1,1,1,1,1,1,1,0,0,0.0,-110.63999999999999,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,-104.43,2
1,1,1,0,1,1,1,1,1,1,1,1,0,0.0,-104.43000000000029,1
0,1,1,1,0,1,0,0,1,1,1,0,0,0.0,-93.41000000000001,1
0,0,0,1,0,0,0,0,0,0,1,0,1,0.0,-69.22,1
0,0,0,1,0,0,1,0,1,0,0,1,1,0.0,-9.639999999999983,1
1,1,0,0,1,1,1,1,1,0,1,0,0,0.0,34.48999999999978,1
