0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,0,1,0,0.0,-0.33,22
0,1,0,1,0,1,0,0,0.0,-0.33,16
1,0,0,1,0,1,0,0,0.0,-0.33,16
0,1,0,1,0,0,1,0,0.0,-0.33,17
0,1,1,0,0,0,1,1,0.0,-0.33,27
0,1,1,0,1,0,1,1,0.0,-0.33,49
1,0,0,1,0,0,1,0,0.0,-0.33,16
0,1,0,1,1,1,0,0,0.0,-0.33,29
0,1,1,0,0,1,0,1,0.0,-0.33,26
1,0,1,0,0,0,1,0,0.0,-0.33,23
1,0,1,0,0,1,0,0,0.0,-0.33,28
0,1,1,0,1,0,1,0,0.0,-0.33,50
0,1,1,0,1,1,0,1,0.0,-0.33,47
0,1,0,1,1,0,1,1,0.0,-0.33,38
1,0,1,0,1,0,1,0,0.0,-0.33,54
0,1,0,1,0,0,1,1,0.0,-0.33,18
1,0,1,0,0,1,0,1,0.0,-0.33,25
1,0,0,1,0,0,1,1,0.0,-0.33,19
1,0,0,1,1,0,1,0,0.0,-0.33,32
1,0,1,0,0,0,1,1,0.0,-0.33,25
1,0,1,0,1,0,1,1,0.0,-0.33,45
0,1,0,1,1,0,1,0,0.0,-0.33,31
1,0,0,1,1,1,0,0,0.0,-0.33,29
0,1,0,1,0,1,0,1,0.0,-0.33,15
1,0,0,1,1,0,1,1,0.0,-0.33,37
1,0,0,1,0,1,0,1,0.0,-0.33,20
1,0,1,0,1,1,0,0,0.0,-0.33,51
1,0,0,1,1,1,0,1,0.0,-0.33,33
0,1,1,0,0,1,0,0,0.0,-0.33,34
0,1,0,1,1,1,0,1,0.0,-0.33,29
0,1,1,0,1,1,0,0,0.0,-0.33,50
1,0,1,0,1,1,0,1,0.0,-0.33,48
1,0,0,1,1,1,1,1,0.0,-0.22512946534682562,1
