0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,1,1,1,0,0.0,-0.1,18
0,1,0,1,1,0,0.0,-0.1,17
0,1,1,0,0,1,0.0,-0.1,34
1,0,1,1,0,1,0.0,-0.1,50
0,0,1,1,1,0,0.0,-0.1,40
0,0,0,1,1,0,0.0,-0.1,36
0,1,0,1,0,1,0.0,-0.1,33
1,0,1,0,1,0,0.0,-0.1,27
0,1,0,0,1,0,0.0,-0.1,16
1,0,0,0,1,0,0.0,-0.1,24
1,0,1,1,1,0,0.0,-0.1,39
1,1,1,0,0,1,0.0,-0.1,26
1,0,0,1,0,1,0.0,-0.1,35
0,0,0,1,0,1,0.0,-0.1,53
1,1,0,0,0,1,0.0,-0.1,29
1,1,1,1,1,0,0.0,-0.1,20
0,0,0,0,0,1,0.0,-0.1,29
1,1,0,1,1,0,0.0,-0.1,23
0,0,1,0,1,0,0.0,-0.1,28
1,1,1,1,0,1,0.0,-0.1,36
1,1,1,0,1,0,0.0,-0.1,18
1,1,0,1,0,1,0.0,-0.1,29
1,0,0,0,0,1,0.0,-0.1,41
1,0,0,1,1,0,0.0,-0.1,35
0,1,1,1,0,1,0.0,-0.1,36
1,1,0,0,1,0,0.0,-0.1,15
1,0,1,0,0,1,0.0,-0.1,37
0,0,0,0,1,0,0.0,-0.1,26
0,0,1,0,0,1,0.0,-0.1,50
0,0,1,1,0,1,0.0,-0.1,43
0,1,0,0,0,1,0.0,-0.1,34
0,1,1,0,1,0,0.0,-0.1,23
