0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0.0,-2135.0299999999997,105
0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0.0,-2135.03,361
0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-2108.37,156
1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-2108.3699999999994,160
1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-2097.1200000000003,144
0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-2097.1199999999994,90
0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0.0,-2084.3499999999995,59
1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.0,-2084.3499999999995,69
1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0.0,-2083.750000000001,235
0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0.0,-2083.749999999999,97
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-2054.9299999999994,71
0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-2054.9299999999994,26
1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0.0,-2052.0400000000004,12
0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0.0,-2052.0399999999995,28
1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.0,-2036.3199999999997,14
0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0.0,-2036.3199999999997,7
1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-2019.0199999999993,14
0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-2019.0199999999995,24
0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0.0,-2016.9999999999995,20
1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0.0,-2017.0,25
0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0.0,-2014.6699999999996,14
1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0.0,-2014.6699999999996,8
0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0.0,-2013.11,6
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0.0,-2013.1099999999994,10
1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-2010.36,13
0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-2010.3599999999992,12
1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-2002.4799999999993,11
0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-2002.479999999999,32
1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-1988.3199999999995,26
0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-1988.3199999999997,2
1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0.0,-1985.52,1
0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0.0,-1985.5199999999998,8
