0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,0,1,0,1,1,0,0,0,1,0.0,-986.09,239
0,0,1,0,1,1,0,1,0,0,1,1,1,0,0.0,-986.09,864
1,0,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-970.67,121
0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-970.67,113
0,1,0,1,0,0,1,0,1,1,0,0,0,1,0.0,-952.0199999999999,58
1,0,1,0,1,1,0,1,0,0,1,1,1,0,0.0,-952.02,128
1,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-929.84,31
0,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-929.84,53
1,1,0,1,0,0,1,0,1,1,1,0,0,1,0.0,-923.3599999999999,21
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0.0,-923.36,43
1,0,0,0,1,1,1,1,1,0,1,0,1,1,0.0,-916.9599999999999,13
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.0,-916.9599999999999,78
1,1,0,0,1,1,1,1,1,0,1,0,1,1,0.0,-913.0100000000001,15
0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.0,-913.01,56
1,1,0,0,0,1,1,0,1,1,0,0,0,1,0.0,-907.3599999999999,10
0,0,1,1,1,0,0,1,0,0,1,1,1,0,0.0,-907.3599999999999,35
1,1,0,0,0,0,1,0,1,1,0,0,0,1,0.0,-904.8599999999999,10
0,0,1,1,1,1,0,1,0,0,1,1,1,0,0.0,-904.8600000000002,32
1,1,0,0,0,1,0,0,1,0,1,0,1,1,0.0,-903.0500000000001,9
0,0,1,1,1,0,1,1,0,1,0,1,0,0,0.0,-903.0500000000001,20
0,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-888.99,4
1,0,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-888.99,8
1,1,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-864.4799999999999,2
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-859.83,1
0,1,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-859.83,1
1,1,0,0,0,1,0,1,1,0,1,0,1,1,0.0,-858.3100000000001,1
0,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0,-858.31,3
1,1,0,0,0,0,0,0,1,0,1,0,1,1,0.0,-846.4900000000001,1
0,0,1,1,1,1,1,1,0,1,0,1,0,0,0.0,-846.4900000000001,2
1,1,0,0,1,1,1,1,1,0,0,0,1,1,0.0,-842.5799999999999,1
0,0,1,1,0,0,0,0,0,1,1,1,0,0,0.0,-842.5799999999999,4
0,0,1,1,0,0,0,1,0,1,1,1,0,0,0.0,-833.6800000000001,3
0,1,1,1,0,0,1,0,1,1,0,0,0,1,0.0,-817.8999999999999,1
0,0,1,1,0,0,0,1,0,0,1,1,1,0,0.0,-812.9700000000001,1
0,1,1,1,0,0,0,0,1,1,0,1,0,0,0.0,-812.5200000000001,2
0,0,1,0,1,0,0,1,0,0,1,1,1,0,0.0,-811.63,3
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.0,-811.63,1
1,0,0,0,1,1,0,1,0,0,1,0,1,0,0.0,-804.75,1
1,0,0,0,0,1,0,1,1,0,1,0,1,1,0.0,-800.2999999999998,1
0,0,1,1,1,0,1,1,0,0,0,1,0,0,0.0,-795.26,2
0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.0,-792.2500000000001,1
0,0,1,1,1,0,0,1,0,0,1,1,0,0,0.0,-787.42,1
0,0,1,0,1,1,1,1,0,0,0,1,1,0,0.0,-749.95,1
1,0,0,0,1,1,1,1,1,0,1,0,1,0,0.0,-746.1799999999998,1
1,1,0,1,0,0,1,0,1,1,0,1,0,1,0.0,-738.7400000000001,1
0,0,1,0,1,1,0,1,0,0,1,0,1,0,0.0,-738.74,1
1,0,0,0,1,1,0,1,1,0,1,1,1,0,0.0,-726.3000000000001,1
0,1,1,1,0,0,0,1,0,1,0,1,0,0,0.0,-620.0,1
