0,1,2,3,4,5,6,7,8,9,10,11,12,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,0,1,1,1,0,1,0,0,0.0,-969.09,848
0,1,1,1,1,1,0,0,0,1,0,1,1,0.0,-969.0900000000001,373
1,0,0,0,0,1,1,1,1,0,1,0,0,0.0,-943.6,188
0,1,1,1,1,0,0,0,0,1,0,1,1,0.0,-943.6,220
1,1,0,0,0,0,1,1,1,0,1,0,0,0.0,-937.1400000000001,173
0,0,1,1,1,1,0,0,0,1,0,1,1,0.0,-937.1400000000001,85
1,1,1,1,1,1,0,0,0,1,1,0,1,0.0,-875.7500000000001,22
0,0,0,0,0,0,1,1,1,0,0,1,0,0.0,-875.75,21
0,1,1,1,1,1,0,0,0,1,1,0,1,0.0,-867.7599999999999,17
1,0,0,0,0,0,1,1,1,0,0,1,0,0.0,-867.76,11
0,1,1,1,1,1,0,0,0,1,1,1,1,0.0,-847.0400000000001,3
1,0,0,0,0,0,1,1,1,0,0,0,0,0.0,-847.04,11
1,0,0,0,0,1,0,1,1,0,1,0,0,0.0,-822.62,3
0,1,1,1,1,0,1,0,0,1,0,1,1,0.0,-822.6200000000002,2
1,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-811.38,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0.0,-807.15,1
1,1,1,0,0,0,1,1,1,0,0,0,0,0.0,-807.1500000000002,2
0,1,1,0,0,0,1,1,1,0,0,0,0,0.0,-805.4400000000002,3
1,1,1,1,1,1,0,0,0,1,0,1,1,0.0,-795.5200000000002,1
0,1,1,1,1,1,0,0,0,1,1,1,1,0.07692307692307693,-847.0400000000001,1
1,0,0,0,0,0,1,1,1,0,1,0,0,0.07692307692307693,-969.09,1
1,0,0,0,0,1,1,1,1,0,1,0,1,0.0,-794.91,1
0,1,1,1,1,0,0,0,0,1,0,1,0,0.0,-794.91,3
1,1,1,0,0,0,1,1,1,0,1,0,0,0.0,-789.8400000000003,2
1,1,0,0,0,0,1,1,1,0,0,0,0,0.0,-783.75,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,-761.0899999999999,2
1,0,0,0,0,0,1,0,1,0,0,1,0,0.0,-722.3599999999999,1
0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-704.0099999999999,1
1,1,0,0,0,1,1,1,1,0,1,0,1,0.0,-701.4800000000001,1
1,0,0,0,0,0,1,1,1,0,1,0,0,0.07692307692307693,-969.09,1
