0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,0,1,0.0,-338.58000000000004,784
1,1,0,0,0,1,0,0.0,-338.58,818
1,1,0,1,0,1,0,0.0,-295.5,132
0,0,1,0,1,0,1,0.0,-295.50000000000006,121
1,1,0,1,0,1,1,0.0,-291.84000000000003,50
0,0,1,0,1,0,0,0.0,-291.84000000000003,71
1,0,1,0,1,0,1,0.0,-268.64000000000004,10
0,1,0,1,0,1,0,0.0,-268.64,8
1,1,0,0,0,1,1,0.0,-230.56,1
1,0,0,0,1,1,1,0.0,-205.95,4
1,0,0,0,1,0,1,0.0,-190.05,1
