0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,0,0,1,0,0.0,-564.24,830
1,1,0,1,0,1,1,0,1,0.0,-564.24,684
0,0,1,0,1,1,0,1,0,0.0,-541.2900000000001,140
1,1,0,1,0,0,1,0,1,0.0,-541.2900000000001,175
1,0,1,0,1,1,0,0,0,0.0,-516.03,15
0,1,0,1,0,0,1,1,1,0.0,-516.03,93
0,0,1,0,1,0,0,0,0,0.0,-482.65,2
1,1,0,1,0,1,1,1,1,0.0,-482.65,3
0,0,1,0,1,0,1,1,0,0.1111111111111111,-378.76,2
1,1,0,1,0,1,1,0,1,0.1111111111111111,-564.24,3
1,1,0,0,0,0,1,0,1,0.0,-481.98,11
0,0,1,1,1,1,0,1,0,0.0,-481.97999999999996,16
0,0,1,0,1,1,0,0,0,0.0,-476.12,1
1,1,0,1,0,0,1,1,1,0.0,-476.12,4
1,0,1,0,1,1,0,0,1,0.0,-462.3499999999999,1
0,1,0,1,0,0,1,1,0,0.0,-462.34999999999997,12
0,1,0,1,0,0,1,0,1,0.0,-458.72,2
0,0,0,1,0,0,1,1,1,0.0,-423.0,1
1,1,1,0,1,1,0,0,0,0.0,-423.0,3
0,0,1,0,1,0,0,0,1,0.0,-399.07000000000005,1
1,1,0,1,1,1,1,0,1,0.0,-344.45,1
