0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0.0,-1811.09,512
0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.0,-1811.0900000000001,103
1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.0,-1785.23,48
0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0.0,-1785.2299999999998,131
0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-1781.65,39
1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-1781.6500000000003,148
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-1770.76,35
1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-1770.76,86
0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-1769.25,30
1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-1769.2499999999998,74
0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0.0,-1741.1900000000003,27
1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0.0,-1741.19,32
0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0.0,-1740.97,11
1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0.0,-1740.969999999999,101
1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0.0,-1738.9499999999987,104
0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0.0,-1738.95,6
0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,-1722.33,16
1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0.0,-1722.3300000000006,21
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0.0,-1720.6100000000001,4
1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-1720.61,11
0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0.0,-1720.0700000000002,6
1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0.0,-1720.0699999999995,15
1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0.0,-1714.96,25
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,-1714.9599999999998,8
0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0.0,-1714.8699999999997,3
1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0.0,-1714.8699999999997,6
