0,1,2,3,4,5,6,7,8,9,10,11,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,0,0,0,0,0,0,1,0.0,-719.5699999999999,508
1,0,1,0,1,1,1,1,1,1,1,0,0.0,-719.5699999999999,1161
0,0,0,1,0,0,0,0,0,0,0,1,0.0,-634.1600000000001,44
1,1,1,0,1,1,1,1,1,1,1,0,0.0,-634.1600000000001,43
1,0,1,0,1,1,1,1,1,1,0,0,0.0,-629.01,59
0,1,0,1,0,0,0,0,0,0,1,1,0.0,-629.0099999999999,17
1,0,0,0,1,1,1,1,1,1,1,0,0.0,-628.26,36
0,1,1,1,0,0,0,0,0,0,0,1,0.0,-628.26,18
1,0,0,0,0,0,1,0,0,1,1,1,0.0,-580.72,40
0,1,1,1,1,1,0,1,1,0,0,0,0.0,-580.72,25
1,1,1,1,1,1,1,1,1,1,1,0,0.0,-570.4300000000001,2
0,0,0,0,0,0,0,0,0,0,0,1,0.0,-570.43,4
0,0,0,0,0,0,0,0,0,1,1,1,0.0,-548.6999999999999,11
1,1,1,1,1,1,1,1,1,0,0,0,0.0,-548.7,3
1,1,1,1,1,1,0,1,1,0,0,0,0.0,-527.73,4
0,0,0,0,0,0,1,0,0,1,1,1,0.0,-527.7299999999999,4
0,0,1,0,1,1,1,1,1,1,0,0,0.0,-493.94000000000005,2
1,0,0,0,0,0,0,0,0,0,0,1,0.0,-483.23999999999995,1
0,0,1,1,1,1,1,1,1,1,0,0,0.0,-480.1300000000002,1
0,1,0,0,0,0,0,0,0,0,0,1,0.0,-479.78,1
0,1,0,0,0,0,0,0,0,0,1,1,0.0,-478.79999999999995,1
0,1,1,1,0,0,0,1,0,0,0,1,0.0,-470.97,2
1,0,0,0,1,0,1,0,0,1,1,1,0.0,-468.75,2
0,1,1,1,1,1,1,1,1,0,0,0,0.0,-461.9699999999999,2
1,0,1,0,1,1,1,1,1,1,1,0,0.08333333333333333,-719.5699999999999,1
1,0,0,0,1,0,1,0,1,1,1,1,0.0,-454.03999999999985,2
1,0,0,0,0,0,1,0,0,0,0,1,0.0,-444.27,1
0,1,1,1,1,1,0,1,1,1,1,0,0.0,-444.27000000000004,1
1,1,1,1,1,1,1,1,1,0,0,0,0.08333333333333333,-548.7,1
0,0,1,0,1,0,1,0,0,1,0,1,0.0,-388.99,1
0,0,1,1,1,1,1,1,1,1,1,0,0.0,-386.61000000000024,1
1,0,0,0,1,1,1,0,1,1,1,1,0.0,-373.6600000000001,1
