0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,1,0,0.0,-0.62,99
0,1,1,0,0,0,1,0.0,-0.62,52
1,1,1,0,0,1,0,0.0,-0.62,56
0,1,1,0,0,1,0,0.0,-0.62,62
0,1,0,0,0,0,1,0.0,-0.62,100
1,1,1,0,0,0,1,0.0,-0.62,73
1,1,0,0,0,0,1,0.0,-0.62,138
1,1,0,0,0,1,0,0.0,-0.62,94
1,0,1,1,1,0,1,0.0,-0.6156400760059336,30
0,0,1,1,1,1,0,0.0,-0.6156400760059336,25
0,0,1,1,1,0,1,0.0,-0.6156400760059336,7
1,0,0,1,1,0,1,0.0,-0.6156400760059336,48
1,0,1,1,1,1,0,0.0,-0.6156400760059336,17
1,0,0,1,1,1,0,0.0,-0.6156400760059336,53
0,0,0,1,1,0,1,0.0,-0.6156400760059336,34
0,0,0,1,1,1,0,0.0,-0.6156400760059336,32
0,0,1,0,1,1,0,0.0,-0.55,2
1,0,1,0,1,0,1,0.0,-0.55,1
1,0,0,0,1,0,1,0.0,-0.55,2
0,0,1,0,1,0,1,0.0,-0.55,3
1,0,0,0,1,1,0,0.0,-0.55,5
0,0,0,0,1,1,0,0.0,-0.55,4
0,0,0,0,1,0,1,0.0,-0.55,7
0,1,0,1,0,1,0,0.0,-0.5482369189779319,4
0,1,1,1,0,0,1,0.0,-0.5482369189779319,1
0,1,0,1,0,0,1,0.0,-0.5482369189779319,5
1,1,0,1,0,1,0,0.0,-0.5482369189779319,5
0,1,1,1,0,1,0,0.0,-0.5482369189779319,3
1,1,1,1,0,1,0,0.0,-0.5482369189779319,3
1,1,1,1,0,0,1,0.0,-0.5482369189779319,8
1,1,0,1,0,0,1,0.0,-0.5482369189779319,8
1,1,0,0,0,0,0,0.0,-0.48,1
0,1,0,0,0,0,0,0.0,-0.48,3
0,0,1,1,1,0,0,0.0,-0.4756400760059336,1
1,0,0,1,1,0,0,0.0,-0.4756400760059336,2
0,0,0,1,1,0,0,0.0,-0.4756400760059336,1
1,0,1,1,1,0,0,0.0,-0.4756400760059336,1
1,1,0,0,0,1,1,0.0,-0.47177116616843456,1
0,1,0,0,0,1,1,0.0,-0.47177116616843456,4
1,0,0,1,1,1,1,0.0,-0.4674112421743682,1
1,1,1,0,1,1,0,0.0,-0.4379317589320195,1
0,1,1,1,0,0,0,0.0,-0.40823691897793185,1
0,1,0,1,0,1,1,0.0,-0.4000080851463665,1
0,0,0,0,0,0,1,0.0,-0.14,1
