0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,1,1,0.0,-1.14,103
1,0,0,1,0,1,0,0.0,-1.14,182
1,0,0,0,0,1,1,0.0,-1.14,101
0,0,0,1,1,1,0,0.0,-1.14,178
0,1,1,0,1,0,1,0.0,-1.132148582090049,36
1,1,1,0,0,0,1,0.0,-1.132148582090049,40
0,1,1,1,1,0,0,0.0,-1.132148582090049,77
1,1,1,1,0,0,0,0.0,-1.132148582090049,80
1,0,0,0,1,1,1,0.0,-1.0894111662044583,29
1,0,0,1,1,1,0,0.0,-1.0894111662044583,50
1,1,1,0,1,0,1,0.0,-1.0815597482945072,14
1,1,1,1,1,0,0,0.0,-1.0815597482945072,19
0,0,0,0,0,1,1,0.0,-1.08,15
0,0,0,1,0,1,0,0.0,-1.08,40
0,1,1,0,0,0,1,0.0,-1.072148582090049,5
0,1,1,1,0,0,0,0.0,-1.072148582090049,21
0,1,0,1,1,0,0,0.0,-0.9,1
1,1,0,1,0,0,0,0.0,-0.9,2
0,0,1,1,1,1,0,0.0,-0.8981286709227867,2
1,1,0,1,0,1,0,0.0,-0.8913082297192096,1
0,0,1,0,1,0,1,0.0,-0.88,1
1,1,0,0,1,0,1,0.0,-0.8494111662044582,1
0,1,0,0,0,0,1,0.0,-0.8400000000000001,2
