0,1,2,3,4,5,6,7,8,9,10,11,chain_break_fraction,energy,num_occurrences
1,0,1,1,0,1,0,0,0,1,0,0,0.0,-4.5752266900734,75
1,1,1,0,0,1,0,0,1,1,0,0,0.0,-4.574637856277858,42
1,0,0,1,1,0,1,0,0,0,1,0,0.0,-4.571585482732045,73
1,1,0,0,1,0,1,0,1,0,1,0,0.0,-4.570996648936503,54
0,0,1,1,0,1,0,1,0,1,0,1,0.0,-4.5694113191389265,88
0,1,1,0,0,1,0,1,1,1,0,1,0.0,-4.568822485343384,62
0,0,0,1,1,0,1,1,0,0,1,1,0.0,-4.565770111797571,76
0,1,0,0,1,0,1,1,1,0,1,1,0.0,-4.565181278002029,70
1,0,1,1,0,1,0,0,0,1,1,0,0.0,-4.505649569267045,19
1,1,1,0,0,1,0,0,1,1,1,0,0.0,-4.505060735471503,17
1,0,0,1,1,0,1,0,0,0,0,0,0.0,-4.502148582090049,26
1,1,0,0,1,0,1,0,1,0,0,0,0.0,-4.501559748294507,16
0,0,1,1,0,1,0,1,0,1,1,1,0.0,-4.499834198332572,30
0,1,1,0,0,1,0,1,1,1,1,1,0.0,-4.499245364537029,22
0,0,0,1,1,0,1,1,0,0,0,1,0.0,-4.496333211155575,33
0,1,0,0,1,0,1,1,1,0,0,1,0.0,-4.495744377360033,20
0,0,1,1,0,1,0,1,0,1,0,0,0.0,-4.4452266900734,7
1,0,1,1,0,1,0,0,0,1,0,1,0.0,-4.444827059494466,4
0,1,1,0,0,1,0,1,1,1,0,0,0.0,-4.444637856277858,8
1,1,1,0,0,1,0,0,1,1,0,1,0.0,-4.444238225698925,8
0,0,0,1,1,0,1,1,0,0,1,0,0.0,-4.4415854827320445,13
1,0,0,1,1,0,1,0,0,0,1,1,0.0,-4.441185852153112,7
0,1,0,0,1,0,1,1,1,0,1,0,0.0,-4.440996648936503,5
1,1,0,0,1,0,1,0,1,0,1,1,0.0,-4.44059701835757,8
1,0,0,1,0,1,0,0,0,1,1,0,0.0,-4.432329153176548,5
1,1,0,0,0,1,0,0,1,1,1,0,0.0,-4.431740319381006,3
1,0,1,1,1,0,1,0,0,0,0,0,0.0,-4.428171232244491,11
1,1,1,0,1,0,1,0,1,0,0,0,0.0,-4.427582398448949,6
0,0,0,1,0,1,0,1,0,1,1,1,0.0,-4.426513782242075,5
0,1,0,0,0,1,0,1,1,1,1,1,0.0,-4.425924948446532,5
0,0,1,1,1,0,1,1,0,0,0,1,0.0,-4.422355861310018,11
0,1,1,0,1,0,1,1,1,0,0,1,0.0,-4.421767027514475,9
1,0,0,1,1,0,1,0,0,1,0,0,0.0,-4.404925784801839,9
1,1,0,0,1,0,1,0,1,1,0,0,0.0,-4.404336951006297,5
1,0,1,1,0,1,0,0,0,0,1,0,0.0,-4.404055719221346,10
1,1,1,0,0,1,0,0,1,0,1,0,0.0,-4.403466885425804,7
0,0,0,1,1,0,1,1,0,1,0,1,0.0,-4.399110413867365,6
0,1,0,0,1,0,1,1,1,1,0,1,0.0,-4.398521580071823,4
0,0,1,1,0,1,0,1,0,0,1,1,0.0,-4.398240348286873,14
0,1,1,0,0,1,0,1,1,0,1,1,0.0,-4.39765151449133,7
0,0,1,1,0,1,0,1,0,1,1,0,0.0,-4.375649569267045,1
1,0,1,1,0,1,0,0,0,1,1,1,0.0,-4.375249938688111,1
0,1,1,0,0,1,0,1,1,1,1,0,0.0,-4.375060735471503,3
1,1,1,0,0,1,0,0,1,1,1,1,0.0,-4.37466110489257,1
0,0,0,1,1,0,1,1,0,0,0,0,0.0,-4.372148582090048,6
1,0,0,1,1,0,1,0,0,0,0,1,0.0,-4.371748951511115,3
0,1,0,0,1,0,1,1,1,0,0,0,0.0,-4.371559748294507,2
1,0,1,1,0,1,0,1,0,1,0,0,0.0,-4.348068707829696,1
1,1,1,0,0,1,0,1,1,1,0,0,0.0,-4.347479874034154,1
0,0,1,1,0,1,0,0,0,1,0,1,0.0,-4.3452266900734,2
1,0,0,1,1,0,1,1,0,0,1,0,0.0,-4.344427500488341,2
0,0,0,1,1,0,1,0,0,0,1,1,0.0,-4.341585482732045,1
0,1,0,0,1,0,1,0,1,0,1,1,0.0,-4.340996648936503,1
0,0,0,1,0,1,0,1,0,1,1,0,0.0,-4.302329153176548,1
1,0,0,1,0,1,0,0,0,1,1,1,0.0,-4.301929522597614,2
0,0,1,1,1,0,1,1,0,0,0,0,0.0,-4.298171232244491,3
0,0,1,1,0,1,0,0,0,1,1,1,0.0,-4.275649569267045,1
0,1,1,0,0,1,0,0,1,1,1,1,0.0,-4.275060735471503,1
0,0,0,1,1,0,1,1,0,1,0,0,0.0,-4.274925784801838,2
1,0,0,1,1,0,1,0,0,1,0,1,0.0,-4.274526154222905,1
0,1,0,0,1,0,1,1,1,1,0,0,0.0,-4.274336951006297,1
0,0,1,1,0,1,0,1,0,0,1,0,0.0,-4.274055719221346,2
1,1,0,0,1,0,1,0,1,1,0,1,0.0,-4.273937320427364,1
0,0,0,1,1,0,1,0,0,0,0,1,0.0,-4.272148582090049,2
1,0,1,1,0,0,0,0,0,1,1,0,0.0,-4.269687576062797,2
1,1,1,0,0,0,0,0,1,1,1,0,0.0,-4.269098742267254,2
0,1,1,0,0,0,0,1,1,1,1,1,0.0,-4.263283371332781,3
1,0,0,1,1,1,1,0,0,0,0,0,0.0,-4.261914265952484,2
1,1,0,0,1,1,1,0,1,0,0,0,0.0,-4.2613254321569425,1
0,0,0,1,1,1,1,1,0,0,0,1,0.0,-4.256098895018011,1
0,1,0,0,1,1,1,1,1,0,0,1,0.0,-4.255510061222468,5
1,0,1,0,0,1,0,0,1,1,0,0,0.0,-4.2552266900734,2
1,0,0,0,1,0,1,0,1,0,1,0,0.0,-4.251585482732045,1
1,1,1,1,0,1,0,0,0,1,0,0,0.0,-4.249218490985476,1
0,0,0,0,1,0,1,1,1,0,1,1,0.0,-4.245770111797571,3
0,1,0,1,1,0,1,1,0,0,1,1,0.0,-4.239761912709648,2
1,0,1,1,0,1,0,0,1,1,0,0,0.0,-4.2194915768189105,1
1,1,1,0,0,1,0,0,0,1,0,0,0.0,-4.2152266900734,1
1,1,0,0,1,0,1,0,0,0,1,0,0.0,-4.211585482732044,1
1,0,0,1,0,1,0,1,0,1,1,0,0.0,-4.205171170932844,1
1,1,0,0,0,1,0,1,1,1,1,0,0.0,-4.204582337137302,1
1,0,0,0,1,0,1,0,1,0,0,0,0.0,-4.182148582090049,2
0,0,1,1,0,1,0,0,0,0,1,1,0.0,-4.174055719221346,1
0,1,1,1,0,1,0,1,0,1,1,1,0.0,-4.173825999244648,1
0,1,1,0,0,1,0,0,1,0,1,1,0.0,-4.173466885425804,1
0,1,1,0,0,1,0,1,0,1,1,1,0.0,-4.139834198332571,1
0,1,0,0,1,0,1,1,0,0,0,1,0.0,-4.136333211155575,1
1,0,0,1,1,1,1,0,0,0,0,1,0.0,-4.13151463537355,1
0,1,0,1,1,0,1,1,0,0,1,0,0.0,-4.115577283644122,1
1,1,0,0,1,0,1,0,1,1,1,0,0.0,-4.11142657903821,1
0,0,0,1,0,0,1,1,0,1,1,1,0.0,-4.10766854952249,1
0,1,0,0,1,0,1,1,1,1,1,1,0.0,-4.105611208103737,1
0,0,1,1,0,1,0,1,0,0,0,1,0.0,-4.105470196483145,1
0,1,1,0,0,1,0,1,1,0,0,1,0.0,-4.104881362687602,1
1,0,0,1,0,0,1,0,0,0,1,0,0.0,-4.098128670922787,1
0,1,1,0,0,1,0,1,0,1,0,0,0.0,-4.0852266900734,1
1,0,1,0,0,1,0,0,1,0,1,0,0.0,-4.084055719221346,1
0,1,1,0,1,0,1,1,0,0,0,1,0.0,-4.062355861310017,1
0,0,1,0,0,1,0,1,1,1,1,0,0.0,-4.055649569267045,1
0,1,1,0,0,1,1,1,1,0,0,1,0.0,-4.038468198738071,1
0,1,1,0,0,1,0,1,0,0,1,1,0.0,-4.038240348286872,1
0,0,0,1,1,1,1,1,0,1,0,1,0.0,-4.026243157455329,1
0,1,0,0,1,1,1,1,1,1,0,1,0.0,-4.0256543236597855,1
0,0,1,1,0,0,1,1,0,1,0,1,0.0,-4.024875923667896,1
1,1,0,0,1,1,0,0,1,1,0,0,0.0,-4.014446463837337,1
1,0,1,1,0,1,0,1,1,1,0,0,0.0,-3.9923335945752076,1
0,1,1,0,1,0,1,1,1,0,1,0,0.0,-3.7124800848335706,1
0,0,0,1,0,0,1,1,0,0,0,1,0.0,-3.3841846290655266,1
