0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-18.085525444008915,169
0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0.0,-18.080585743243702,86
0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-18.064451296431905,54
1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-18.06312531330698,126
0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-18.037186419684726,63
1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-18.03241077019,80
0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-18.02046030946317,57
1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-18.013072478328045,59
1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-17.993093327556657,104
0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.983627937009352,69
0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-17.78822086732899,20
1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.779762509218784,6
1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-17.746103460710838,11
0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.738885711683253,6
1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-17.622521858223088,9
0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.621299615944462,8
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-17.541231000483172,1
1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.535020283892685,2
1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-17.533047352221,5
0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.52181981700466,2
0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.47238129085557,2
1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-17.442417557890177,5
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-17.437132347156876,2
0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.429945004871943,1
0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.42923470885628,1
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-17.32391162586364,1
1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-17.318304397038226,1
1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0.0,-17.312902958131218,2
1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-17.309421338289823,2
1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-17.3064134978505,1
0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-17.305747614729498,1
0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-17.29723024946122,2
0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-17.288347190712816,1
1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-17.27569895473352,1
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-17.27068638672408,1
0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-17.269965372714037,2
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-17.256398360947983,1
1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-17.256360662871565,2
0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-17.25323926249248,2
0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0.0,-17.252220479876943,2
