0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-21.494930363091505,377
1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-21.493072478328045,282
0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-21.22102072224081,58
1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-21.219762509218786,22
1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-21.12241077019,5
0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-21.116096298279707,11
1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-21.03552544400892,69
0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0.0,-21.028850781909522,25
1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-21.01312531330698,5
0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-21.01271633509773,12
1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-20.856833947260093,3
0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0.0,-20.85362793700935,2
1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-20.736398360947987,38
1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-20.73636066287156,27
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-20.727709316120812,11
0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-20.71882625737241,9
1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0.0,-20.714707214961287,1
1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0.0,-20.664707214961286,1
1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0.0,-20.653525300488795,8
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0.0,-20.650616731227107,9
1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-20.463088391838724,1
1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-20.463050693762305,1
0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-20.45379967527012,2
0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-20.444916616521716,1
1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-20.434383066270023,6
1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0.0,-20.38021533137954,2
1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-20.365736652809943,2
1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,-20.365698954733517,1
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-20.348875251309014,1
1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0.0,-20.28286359235075,1
0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-20.279800454178947,1
0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-20.05353424037508,1
0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0.0,-20.037890775742724,1
0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-19.863369669791,1
1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.0,-19.809869366653746,1
0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0.0,-19.069338533844004,1
1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0.0,-18.430873871537504,1
