0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,1,1,0.0,-0.47000000000000003,27
0,1,0,0,0,0,1,0.0,-0.47000000000000003,37
0,0,0,0,0,1,1,0.0,-0.47000000000000003,21
0,1,0,1,0,0,1,0.0,-0.47000000000000003,31
0,1,0,0,1,0,1,0.0,-0.47000000000000003,22
1,1,0,0,1,0,1,0.0,-0.47000000000000003,23
1,1,0,0,0,0,1,0.0,-0.47000000000000003,32
1,1,1,0,0,0,0,0.0,-0.47000000000000003,38
1,0,0,1,1,1,1,0.0,-0.47000000000000003,36
0,1,1,1,0,0,0,0.0,-0.47000000000000003,41
0,0,1,1,0,1,0,0.0,-0.47000000000000003,27
1,1,0,1,1,0,1,0.0,-0.47000000000000003,34
0,1,0,1,1,0,1,0.0,-0.47000000000000003,38
0,0,1,0,0,1,0,0.0,-0.47000000000000003,22
1,1,1,1,1,0,0,0.0,-0.47000000000000003,34
1,0,0,0,1,1,1,0.0,-0.47000000000000003,19
0,0,1,1,1,1,0,0.0,-0.47000000000000003,36
0,1,1,0,1,0,0,0.0,-0.47000000000000003,27
1,0,1,0,1,1,0,0.0,-0.47000000000000003,28
1,1,0,1,0,0,1,0.0,-0.47000000000000003,32
0,0,0,0,1,1,1,0.0,-0.47000000000000003,21
0,1,1,1,1,0,0,0.0,-0.47000000000000003,46
1,0,1,0,0,1,0,0.0,-0.47000000000000003,33
1,0,1,1,0,1,0,0.0,-0.47000000000000003,34
0,0,1,0,1,1,0,0.0,-0.47000000000000003,31
0,1,1,0,0,0,0,0.0,-0.47000000000000003,35
0,0,0,1,0,1,1,0.0,-0.47000000000000003,38
1,1,1,0,1,0,0,0.0,-0.47000000000000003,25
1,0,0,0,0,1,1,0.0,-0.47000000000000003,27
1,0,1,1,1,1,0,0.0,-0.47000000000000003,40
1,1,1,1,0,0,0,0.0,-0.47000000000000003,36
1,0,0,1,0,1,1,0.0,-0.47000000000000003,25
1,1,1,1,1,1,0,0.0,-0.27341972884771276,1
0,0,1,1,1,0,0,0.0,-0.27,1
1,0,0,0,1,0,1,0.0,-0.27,1
0,0,0,0,1,0,1,0.0,-0.27,1
