0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,1,0,0,0.0,-0.54,14
1,0,0,0,1,1,1,0,0.0,-0.54,26
1,0,0,1,1,1,0,0,0.0,-0.54,13
1,1,1,1,0,1,0,0,0.0,-0.54,17
0,1,0,1,0,0,0,1,0.0,-0.54,14
0,1,1,1,0,1,0,1,0.0,-0.54,17
1,1,1,0,0,1,1,0,0.0,-0.54,29
0,0,1,0,1,1,1,1,0.0,-0.54,39
1,0,1,1,1,0,0,0,0.0,-0.54,16
0,1,1,1,0,0,0,1,0.0,-0.54,22
0,0,0,0,1,0,1,1,0.0,-0.54,41
1,0,0,0,1,0,1,0,0.0,-0.54,32
1,0,1,1,1,1,0,0,0.0,-0.54,15
0,1,0,0,0,0,1,1,0.0,-0.54,54
1,0,0,1,1,0,0,0,0.0,-0.54,18
1,1,0,0,0,1,1,0,0.0,-0.54,30
0,1,1,0,0,0,1,1,0.0,-0.54,41
1,1,1,1,0,0,0,0,0.0,-0.54,26
0,0,1,1,1,0,0,1,0.0,-0.54,28
0,1,0,0,0,1,1,1,0.0,-0.54,36
0,0,1,1,1,1,0,1,0.0,-0.54,11
0,1,0,1,0,1,0,1,0.0,-0.54,26
0,0,1,0,1,0,1,1,0.0,-0.54,49
1,1,1,0,0,0,1,0,0.0,-0.54,36
0,1,1,0,0,1,1,1,0.0,-0.54,47
0,0,0,1,1,0,0,1,0.0,-0.54,31
1,1,0,0,0,0,1,0,0.0,-0.54,38
0,0,0,0,1,1,1,1,0.0,-0.54,39
1,1,0,1,0,0,0,0,0.0,-0.54,17
0,0,0,1,1,1,0,1,0.0,-0.54,30
1,0,1,0,1,1,1,0,0.0,-0.54,26
1,0,1,0,1,0,1,0,0.0,-0.54,29
0,1,0,1,1,0,0,1,0.0,-0.4890779011964528,1
1,1,0,1,1,0,0,0,0.0,-0.4890779011964528,3
1,1,0,0,1,0,1,0,0.0,-0.4890779011964528,7
1,1,1,1,1,1,0,0,0.0,-0.4890779011964528,1
0,1,1,0,1,1,1,1,0.0,-0.4890779011964528,3
1,1,1,0,1,0,1,0,0.0,-0.4890779011964528,2
0,1,1,0,1,0,1,1,0.0,-0.4890779011964528,9
0,1,0,1,1,1,0,1,0.0,-0.4890779011964528,1
1,1,1,1,1,0,0,0,0.0,-0.4890779011964528,3
1,1,0,0,1,1,1,0,0.0,-0.4890779011964528,2
1,1,1,0,1,1,1,0,0.0,-0.4890779011964528,2
0,1,0,0,1,1,1,1,0.0,-0.4890779011964528,3
0,1,0,0,1,0,1,1,0.0,-0.4890779011964528,4
0,0,0,0,0,1,1,1,0.0,-0.48000000000000004,1
0,0,1,1,0,1,0,1,0.0,-0.48000000000000004,1
0,0,0,1,0,1,0,1,0.0,-0.48000000000000004,2
1,0,0,0,0,0,1,0,0.0,-0.48000000000000004,3
1,0,1,0,0,0,1,0,0.0,-0.48000000000000004,3
1,0,1,0,0,1,1,0,0.0,-0.48000000000000004,3
0,0,0,1,0,0,0,1,0.0,-0.48000000000000004,3
0,0,0,0,0,0,1,1,0.0,-0.48000000000000004,3
1,0,0,0,0,1,1,0,0.0,-0.48000000000000004,8
1,0,1,1,0,1,0,0,0.0,-0.48000000000000004,6
1,0,0,1,0,1,0,0,0.0,-0.48000000000000004,2
0,0,1,0,0,1,1,1,0.0,-0.48000000000000004,2
0,0,1,0,0,0,1,1,0.0,-0.48000000000000004,6
1,0,0,1,0,0,0,0,0.0,-0.48000000000000004,3
0,0,1,1,0,0,0,1,0.0,-0.48000000000000004,4
0,1,0,1,0,0,1,1,0.0,-0.3434197288477127,1
1,0,1,0,1,1,0,0,0.0,-0.34,1
