0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0.0,-7.964426674550444,5
0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0.0,-7.964426674550444,9
1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0.0,-7.96418370007558,1
1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0.0,-7.96418370007558,1
0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0.0,-7.9641125346331965,1
0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0.0,-7.9641125346331965,2
1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0.0,-7.963869560158331,1
1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0.0,-7.963869560158331,2
1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0.0,-7.96283213745898,1
1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0.0,-7.96283213745898,3
1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0.0,-7.962517997541733,1
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0.0,-7.958803653712968,2
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0,-7.958803653712968,10
0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0.0,-7.958489513795721,3
0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0.0,-7.958489513795721,4
0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0,-7.956541260698583,15
0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0.0,-7.956541260698583,7
1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0.0,-7.956298286223719,4
1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-7.956298286223719,4
0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0.0,-7.956227120781335,4
0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0.0,-7.956227120781335,8
1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0.0,-7.955984146306472,1
1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0.0,-7.955984146306472,2
1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0.0,-7.954946723607119,4
1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-7.954946723607119,5
1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.0,-7.95463258368987,3
0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0.0,-7.954426674550445,5
0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0.0,-7.954426674550445,7
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-7.95418370007558,3
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0.0,-7.95418370007558,1
0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0.0,-7.954112534633197,2
0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.0,-7.954112534633197,2
1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0.0,-7.95283213745898,3
1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-7.95283213745898,2
0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0.0,-7.9526677071837835,4
0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0.0,-7.9526677071837835,12
1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0.0,-7.952517997541731,1
1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0.0,-7.95242473270892,2
1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0.0,-7.95242473270892,3
0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-7.952353567266536,1
0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0.0,-7.952353567266536,6
1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0.0,-7.952110592791671,2
1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0.0,-7.952110592791671,4
1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0.0,-7.95107317009232,2
1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0.0,-7.95107317009232,1
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0.0,-7.950918239861107,9
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0.0,-7.950918239861107,11
0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0.0,-7.950604099943858,9
0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0.0,-7.950604099943858,13
0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0.0,-7.948803653712968,11
0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0.0,-7.948803653712968,13
1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0.0,-7.948494038700613,1
0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0.0,-7.948489513795719,3
0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0,-7.948489513795719,11
0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0.0,-7.948192655832076,3
0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0.0,-7.948192655832076,2
