0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,chain_break_fraction,energy,num_occurrences
1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0.0,-7.959405642423588,40
1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0.0,-7.959405642423588,45
1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0.0,-7.956981512916103,15
1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0.0,-7.956981512916103,25
1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0.0,-7.956552137011441,32
1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0.0,-7.956552137011441,18
1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0.0,-7.9541280075039555,8
1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0.0,-7.9541280075039555,17
0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-7.952505010908329,40
0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0.0,-7.952505010908329,52
0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0.0,-7.950080881400844,7
0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0.0,-7.950080881400844,32
0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0.0,-7.94965150549618,42
0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0.0,-7.94965150549618,20
0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0.0,-7.947227375988696,13
0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0.0,-7.947227375988696,18
1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0.0,-7.946552137011441,26
1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0.0,-7.946552137011441,33
1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0.0,-7.944943123676239,37
1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0.0,-7.944943123676239,43
1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0.0,-7.944128007503956,10
1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0.0,-7.944128007503956,17
1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0.0,-7.942518994168754,9
1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0.0,-7.942518994168754,8
0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0.0,-7.9396515054961805,46
0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-7.9396515054961805,20
0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0.0,-7.938042492160978,25
0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0.0,-7.938042492160978,32
0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0.0,-7.937227375988696,12
0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0.0,-7.937227375988696,9
0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0.0,-7.935618362653493,13
0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0.0,-7.935618362653493,9
1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0.0,-7.757634476255154,4
1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0.0,-7.757634476255154,2
1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0.0,-7.75521034674767,1
1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-7.75521034674767,1
1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0.0,-7.754780970843006,5
1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0.0,-7.752356841335521,2
1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0.0,-7.744780970843006,3
1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0.0,-7.744780970843006,1
0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0.0,-7.744772439233507,3
0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0.0,-7.744772439233507,3
1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0.0,-7.743171957507805,4
1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0.0,-7.743171957507805,3
1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-7.742356841335521,1
1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0.0,-7.742356841335521,3
0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0.0,-7.7423483097260215,2
0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.0,-7.7423483097260215,2
0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0.0,-7.741918933821357,1
0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0.0,-7.741918933821357,2
1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0.0,-7.74074782800032,3
0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0.0,-7.739494804313874,3
0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0.0,-7.731918933821357,2
0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0.0,-7.731918933821357,1
0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0.0,-7.730309920486156,4
0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0.0,-7.729494804313874,1
0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0.0,-7.727885790978671,1
0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0.0,-7.727885790978671,1
1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-7.707634476255154,2
1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0.0,-7.707634476255154,2
1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0.0,-7.704780970843006,2
1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0.0,-7.702356841335521,1
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0.0,-7.695368099812852,4
1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-7.694780970843007,2
1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0.0,-7.694780970843007,1
1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0.0,-7.693171957507805,2
