0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,1,0,0,0,0.0,-0.06,10
0,1,1,1,0,0,0.0,-0.06,27
1,1,0,0,0,1,0.0,-0.06,17
0,1,0,1,0,1,0.0,-0.06,38
1,1,1,0,1,0,0.0,-0.06,25
1,0,1,1,0,0,0.0,-0.06,4
0,1,1,0,1,0,0.0,-0.06,58
0,1,1,0,0,0,0.0,-0.06,26
0,1,0,0,0,1,0.0,-0.06,20
1,1,0,0,1,1,0.0,-0.06,43
1,0,1,1,1,0,0.0,-0.06,25
0,1,0,0,1,1,0.0,-0.06,81
1,0,1,0,0,0,0.0,-0.06,7
1,1,1,1,1,0,0.0,-0.06,21
1,0,0,0,0,1,0.0,-0.06,16
0,1,0,1,1,1,0.0,-0.06,71
0,1,1,1,1,0,0.0,-0.06,61
0,0,1,0,0,0,0.0,-0.06,12
1,0,0,0,1,1,0.0,-0.06,31
0,0,0,1,0,1,0.0,-0.06,27
1,1,1,1,0,0,0.0,-0.06,16
0,0,1,0,1,0,0.0,-0.06,31
0,0,0,0,1,1,0.0,-0.06,38
1,0,0,1,1,1,0.0,-0.06,42
1,0,1,0,1,0,0.0,-0.06,30
0,0,1,1,0,0,0.0,-0.06,16
0,0,0,1,1,1,0.0,-0.06,58
0,0,0,0,0,1,0.0,-0.06,28
0,0,1,1,1,0,0.0,-0.06,48
1,1,0,1,0,1,0.0,-0.06,17
1,1,0,1,1,1,0.0,-0.06,39
1,0,0,1,0,1,0.0,-0.06,16
1,1,0,0,1,0,0.0,0.0,1
