0,1,2,3,4,5,6,7,8,9,10,11,chain_break_fraction,energy,num_occurrences
1,0,0,1,0,0,0,1,1,1,1,1,0.0,-297.6500000000002,1070
0,1,1,0,1,1,1,0,0,0,0,0,0.0,-297.65,836
1,0,0,1,0,0,1,1,1,1,1,1,0.0,-184.95000000000044,7
0,1,1,0,1,1,0,0,0,0,0,0,0.0,-184.94999999999993,11
0,1,1,1,1,1,1,0,0,0,0,0,0.0,-171.03999999999994,7
1,0,0,0,0,0,0,1,1,1,1,1,0.0,-171.0400000000001,18
0,0,0,0,0,0,0,1,0,1,1,1,0.0,-155.07000000000002,6
1,1,1,1,1,1,1,0,1,0,0,0,0.0,-155.06999999999982,4
1,1,1,1,1,1,1,0,0,0,0,0,0.0,-138.47999999999976,1
0,0,0,0,0,0,0,1,1,1,1,1,0.0,-138.48000000000002,1
0,0,0,0,0,0,0,0,0,1,0,0,0.0,-115.5,5
1,1,1,1,1,1,1,1,1,0,1,1,0.0,-115.4999999999998,2
1,0,0,1,0,1,1,1,1,1,1,1,0.0,-113.70000000000019,1
0,1,1,0,1,0,0,0,0,0,0,0,0.0,-113.69999999999995,3
1,0,1,1,0,1,1,1,1,1,1,1,0.0,-102.42000000000021,1
0,0,0,0,0,0,0,0,0,1,1,0,0.0,-73.15,1
1,1,1,0,1,1,1,0,0,0,0,0,0.0,-70.36999999999992,2
1,0,0,0,0,0,0,1,1,1,0,1,0.0,-43.85000000000002,1
0,1,1,0,1,0,1,0,0,0,0,0,0.0,-42.079999999999956,2
1,0,0,0,0,0,0,1,0,1,0,1,0.0,-27.879999999999974,1
1,0,0,1,0,1,1,0,0,1,1,1,0.0,-16.729999999999905,1
0,1,1,0,1,0,0,1,1,0,0,0,0.0,-16.729999999999976,2
1,0,0,1,1,0,0,1,1,1,1,1,0.0,-14.630000000000251,4
1,0,1,1,0,0,1,1,1,1,1,1,0.0,-14.510000000000133,1
1,0,0,1,0,0,0,1,0,1,1,1,0.0,-2.6999999999999886,2
0,1,1,0,1,1,1,0,1,0,0,0,0.0,-2.6999999999999815,1
1,0,0,1,0,0,0,1,1,1,0,1,0.0,29.53999999999988,1
1,0,0,1,0,0,0,1,1,1,1,0,0.0,49.369999999999806,3
0,1,1,0,1,1,1,0,0,0,0,1,0.0,49.370000000000005,1
1,1,1,1,1,1,1,0,0,1,0,0,0.0,69.46000000000028,1
1,1,1,0,1,1,1,0,0,0,0,1,0.0,95.89000000000003,1
1,0,0,1,1,0,0,1,1,1,1,0,0.0,141.74999999999974,1
0,1,1,0,1,1,1,0,0,0,0,1,0.08333333333333333,49.370000000000005,1
