0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0.0,-607.3399999999999,366
1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-607.3399999999997,255
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-602.06,186
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.0,-602.0600000000002,129
0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0.0,-585.7299999999998,99
1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.0,-585.73,298
1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0.0,-560.9199999999998,82
0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0.0,-560.9199999999998,35
0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0.0,-553.25,46
1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0.0,-553.2500000000005,54
1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0.0,-537.8499999999999,50
0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0.0,-537.8499999999997,14
0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-533.5400000000002,18
1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.0,-533.5399999999998,15
1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0.0,-525.01,27
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,-525.01,31
0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0.0,-520.99,7
1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0.0,-520.99,17
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,-519.9300000000001,13
1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0.0,-519.9299999999998,11
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,-516.9300000000001,7
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0.0,-516.9300000000001,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,-512.02,13
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0,-512.0200000000002,7
1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0.0,-507.00999999999993,4
0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0.0,-507.0099999999999,5
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0,-506.5700000000001,5
1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0.0,-506.57000000000016,12
