0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0.0,-445.6500000000001,226
1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0.0,-445.65,1098
1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0.0,-363.04999999999995,115
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0.0,-363.04999999999995,54
1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,-344.27,51
0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0.0,-344.2700000000001,13
1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0.0,-337.8000000000001,45
0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0.0,-337.8,10
1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0.0,-335.8100000000002,88
0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0.0,-335.81000000000006,12
1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0.0,-333.78000000000003,14
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0.0,-333.78,26
1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0.0,-329.95000000000005,12
0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0.0,-329.95000000000005,32
1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0.0,-323.5300000000003,14
0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0.0,-323.53,15
0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0.0,-319.97000000000014,6
1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0.0,-319.9699999999999,27
0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.0,-315.78999999999996,4
1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0.0,-315.7900000000003,20
1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0.0,-309.7099999999998,15
0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0.0,-309.71000000000004,3
0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.0,-276.59000000000003,1
1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0.0,-276.59000000000003,1
1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0.06666666666666667,-344.27,1
1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-274.7299999999998,16
0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-274.73,2
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,-274.65,2
1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0.0,-274.6500000000004,2
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0.0,-273.50999999999993,3
1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0.0,-273.5099999999999,3
0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0.0,-271.11000000000007,1
1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0.0,-271.1100000000001,5
1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0.0,-268.25,2
0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0.0,-268.25000000000006,1
1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0.0,-267.23000000000013,1
0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0.0,-267.2299999999999,2
1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,-262.3099999999999,3
1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0.0,-260.9700000000003,2
1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0.0,-258.4300000000004,1
0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-257.85,1
1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-257.85000000000014,4
1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0.0,-257.15999999999985,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0.0,-257.1600000000001,2
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0,-255.46000000000018,3
1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-254.33000000000004,7
1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0.0,-251.12999999999997,2
0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.0,-237.63,1
1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-234.45000000000007,1
1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0.0,-222.6499999999998,1
1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0.0,-211.52999999999992,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,-207.45999999999998,1
1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0.0,-202.62000000000012,1
1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0.06666666666666667,-94.84000000000003,1
1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0.06666666666666667,-155.02,2
1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0.0,-191.82999999999993,2
1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-188.28999999999962,2
0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0.0,-182.67000000000013,1
1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0.0,-182.61000000000007,1
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0,-164.3300000000001,1
1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0.0,-159.0,1
1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0.06666666666666667,-191.82999999999993,1
0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0.0,-150.91999999999996,1
1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0.0,-133.6699999999999,1
0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,-130.86999999999998,1
1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0.0,-121.14,1
1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0.0,-119.17999999999988,1
1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0.06666666666666667,-445.65,1
0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0.0,-96.44999999999992,1
1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0.0,-86.17000000000012,1
1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0.06666666666666667,-445.65,1
0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.06666666666666667,-149.9799999999999,1
0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0.0,31.77000000000004,1
1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0.06666666666666667,-337.8000000000001,1
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0.0,228.05000000000024,1
