0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,0,0,1,1,1,0.0,-439.64,1131
1,1,0,1,1,1,1,1,0,0,0,0.0,-439.6400000000001,852
0,0,0,0,0,0,0,0,1,1,1,0.0,-267.32,1
1,1,1,0,1,1,1,1,0,0,0,0.0,-263.06999999999994,4
0,0,0,0,0,0,0,0,0,1,1,0.0,-248.54999999999998,1
1,0,0,1,0,0,0,0,1,1,1,0.0,-240.45000000000002,1
1,1,0,1,1,1,1,1,1,0,0,0.0,-236.35000000000002,1
1,1,1,0,1,1,1,1,0,1,0,0.0,-235.06999999999988,1
0,1,1,0,1,1,1,1,0,0,1,0.0,-205.79999999999998,1
1,1,0,1,0,1,1,1,0,0,0,0.0,-177.60000000000008,2
0,0,1,0,1,0,0,0,1,1,1,0.0,-177.59999999999997,1
0,1,0,1,1,1,1,1,0,0,0,0.0,-131.07999999999998,2
0,1,1,0,0,0,0,0,1,1,1,0.0,-80.70999999999995,2
