0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0.0,-1221.37,210
1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0.0,-1221.3699999999992,1003
1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.0,-1177.629999999999,223
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0.0,-1177.63,47
0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0.0,-1153.9899999999998,27
1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.0,-1153.9899999999993,254
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0.0,-1094.0900000000001,2
1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0.0,-1094.0899999999992,41
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0.0,-1077.85,1
1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0.0,-1077.8499999999992,20
0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0.0,-1040.43,2
1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0.0,-1040.4299999999992,23
1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.0,-1028.3300000000002,3
0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0.0,-1028.3299999999997,1
0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0.0,-1022.8099999999997,4
1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.0,-1022.8099999999996,2
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0.0,-1018.4099999999993,6
0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0.0,-1000.01,3
1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0.0,-1000.0099999999993,10
1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0.0,-999.5699999999998,20
0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0.0,-999.5700000000002,3
1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0.0,-992.5500000000003,10
1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.0,-983.0100000000001,2
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0.0,-982.1299999999993,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0.0,-982.1300000000001,1
1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0.0,-971.0099999999994,2
1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0.0,-965.0999999999992,1
1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0.0,-963.0799999999996,12
0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0.0,-963.0799999999999,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0.0,-957.8000000000002,1
1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0.0,-957.7999999999994,2
1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0.0,-954.859999999999,2
1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0.0,-953.2899999999992,1
1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0.0,-945.0899999999993,2
1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0.0,-945.0699999999987,1
1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0.047619047619047616,-1221.3699999999992,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0,-921.3600000000001,2
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0.0,-921.3599999999993,2
1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0.0,-918.2900000000003,1
1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.0,-914.9100000000001,1
1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0.0,-913.6899999999991,4
1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0.0,-893.2899999999998,3
1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0.0,-892.8899999999988,1
1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0.0,-892.8399999999996,2
1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.0,-890.3899999999999,2
1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,-879.4199999999996,1
1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0.0,-876.2999999999996,2
0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0.0,-868.1599999999999,1
1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0.0,-865.6699999999995,1
1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0.0,-862.8,1
1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0.0,-862.11,1
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0.0,-860.1199999999992,1
1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0.0,-853.0999999999999,1
0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0.0,-851.23,1
0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0.0,-836.7699999999998,1
1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0.0,-828.3799999999995,1
1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0.0,-811.1799999999997,1
1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0.0,-807.8799999999995,1
1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0.0,-805.1299999999998,1
1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0.0,-798.52,1
0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0.0,-798.5199999999998,1
1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0.047619047619047616,-1221.3699999999992,1
1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.047619047619047616,-1177.629999999999,1
0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0.0,-776.0499999999997,1
1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0.0,-769.7699999999996,1
1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0.0,-761.7699999999999,1
1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0.0,-752.119999999999,1
1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0.0,-750.5999999999999,1
1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.0,-741.8699999999999,2
0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0.0,-741.4500000000003,1
1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0.0,-741.3799999999995,1
1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0.047619047619047616,-1094.0899999999992,1
1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0.0,-711.5299999999992,1
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,-700.9499999999996,1
1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0.0,-666.9499999999991,1
1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0.047619047619047616,-1077.8499999999992,1
1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0.0,-630.5899999999995,1
1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0.0,-596.32,1
1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0.047619047619047616,-1040.4299999999992,1
