0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,1,0,0,0,0.0,-188.72,512
1,1,0,1,1,0,1,1,1,0.0,-188.72000000000003,786
1,1,0,1,0,0,1,1,1,0.0,-167.85000000000008,319
0,0,1,0,1,1,0,0,0,0.0,-167.85,240
1,1,0,0,0,0,1,1,1,0.0,-147.71,54
0,0,1,1,1,1,0,0,0,0.0,-147.70999999999998,54
0,0,0,0,0,1,0,0,0,0.0,-108.96,1
1,1,1,1,1,0,1,1,1,0.0,-108.95999999999998,3
0,1,0,1,1,0,1,1,0,0.0,-107.48000000000008,8
1,0,1,0,0,1,0,0,1,0.0,-107.48,4
0,1,0,1,0,0,1,1,0,0.0,-103.47000000000008,8
1,0,1,0,1,1,0,0,1,0.0,-103.47000000000001,7
0,0,0,0,1,1,0,0,0,0.0,-88.09,1
0,1,0,0,0,0,1,1,0,0.0,-83.32999999999998,1
1,0,1,1,1,1,0,0,1,0.0,-83.33000000000004,2
