0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,chain_break_fraction,energy,num_occurrences
1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-652.06,119
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-652.06,229
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0,-651.2900000000002,101
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-651.29,142
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-650.52,111
0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-650.5199999999998,81
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-633.1500000000001,191
0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-633.1499999999999,197
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-627.21,40
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-627.21,44
1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-617.4200000000001,47
0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-617.4199999999998,64
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-616.96,35
1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-616.96,29
0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-615.4099999999996,203
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-615.4100000000001,68
0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-599.6799999999996,73
1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-599.6800000000001,9
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-582.6299999999999,1
0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-581.2499999999998,7
1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-581.25,4
0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0,-580.9100000000001,2
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-580.9100000000001,5
1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0.0,-562.6700000000001,2
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,-562.67,3
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-561.3899999999999,1
1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-561.39,2
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-560.6199999999999,3
1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0.0,-556.2800000000001,2
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0.0,-556.2799999999997,3
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0.0,-554.8400000000003,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,-554.8399999999999,7
1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0.0,-551.77,2
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0.0,-551.7699999999998,9
0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0.0,-549.1299999999999,7
0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-546.4699999999999,2
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-546.47,3
0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-545.8,2
1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-545.8,5
0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0.0,-545.52,6
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,-545.5200000000001,13
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-544.02,5
1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-544.02,3
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,-541.8100000000001,2
1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0.0,-541.2,11
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0.0,-541.1999999999999,6
0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0.0,-540.5499999999997,1
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,-540.2700000000001,1
0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0.0,-540.2699999999998,1
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,-530.5,3
1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.0,-530.5,1
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-528.29,1
1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0.0,-527.96,5
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0.0,-527.96,3
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0.0,-526.28,1
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0.0,-526.2800000000001,3
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,-523.4300000000001,2
0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-521.62,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0,-519.1900000000002,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-519.19,5
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0,-518.6600000000003,1
0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-518.4199999999998,2
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-518.4200000000001,3
1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0.0,-510.67000000000024,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,-507.3,2
0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0.0,-507.2999999999996,1
0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0.0,-504.81999999999965,1
1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-502.69000000000005,1
0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-502.68999999999994,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0,-502.5600000000003,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-502.56000000000006,1
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0.0,-498.1900000000001,2
0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0,-497.18,3
1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0.0,-497.18000000000006,2
1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0.0,-494.25000000000006,1
0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-493.65999999999997,11
0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-493.62999999999994,1
0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-493.38000000000005,1
0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0.0,-489.08999999999963,1
0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0.0,-489.03000000000003,2
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0.0,-487.26000000000016,2
0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-484.7099999999999,1
0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0.0,-477.4900000000001,1
0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0.0,-476.1899999999997,1
1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0.0,-476.19000000000005,1
0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.0,-471.03999999999985,2
1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0.0,-464.82000000000033,1
1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0.0,-455.76000000000016,1
0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0.0,-454.6599999999997,1
1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0.0,-446.79000000000013,1
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-445.93,1
0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0.0,-444.06999999999954,1
0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.0,-437.12999999999977,1
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,-424.18,2
1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0.0,-423.53999999999996,1
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0.0,-422.21000000000026,1
0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0.05,-615.4099999999996,1
0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0.0,-415.9100000000001,1
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.0,-410.35999999999996,1
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.0,-406.4400000000001,1
0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0.0,-406.44000000000034,2
