0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,-539.22,427
1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0.0,-539.2200000000004,601
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.0,-539.0,397
1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0.0,-539.0,404
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.0,-511.63,53
1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0.0,-511.63000000000017,51
0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.0,-490.07,11
1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0.0,-490.07000000000005,9
0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0,-441.60999999999996,1
1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0.0,-408.33000000000027,13
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.0,-408.33000000000004,7
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,-399.6,3
1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0.0,-399.60000000000025,7
1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0.0,-381.8300000000004,2
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,-376.1500000000001,1
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.0,-365.45000000000005,2
1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,-365.45000000000033,2
0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0.0,-365.23,2
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,-328.0,1
0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.0,-325.89,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.0,-319.2700000000002,1
1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0.06666666666666667,-539.0,1
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0,-302.53,1
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0.0,-282.7200000000001,1
1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0.0,-185.7399999999999,1
