0,1,2,3,4,5,6,7,8,9,10,11,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0,1,0,0,0,0,0,0.0,-294.16,723
1,0,1,0,0,1,0,1,1,1,1,1,0.0,-294.1600000000001,976
0,1,1,1,1,0,1,0,0,0,0,0,0.0,-270.1,148
1,0,0,0,0,1,0,1,1,1,1,1,0.0,-270.1000000000001,142
1,0,1,0,0,1,1,1,1,1,1,1,0.0,-129.99999999999991,1
0,1,0,1,1,0,0,0,0,0,0,0,0.0,-130.00000000000003,3
1,1,1,0,0,1,0,1,1,1,1,1,0.0,-97.48999999999998,3
1,0,0,0,0,0,0,1,0,1,1,0,0.0,-66.14999999999998,1
1,1,0,1,0,1,1,0,1,1,1,1,0.0,-24.119999999999976,1
1,1,1,0,0,1,0,1,1,1,1,1,0.08333333333333333,-97.48999999999998,1
1,0,0,0,0,1,0,1,1,1,0,1,0.0,42.25999999999999,1
