0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,1,1,0.0,-5.456274129329828,237
0,1,1,0,0,0,0,0.0,-5.4539918009120765,406
1,0,0,0,1,1,1,0.0,-5.321808753915886,52
0,1,1,1,0,0,0,0.0,-5.3216082302275485,51
0,1,0,0,1,1,0,0.0,-5.275606245353203,78
1,0,0,1,1,1,0,0.0,-5.272903171548654,47
0,1,1,0,0,0,1,0.0,-5.271801416883227,32
1,0,1,1,0,0,1,0.0,-5.264273803007247,20
0,1,1,0,1,0,0,0.0,-5.195516362923552,36
1,0,0,1,0,1,1,0.0,-5.191452959937827,25
0,1,1,1,0,0,1,0.0,-5.039216969041919,3
1,0,0,0,1,1,0,0.0,-5.038236918977932,5
1,1,0,0,1,1,0,0.0,-4.8940739834365425,1
0,0,1,1,0,0,1,0.0,-4.889799122843221,1
0,1,0,0,1,0,0,0.0,-4.797043344102217,1
0,1,1,0,1,0,0,0.14285714285714285,-5.195516362923552,1
0,1,0,0,0,1,0,0.0,-4.440325982273054,1
1,0,0,1,1,1,1,0.14285714285714285,-5.456274129329828,1
0,1,0,1,0,1,0,0.0,-3.9739561726771986,1
1,0,1,0,0,0,0,0.0,-2.994474680164026,1
