0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0,1,1,0,0,0.0,-9.559488583626647,211
1,0,0,1,1,0,1,0,0,1,1,0.0,-9.555819195045991,267
1,1,0,0,0,1,0,1,1,0,0,0.0,-9.497518817170524,117
0,0,1,1,1,0,1,0,0,1,1,0.0,-9.486116892971914,114
1,0,0,0,1,0,1,0,0,1,1,0.0,-9.446116892971915,106
0,1,1,1,0,1,0,1,1,0,0,0.0,-9.442948547859244,67
1,0,0,1,1,1,1,0,1,0,0,0.0,-9.16892478559862,33
0,1,1,0,0,0,0,1,0,1,1,0.0,-9.166901683398136,28
1,1,0,0,0,0,0,1,0,1,1,0.0,-9.104931916942013,19
0,0,1,1,1,1,1,0,1,0,0,0.0,-9.099222483524544,4
1,0,0,0,1,1,1,0,1,0,0,0.0,-9.059222483524545,7
0,1,1,1,0,0,0,1,0,1,1,0.0,-9.050361647630732,10
1,0,0,1,1,0,1,0,0,1,0,0.0,-8.960987869491694,4
0,1,1,0,0,1,0,1,1,0,1,0.0,-8.957751858815794,1
1,1,0,0,0,1,0,1,1,0,1,0.0,-8.89578209235967,2
0,0,1,1,1,0,1,0,0,1,0,0.0,-8.891285567417619,1
1,0,0,0,1,0,1,0,0,1,0,0.0,-8.851285567417618,1
0,1,1,0,1,0,0,0,0,1,1,0.0,-8.681364150582946,1
1,1,0,0,1,0,0,0,0,1,1,0.0,-8.619394384126823,1
1,0,0,1,1,0,1,0,1,1,0,0.0,-8.605130630417921,2
0,1,1,0,1,0,0,1,0,1,1,0.0,-8.594785525097459,1
0,1,1,0,0,1,0,1,0,0,1,0.0,-8.591900690356704,1
0,1,1,1,1,0,0,0,0,1,1,0.0,-8.564824114815545,1
1,1,0,0,0,1,0,0,1,0,1,0.0,-8.186174662497894,1
