0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-8.824034060846682,25
1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0.0,-8.824025509938505,47
0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0.0,-8.822538360161593,44
1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-8.822529809253414,58
1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-8.821336203140365,33
1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0.0,-8.819840502455277,43
0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0.0,-8.814034060846682,36
0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-8.813993330729254,20
1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0.0,-8.813984779821077,35
0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-8.812538360161591,43
0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0.0,-8.812497630044165,29
1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-8.812489079135986,40
1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-8.81129547302294,36
1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0.0,-8.809799772337849,29
0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0.0,-8.803993330729254,20
0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-8.802497630044165,20
0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-8.747955444673078,6
1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-8.747946893764901,10
1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-8.745257586966762,13
0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-8.737955444673078,11
0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-8.73791471455565,8
1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-8.737906163647473,7
0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-8.737200914751933,17
1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-8.737192363843754,25
1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-8.735216856849336,4
1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-8.734503057045616,14
0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-8.72791471455565,8
0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-8.727200914751931,12
0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-8.727160184634505,9
1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-8.727151633726326,10
1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-8.724462326928188,15
0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-8.717160184634505,17
0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-8.568885368902981,2
1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0.0,-8.568876817994804,1
0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0.0,-8.567389668217892,1
1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-8.567381117309715,5
1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-8.566187511196665,3
0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-8.562347250419535,3
1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0.0,-8.562338699511358,4
0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0.0,-8.560851549734446,2
1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-8.560842998826269,5
1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-8.55964939271322,3
0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0.0,-8.558885368902981,3
1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0.0,-8.558153692028132,3
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-8.557389668217892,5
0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0.0,-8.552347250419535,2
0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-8.550851549734446,2
1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0.0,-8.544034060846682,1
1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0.0,-8.542538360161592,2
0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0.0,-8.541792661255455,1
1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0.0,-8.533993330729254,1
0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0.0,-8.530256230452938,3
0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,-8.493325053058843,2
1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0.0,-8.493316502150664,2
0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-8.492806752729377,1
1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-8.4927982018212,2
1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,-8.490627195352527,3
0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0.0,-8.48938957173513,1
1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0.0,-8.489381020826952,1
1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0.0,-8.486691714028813,1
0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-8.486268634245931,1
1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-8.483570776539617,2
0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0.0,-8.483325053058842,1
0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0.0,-8.483284322941415,1
1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0.0,-8.483275772033236,1
0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-8.482806752729378,1
0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-8.482052222808232,1
1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-8.482043671900055,2
1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0.0,-8.480586465235099,2
0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0.0,-8.47938957173513,2
1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0.0,-8.476650983911387,1
1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0.0,-8.476277105388126,1
0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-8.476268634245931,1
0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-8.475514104324786,1
1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-8.475505553416609,1
0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0.0,-8.474789955611215,2
1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0.0,-8.474781404703037,3
0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0.0,-8.47427043075767,2
1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0.0,-8.473587798589989,1
0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0.0,-8.47277473007258,2
1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0.0,-8.472766179164402,4
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-8.472052222808232,2
1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0.0,-8.471572573051354,2
0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0.0,-8.469348841617702,2
0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0.0,-8.466285656296304,4
0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0.0,-8.464789955611215,1
0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0.0,-8.464270430757669,1
1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0.0,-8.462779904832995,1
0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0.0,-8.46277473007258,1
0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.0,-8.457440757194155,2
1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-8.457432206285976,2
1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0.0,-8.457200914751931,2
1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.0,-8.454742899487838,3
0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0.0,-8.452788455741173,1
1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0.0,-8.45273917471557,2
0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0.0,-8.419537372691275,1
