0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,1,1,1,0,0.0,-0.9053844033934182,23
0,1,0,1,0,0,1,0,0,0,0.0,-0.9053844033934182,34
0,1,0,1,0,0,1,1,1,0,0.0,-0.9053844033934182,29
0,1,0,1,0,0,1,1,0,0,0.0,-0.9053844033934182,37
0,1,1,1,0,0,1,0,1,0,0.0,-0.9053844033934182,28
0,1,1,1,0,0,1,1,0,0,0.0,-0.9053844033934182,32
0,1,1,1,0,0,1,0,0,0,0.0,-0.9053844033934182,25
0,1,0,1,0,0,1,0,1,0,0.0,-0.9053844033934182,35
1,0,0,1,0,1,1,1,1,0,0.0,-0.9037444333385878,32
1,0,1,1,0,1,1,1,0,0,0.0,-0.9037444333385878,35
1,0,1,1,0,1,1,0,0,0,0.0,-0.9037444333385878,38
1,0,0,1,0,1,1,1,0,0,0.0,-0.9037444333385878,34
1,0,0,1,0,1,1,0,1,0,0.0,-0.9037444333385878,36
1,0,1,1,0,1,1,0,1,0,0.0,-0.9037444333385878,39
1,0,1,1,0,1,1,1,1,0,0.0,-0.9037444333385878,40
1,0,0,1,0,1,1,0,0,0,0.0,-0.9037444333385878,51
0,1,0,0,1,0,0,1,0,1,0.0,-0.8955339067970305,5
0,1,0,0,1,0,0,1,1,1,0.0,-0.8955339067970305,9
0,1,0,0,1,0,0,0,0,1,0.0,-0.8955339067970305,12
0,1,1,0,1,0,0,0,0,1,0.0,-0.8955339067970305,12
0,1,1,0,1,0,0,1,0,1,0.0,-0.8955339067970305,17
0,1,0,0,1,0,0,0,1,1,0.0,-0.8955339067970305,6
0,1,1,0,1,0,0,1,1,1,0.0,-0.8955339067970305,7
0,1,1,0,1,0,0,0,1,1,0.0,-0.8955339067970305,17
1,0,0,0,1,1,0,1,0,1,0.0,-0.8938939367422001,21
1,0,1,0,1,1,0,1,0,1,0.0,-0.8938939367422001,15
1,0,0,0,1,1,0,1,1,1,0.0,-0.8938939367422001,19
1,0,1,0,1,1,0,0,1,1,0.0,-0.8938939367422001,16
1,0,0,0,1,1,0,0,0,1,0.0,-0.8938939367422001,19
1,0,0,0,1,1,0,0,1,1,0.0,-0.8938939367422001,16
1,0,1,0,1,1,0,0,0,1,0.0,-0.8938939367422001,17
1,0,1,0,1,1,0,1,1,1,0.0,-0.8938939367422001,25
0,1,1,1,0,1,1,1,1,0,0.0,-0.8636961704148574,3
0,1,0,1,0,1,1,1,1,0,0.0,-0.8636961704148574,6
0,1,0,1,0,1,1,0,1,0,0.0,-0.8636961704148574,5
0,1,1,1,0,1,1,0,0,0,0.0,-0.8636961704148574,6
0,1,1,1,0,1,1,1,0,0,0.0,-0.8636961704148574,5
0,1,0,1,0,1,1,0,0,0,0.0,-0.8636961704148574,7
0,1,0,1,0,1,1,1,0,0,0.0,-0.8636961704148574,8
0,1,1,1,0,1,1,0,1,0,0.0,-0.8636961704148574,5
1,0,0,1,0,0,1,0,1,0,0.0,-0.8553844033934181,2
1,0,1,1,0,0,1,1,1,0,0.0,-0.8553844033934181,2
1,0,1,1,0,0,1,0,1,0,0.0,-0.8553844033934181,1
1,0,0,1,0,0,1,1,0,0,0.0,-0.8553844033934181,2
1,0,0,1,0,0,1,0,0,0,0.0,-0.8553844033934181,4
1,0,1,1,0,0,1,0,0,0,0.0,-0.8553844033934181,2
1,0,1,1,0,0,1,1,0,0,0.0,-0.8553844033934181,2
0,1,1,0,1,1,0,0,1,1,0.0,-0.8538456738184697,1
0,1,0,0,1,1,0,1,0,1,0.0,-0.8538456738184697,1
0,1,0,0,1,1,0,0,0,1,0.0,-0.8538456738184697,2
0,1,1,0,1,1,0,1,0,1,0.0,-0.8538456738184697,2
0,1,1,0,1,1,0,1,1,1,0.0,-0.8538456738184697,1
0,1,0,0,1,1,0,0,1,1,0.0,-0.8538456738184697,1
0,1,1,0,1,1,0,0,0,1,0.0,-0.8538456738184697,2
0,1,0,0,1,1,0,1,1,1,0.0,-0.8538456738184697,4
0,1,0,0,0,0,1,1,0,1,0.0,-0.8498109019081896,2
0,1,1,0,0,0,1,1,0,1,0.0,-0.8498109019081896,2
0,1,1,0,0,0,1,0,0,1,0.0,-0.8498109019081896,3
0,1,1,0,0,0,1,0,1,1,0.0,-0.8498109019081896,3
0,1,0,0,0,0,1,0,1,1,0.0,-0.8498109019081896,2
0,1,1,0,0,0,1,1,1,1,0.0,-0.8498109019081896,7
1,0,0,0,0,1,1,1,0,1,0.0,-0.848170931853359,2
1,0,0,0,0,1,1,1,1,1,0.0,-0.848170931853359,2
1,0,1,0,0,1,1,1,1,1,0.0,-0.848170931853359,3
1,0,1,0,0,1,1,1,0,1,0.0,-0.848170931853359,3
1,0,1,0,0,1,1,0,0,1,0.0,-0.848170931853359,2
1,0,0,0,0,1,1,0,1,1,0.0,-0.848170931853359,4
1,0,0,0,0,1,1,0,0,1,0.0,-0.848170931853359,5
1,0,1,0,0,1,1,0,1,1,0.0,-0.848170931853359,4
1,0,1,0,1,0,0,0,0,1,0.0,-0.8455339067970307,1
1,0,0,0,1,0,0,1,1,1,0.0,-0.8455339067970307,1
1,0,1,0,1,0,0,0,1,1,0.0,-0.8455339067970307,3
1,0,0,0,1,0,0,1,0,1,0.0,-0.8455339067970307,2
1,0,1,0,1,0,0,1,1,1,0.0,-0.8455339067970307,2
1,0,0,0,1,0,0,0,0,1,0.0,-0.8455339067970307,3
0,1,0,1,1,0,0,0,1,0,0.0,-0.8451273942437076,1
0,1,1,1,1,0,0,1,0,0,0.0,-0.8451273942437076,1
0,1,0,1,1,0,0,0,0,0,0.0,-0.8451273942437076,5
0,1,0,1,1,0,0,1,1,0,0.0,-0.8451273942437076,2
0,1,1,1,1,0,0,0,1,0,0.0,-0.8451273942437076,2
0,1,1,1,1,0,0,1,1,0,0.0,-0.8451273942437076,2
1,0,0,1,1,1,0,1,0,0,0.0,-0.8434874241888772,4
1,0,1,1,1,1,0,1,0,0,0.0,-0.8434874241888772,2
1,0,1,1,1,1,0,0,0,0,0.0,-0.8434874241888772,4
1,0,1,1,1,1,0,0,1,0,0.0,-0.8434874241888772,3
1,0,0,1,1,1,0,0,0,0,0.0,-0.8434874241888772,5
1,0,0,1,1,1,0,1,1,0,0.0,-0.8434874241888772,5
0,1,1,0,1,0,1,0,0,0,0.0,-0.8139831880708132,2
1,0,1,0,1,1,1,1,0,0,0.0,-0.8123432180159827,1
1,0,1,0,1,1,1,1,1,0,0.0,-0.8123432180159827,3
1,0,0,0,1,1,1,0,0,0,0.0,-0.8123432180159827,1
0,1,0,1,0,0,0,1,0,1,0.0,-0.8107338074683822,1
0,1,0,1,0,0,0,0,1,1,0.0,-0.8107338074683822,1
