0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,0.0,-0.13,16
1,1,0,1,1,0,0.0,-0.13,16
0,1,1,0,1,1,0.0,-0.13,14
0,1,1,0,1,0,0.0,-0.13,12
0,0,1,0,1,1,0.0,-0.13,17
0,0,1,0,1,0,0.0,-0.13,16
1,0,1,0,1,1,0.0,-0.13,20
1,0,1,0,0,1,0.0,-0.13,24
1,0,0,1,1,1,0.0,-0.13,35
1,0,1,0,0,0,0.0,-0.13,22
0,1,0,1,1,1,0.0,-0.13,33
1,0,1,0,1,0,0.0,-0.13,14
1,1,0,1,0,0,0.0,-0.13,48
0,0,0,1,1,1,0.0,-0.13,30
1,1,1,0,1,1,0.0,-0.13,12
1,0,0,1,1,0,0.0,-0.13,26
1,1,0,1,0,1,0.0,-0.13,58
0,0,1,0,0,1,0.0,-0.13,30
0,1,0,1,1,0,0.0,-0.13,24
0,0,0,1,0,1,0.0,-0.13,84
0,1,0,1,0,1,0.0,-0.13,77
1,1,1,0,0,0,0.0,-0.13,24
1,0,0,1,0,1,0.0,-0.13,48
1,1,1,0,0,1,0.0,-0.13,28
1,1,1,0,1,0,0.0,-0.13,10
0,1,1,0,0,1,0.0,-0.13,24
0,1,1,0,0,0,0.0,-0.13,24
1,1,0,1,1,1,0.0,-0.13,25
0,0,0,1,0,0,0.0,-0.13,47
1,0,0,1,0,0,0.0,-0.13,57
0,0,0,1,1,0,0.0,-0.13,37
0,1,0,1,0,0,0.0,-0.13,48
