0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0.0,-4.487035443989284,18
1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-4.487035443989284,19
0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-4.487035443989284,14
0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0.0,-4.487035443989284,41
1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.0,-4.487035443989284,65
1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0.0,-4.487035443989284,17
1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0.0,-4.487035443989284,28
0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.0,-4.487035443989284,48
0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0.0,-4.483957336005934,8
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0.0,-4.483957336005934,6
1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0.0,-4.483957336005934,18
0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0.0,-4.483957336005934,21
0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0.0,-4.483957336005934,9
1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-4.483957336005934,24
0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-4.483957336005934,21
1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0.0,-4.483957336005934,11
1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0.0,-4.4824897951794656,15
0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0.0,-4.4824897951794656,10
0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-4.4824897951794656,12
0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0.0,-4.4824897951794656,41
1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0.0,-4.4824897951794656,44
0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0.0,-4.4824897951794656,35
1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-4.4824897951794656,25
