0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,1,1,0.0,-0.35000000000000003,82
1,0,0,0,1,1,0,0.0,-0.35000000000000003,63
0,0,0,1,1,0,0,0.0,-0.35000000000000003,41
1,0,0,0,1,0,0,0.0,-0.35000000000000003,74
0,0,0,1,1,1,1,0.0,-0.35000000000000003,86
0,0,0,1,1,1,0,0.0,-0.35000000000000003,61
1,0,0,0,1,0,1,0.0,-0.35000000000000003,83
0,0,0,1,1,0,1,0.0,-0.35000000000000003,90
1,1,1,0,0,1,0,0.0,-0.3451273942437076,31
0,1,1,1,0,1,0,0.0,-0.3451273942437076,35
0,1,1,1,0,1,1,0.0,-0.3451273942437076,60
1,1,1,0,0,0,1,0.0,-0.3451273942437076,57
1,1,1,0,0,0,0,0.0,-0.3451273942437076,44
0,1,1,1,0,0,1,0.0,-0.3451273942437076,63
0,1,1,1,0,0,0,0.0,-0.3451273942437076,38
1,1,1,0,0,1,1,0.0,-0.3451273942437076,54
0,0,1,1,0,0,0,0.0,-0.29000000000000004,1
0,0,1,1,0,1,1,0.0,-0.29000000000000004,3
0,0,1,1,0,0,1,0.0,-0.29000000000000004,4
1,0,0,1,1,1,0,0.0,-0.2883600299451695,1
0,1,0,1,1,1,1,0.0,-0.28538440339341825,1
1,1,0,0,1,0,0,0.0,-0.28538440339341825,2
1,1,0,0,1,0,1,0.0,-0.28538440339341825,4
0,1,0,1,1,0,0,0.0,-0.28538440339341825,1
1,1,0,0,1,1,0,0.0,-0.28538440339341825,2
1,1,0,0,1,1,1,0.0,-0.28538440339341825,1
1,1,1,1,0,1,1,0.0,-0.2834874241888771,1
1,1,1,1,0,0,1,0.0,-0.2834874241888771,4
0,0,0,0,1,1,1,0.0,-0.28,2
0,0,0,0,1,0,1,0.0,-0.28,1
0,1,1,0,0,0,0,0.0,-0.27512739424370763,1
0,0,1,1,1,1,0,0.0,-0.27398318807081334,1
1,0,1,0,1,0,1,0.0,-0.27398318807081334,1
1,0,1,0,1,0,0,0.0,-0.27398318807081334,1
0,0,1,1,1,0,0,0.0,-0.27398318807081334,1
1,0,1,0,1,1,0,0.0,-0.27398318807081334,1
0,0,1,1,1,0,1,0.0,-0.27398318807081334,2
1,0,1,1,0,0,1,0.0,-0.22836002994516952,1
0,0,0,1,0,1,0,0.0,-0.07,1
