0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
1,0,0,1,0,1,0,0,0,0.0,-2.51,97
0,0,1,1,0,1,0,1,0,0.0,-2.51,167
1,1,0,0,0,1,0,0,1,0.0,-2.5094111662044583,83
0,1,1,0,0,1,0,1,1,0.0,-2.5094111662044583,107
1,0,0,1,1,0,1,0,0,0.0,-2.502148582090049,125
0,0,1,1,1,0,1,1,0,0.0,-2.502148582090049,152
1,1,0,0,1,0,1,0,1,0.0,-2.501559748294507,94
0,1,1,0,1,0,1,1,1,0.0,-2.501559748294507,114
1,0,0,1,1,0,0,0,0,0.0,-2.25,2
0,0,1,1,1,0,0,1,0,0.0,-2.25,5
1,1,0,0,1,0,0,0,1,0.0,-2.249411166204458,1
0,1,1,0,1,0,0,1,1,0.0,-2.249411166204458,2
1,0,0,1,0,1,1,0,0,0.0,-2.248657084878592,2
0,0,1,1,0,1,1,1,0,0.0,-2.248657084878592,5
1,1,0,0,0,1,1,0,1,0.0,-2.2480682510830503,3
0,1,1,0,0,1,1,1,1,0.0,-2.2480682510830503,6
1,0,0,1,1,1,0,0,0,0.0,-2.208682916658006,1
0,1,1,0,1,1,0,1,1,0.0,-2.2080940828624636,2
1,1,0,0,1,1,0,0,1,0.0,-2.2080940828624636,2
1,0,0,1,0,0,1,0,0,0.0,-2.2,1
0,0,1,1,0,0,1,1,0,0.0,-2.2,2
1,0,0,0,0,1,0,0,1,0.0,-2.19,1
0,1,1,1,0,1,0,1,0,0.0,-2.183991800912077,1
0,0,1,0,1,0,1,1,1,0.0,-2.182148582090049,4
1,0,0,0,1,0,1,0,1,0.0,-2.182148582090049,2
0,1,1,1,1,0,1,1,0,0.0,-2.1761403830021258,2
1,1,0,1,1,0,1,0,0,0.0,-2.1761403830021258,2
0,0,0,1,0,1,0,1,0,0.0,-2.16,1
1,0,1,1,0,1,0,0,0,0.0,-2.1580302335438777,1
0,0,1,1,0,1,0,1,1,0.0,-2.154264886745511,1
0,1,0,0,1,0,1,1,1,0.0,-2.151559748294507,1
1,0,1,1,1,0,1,0,0,0.0,-2.1501788156339265,2
0,1,1,0,0,1,0,1,0,0.0,-2.15,1
0,0,1,1,1,0,1,1,1,0.0,-2.1464134688355605,1
1,0,0,1,1,0,1,0,1,0.0,-2.1464134688355605,1
1,1,0,0,1,0,1,0,0,0.0,-2.1421485820900488,1
0,1,1,0,1,0,1,1,0,0.0,-2.1421485820900488,2
1,1,1,0,1,0,1,0,0,0.0,-1.7901788156339262,1
0,1,1,1,1,0,1,1,1,0.0,-1.7098164359520949,1
1,1,1,0,1,0,0,0,0,0.0,-1.5380302335438774,1
