0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,1,1,0.0,-5.456274129329828,283
0,1,1,0,0,0,0,0.0,-5.4539918009120765,305
1,0,0,0,1,1,1,0.0,-5.321808753915886,81
0,1,1,1,0,0,0,0.0,-5.3216082302275485,59
0,1,0,0,1,1,0,0.0,-5.275606245353203,61
1,0,0,1,1,1,0,0.0,-5.272903171548654,57
0,1,1,0,0,0,1,0.0,-5.271801416883227,36
1,0,1,1,0,0,1,0.0,-5.264273803007247,41
0,1,1,0,1,0,0,0.0,-5.195516362923552,25
1,0,0,1,0,1,1,0.0,-5.191452959937827,21
0,1,1,1,0,0,1,0.0,-5.039216969041919,5
1,0,0,0,1,1,0,0.0,-5.038236918977932,11
1,1,0,0,1,1,0,0.14285714285714285,-4.8940739834365425,6
1,1,0,0,1,1,0,0.0,-4.8940739834365425,3
0,0,1,1,0,0,1,0.0,-4.889799122843221,1
0,1,0,0,1,0,0,0.0,-4.797043344102217,1
0,1,1,0,0,1,0,0.0,-4.488789469926395,2
1,0,0,1,1,0,1,0.0,-4.48638337325729,1
1,1,0,1,1,1,0,0.14285714285714285,-3.7363566653227367,1
