0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,0,1,0,0,0,1,0.0,-2.19,35
0,1,1,0,0,0,1,0,0,0,1,0.0,-2.19,37
0,1,1,0,0,1,0,0,0,0,1,0.0,-2.19,45
1,0,1,0,0,1,0,0,0,0,1,0.0,-2.19,59
0,1,1,0,0,1,0,1,1,1,0,0.0,-2.187690827115212,45
1,0,1,0,0,1,0,1,1,1,0,0.0,-2.187690827115212,94
1,0,1,0,0,0,1,1,1,1,0,0.0,-2.187690827115212,80
0,1,1,0,0,0,1,1,1,1,0,0.0,-2.187690827115212,47
0,1,0,1,1,0,1,0,0,0,1,0.0,-2.1856400760059334,26
0,1,0,1,1,1,0,0,0,0,1,0.0,-2.1856400760059334,32
1,0,0,1,1,0,1,0,0,0,1,0.0,-2.1856400760059334,39
1,0,0,1,1,1,0,0,0,0,1,0.0,-2.1856400760059334,38
1,0,0,1,1,1,0,1,1,1,0,0.0,-2.1833309031211448,66
0,1,0,1,1,0,1,1,1,1,0,0.0,-2.1833309031211448,43
0,1,0,1,1,1,0,1,1,1,0,0.0,-2.1833309031211448,47
1,0,0,1,1,0,1,1,1,1,0,0.0,-2.1833309031211448,50
1,0,0,0,1,0,1,0,0,0,1,0.0,-2.12,6
0,1,0,0,1,0,1,0,0,0,1,0.0,-2.12,2
0,1,0,0,1,1,0,0,0,0,1,0.0,-2.12,3
1,0,0,0,1,1,0,0,0,0,1,0.0,-2.12,7
1,0,1,1,0,1,0,0,0,0,1,0.0,-2.1182369189779315,8
0,1,1,1,0,0,1,0,0,0,1,0.0,-2.1182369189779315,11
1,0,1,1,0,0,1,0,0,0,1,0.0,-2.1182369189779315,6
0,1,1,1,0,1,0,0,0,0,1,0.0,-2.1182369189779315,6
1,0,0,0,1,0,1,1,1,1,0,0.0,-2.1176908271152115,1
0,1,0,0,1,0,1,1,1,1,0,0.0,-2.1176908271152115,4
0,1,0,0,1,1,0,1,1,1,0,0.0,-2.1176908271152115,7
1,0,0,0,1,1,0,1,1,1,0,0.0,-2.1176908271152115,4
0,1,1,1,0,0,1,1,1,1,0,0.0,-2.115927746093143,6
1,0,1,1,0,0,1,1,1,1,0,0.0,-2.115927746093143,14
1,0,1,1,0,1,0,1,1,1,0,0.0,-2.115927746093143,18
0,1,1,1,0,1,0,1,1,1,0,0.0,-2.115927746093143,9
0,1,1,0,0,0,1,0,0,1,1,0.0,-2.111871645312276,2
1,0,1,0,0,1,0,0,0,1,1,0.0,-2.111871645312276,8
1,0,1,0,0,0,1,0,0,1,1,0.0,-2.111871645312276,5
0,1,1,0,0,1,0,0,0,1,1,0.0,-2.111871645312276,6
1,0,0,1,1,1,0,0,0,1,1,0.0,-2.107511721318209,5
0,1,0,1,1,0,1,0,0,1,1,0.0,-2.107511721318209,3
0,1,0,1,1,1,0,0,0,1,1,0.0,-2.107511721318209,1
1,0,0,1,1,0,1,0,0,1,1,0.0,-2.107511721318209,4
0,1,1,0,0,0,1,1,1,0,0,0.0,-2.1009200802747654,4
1,0,1,0,0,1,0,1,1,0,0,0.0,-2.1009200802747654,7
0,1,1,0,0,1,0,1,1,0,0,0.0,-2.1009200802747654,6
1,0,1,0,0,0,1,1,1,0,0,0.0,-2.1009200802747654,4
0,1,0,1,1,0,1,1,1,0,0,0.0,-2.096560156280699,3
1,0,0,1,1,0,1,1,1,0,0,0.0,-2.096560156280699,4
0,1,0,1,1,1,0,1,1,0,0,0.0,-2.096560156280699,4
1,0,0,1,1,1,0,1,1,0,0,0.0,-2.096560156280699,5
0,1,0,0,1,1,0,0,0,1,1,0.0,-2.0418716453122756,1
1,0,0,0,1,1,0,0,0,1,1,0.0,-2.0418716453122756,1
0,1,1,1,0,1,0,0,0,1,1,0.0,-2.040108564290207,1
1,0,1,1,0,0,1,0,0,1,1,0.0,-2.040108564290207,2
0,1,0,0,1,1,0,1,1,0,0,0.0,-2.0309200802747656,2
0,1,0,0,1,0,1,1,1,0,0,0.0,-2.0309200802747656,1
0,1,1,1,0,0,1,1,1,0,0,0.0,-2.029156999252697,1
1,0,1,1,0,1,0,1,1,0,0,0.0,-2.029156999252697,2
1,0,1,0,1,0,1,0,0,0,1,0.0,-2.0079317589320196,1
0,1,0,1,0,1,0,1,1,1,0,0.0,-2.007690827115211,1
1,0,0,1,0,0,1,1,1,1,0,0.0,-2.007690827115211,1
1,0,1,0,0,1,0,0,1,1,0,0.0,-2.0074785186008928,2
0,1,1,0,0,0,1,0,1,1,0,0.0,-2.0074785186008928,1
0,1,1,0,0,1,0,0,1,1,0,0.0,-2.0074785186008928,1
1,0,1,0,1,0,1,1,1,1,0,0.0,-2.005622586047231,1
1,0,1,0,1,1,0,1,1,1,0,0.0,-2.005622586047231,1
1,0,0,1,1,1,0,0,1,1,0,0.0,-2.0031185946068257,1
0,1,1,0,0,1,0,1,0,0,1,0.0,-2.0022674283251773,1
1,0,1,0,0,1,0,1,0,0,1,0.0,-2.0022674283251773,2
1,0,1,0,0,0,1,1,0,0,1,0.0,-2.0022674283251773,1
0,1,0,1,1,1,0,1,0,0,1,0.0,-1.9979075043311103,1
1,0,0,1,1,1,0,1,0,0,1,0.0,-1.9979075043311103,1
0,1,0,1,1,0,1,1,0,0,1,0.0,-1.9979075043311103,1
1,0,1,0,0,0,1,1,0,1,0,0.0,-1.9792922282395538,1
1,0,0,1,1,0,1,1,0,1,0,0.0,-1.9749323042454872,1
1,0,0,1,1,0,1,0,1,0,1,0.0,-1.972656209693715,1
1,0,0,0,1,0,1,1,0,0,1,0.0,-1.932267428325177,1
0,1,1,0,0,0,0,0,0,0,1,0.0,-1.8399999999999999,1
0,0,0,0,1,1,0,1,1,1,0,0.0,-1.7176908271152111,1
