0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,1,1,0,1,0.0,-1.0576527273899168,9
1,1,0,0,1,1,1,1,1,0.0,-1.0576527273899168,13
1,0,0,0,1,1,0,1,1,0.0,-1.0576527273899168,21
1,1,0,0,1,1,1,0,1,0.0,-1.0576527273899168,8
1,0,0,0,1,1,0,0,1,0.0,-1.0576527273899168,4
0,1,0,0,1,1,1,1,1,0.0,-1.0576527273899168,18
0,0,0,0,1,1,1,1,1,0.0,-1.0576527273899168,17
0,0,0,1,1,1,1,1,0,0.0,-1.0576527273899168,18
0,0,0,0,1,1,1,0,1,0.0,-1.0576527273899168,12
1,0,0,1,1,1,0,1,0,0.0,-1.0576527273899168,19
1,0,0,1,1,1,1,1,0,0.0,-1.0576527273899168,13
0,0,0,1,1,1,1,0,0,0.0,-1.0576527273899168,11
1,0,0,0,1,1,1,1,1,0.0,-1.0576527273899168,8
0,0,0,1,1,1,0,1,0,0.0,-1.0576527273899168,18
1,1,0,1,1,1,1,1,0,0.0,-1.0576527273899168,13
0,0,0,0,1,1,0,1,1,0.0,-1.0576527273899168,20
0,1,0,0,1,1,0,0,1,0.0,-1.0576527273899168,16
1,1,0,0,1,1,0,0,1,0.0,-1.0576527273899168,8
1,1,0,1,1,1,0,1,0,0.0,-1.0576527273899168,14
1,1,0,0,1,1,0,1,1,0.0,-1.0576527273899168,17
0,1,0,1,1,1,0,1,0,0.0,-1.0576527273899168,19
0,1,0,1,1,1,1,1,0,0.0,-1.0576527273899168,19
0,0,0,0,1,1,0,0,1,0.0,-1.0576527273899168,12
0,1,0,1,1,1,1,0,0,0.0,-1.0576527273899168,16
1,1,0,1,1,1,1,0,0,0.0,-1.0576527273899168,9
0,1,0,0,1,1,1,0,1,0.0,-1.0576527273899168,14
1,1,0,1,1,1,0,0,0,0.0,-1.0576527273899168,9
0,1,0,1,1,1,0,0,0,0.0,-1.0576527273899168,13
0,1,0,0,1,1,0,1,1,0.0,-1.0576527273899168,11
1,0,0,1,1,1,1,0,0,0.0,-1.0576527273899168,11
0,0,0,1,1,1,0,0,0,0.0,-1.0576527273899168,18
1,0,0,1,1,1,0,0,0,0.0,-1.0576527273899168,13
0,0,1,1,0,0,0,0,0,0.0,-1.05,11
1,0,1,0,0,0,1,0,1,0.0,-1.05,8
0,0,1,0,0,0,0,1,1,0.0,-1.05,23
0,1,1,0,0,0,0,1,1,0.0,-1.05,19
1,0,1,1,0,0,0,1,0,0.0,-1.05,23
0,0,1,0,0,0,1,0,1,0.0,-1.05,12
0,1,1,1,0,0,1,1,0,0.0,-1.05,15
1,0,1,1,0,0,1,1,0,0.0,-1.05,17
1,1,1,0,0,0,0,1,1,0.0,-1.05,9
1,0,1,0,0,0,0,1,1,0.0,-1.05,20
1,0,1,0,0,0,0,0,1,0.0,-1.05,19
1,0,1,1,0,0,0,0,0,0.0,-1.05,15
1,0,1,1,0,0,1,0,0,0.0,-1.05,11
0,1,1,0,0,0,1,1,1,0.0,-1.05,22
0,0,1,1,0,0,1,1,0,0.0,-1.05,26
1,1,1,1,0,0,0,1,0,0.0,-1.05,18
0,1,1,1,0,0,0,0,0,0.0,-1.05,21
0,0,1,1,0,0,1,0,0,0.0,-1.05,11
1,1,1,1,0,0,0,0,0,0.0,-1.05,21
1,1,1,0,0,0,1,1,1,0.0,-1.05,11
1,1,1,1,0,0,1,1,0,0.0,-1.05,20
0,1,1,1,0,0,0,1,0,0.0,-1.05,22
1,0,1,0,0,0,1,1,1,0.0,-1.05,16
0,0,1,1,0,0,0,1,0,0.0,-1.05,27
1,1,1,1,0,0,1,0,0,0.0,-1.05,15
1,1,1,0,0,0,1,0,1,0.0,-1.05,7
0,1,1,0,0,0,1,0,1,0.0,-1.05,14
0,1,1,1,0,0,1,0,0,0.0,-1.05,14
0,1,1,0,0,0,0,0,1,0.0,-1.05,17
0,0,1,0,0,0,1,1,1,0.0,-1.05,20
0,0,1,0,0,0,0,0,1,0.0,-1.05,19
1,1,1,0,0,0,0,0,1,0.0,-1.05,8
0,0,0,0,1,0,0,0,1,0.0,-0.86,1
0,1,0,1,1,0,0,0,0,0.0,-0.86,1
0,0,0,1,1,0,1,1,0,0.0,-0.86,1
1,1,0,1,1,0,1,1,0,0.0,-0.86,3
0,1,0,1,1,0,0,1,0,0.0,-0.86,1
1,0,0,1,1,0,1,1,0,0.0,-0.86,2
0,1,0,1,1,0,1,0,0,0.0,-0.86,1
1,0,1,0,0,1,1,1,1,0.0,-0.8518202514401687,1
0,0,1,1,0,1,0,0,0,0.0,-0.8518202514401687,2
1,1,1,0,0,1,0,0,1,0.0,-0.8518202514401687,1
0,0,1,0,0,1,1,1,1,0.0,-0.8518202514401687,1
1,1,1,1,0,1,0,0,0,0.0,-0.8518202514401687,1
0,0,1,0,0,1,0,0,1,0.0,-0.8518202514401687,1
0,1,0,0,1,1,1,1,0,0.0,-0.8276527273899168,1
0,1,0,0,1,1,0,0,0,0.0,-0.8276527273899168,1
1,0,0,0,1,1,0,0,0,0.0,-0.8276527273899168,1
0,0,0,1,1,1,1,1,1,0.0,-0.8248801033786127,1
0,0,1,0,0,0,0,1,0,0.0,-0.82,1
0,0,1,0,0,0,1,0,0,0.0,-0.82,1
0,1,1,0,0,0,1,0,0,0.0,-0.82,1
0,1,1,1,0,0,1,1,1,0.0,-0.817227375988696,1
0,0,1,1,1,0,0,1,0,0.0,-0.7917912896833276,1
1,0,0,1,0,1,1,1,0,0.0,-0.79,1
0,1,0,1,0,1,1,0,0,0.0,-0.79,1
