0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
0,1,1,1,1,1,1,1,1,0,1,1,0,1,0.0,-176.07,592
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-176.07000000000002,404
0,1,0,1,1,1,0,1,0,1,1,0,1,1,0.0,-161.49999999999997,194
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0,-161.5,266
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0,-158.23000000000002,43
0,1,1,1,0,1,1,1,1,0,1,1,0,1,0.0,-158.22999999999996,89
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0.0,-154.26000000000002,51
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-154.26000000000002,35
0,1,0,1,0,1,0,1,0,1,1,0,1,1,0.0,-143.65999999999997,40
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0,-143.66,47
0,1,1,1,1,1,1,1,0,0,1,1,0,1,0.0,-141.16999999999996,17
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,-141.17000000000002,9
0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0,-139.69,36
1,1,0,1,1,1,0,1,0,1,1,0,1,1,0.0,-139.69000000000003,21
1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.0,-136.42000000000002,5
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0,-136.42000000000002,7
0,1,1,1,0,0,1,0,1,0,1,1,0,1,0.0,-132.42999999999995,19
1,0,0,0,1,1,0,1,0,1,0,0,1,0,0.0,-132.43,10
0,1,0,1,1,1,0,1,1,1,1,0,1,1,0.0,-126.59999999999997,6
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-126.6,11
0,1,1,1,0,1,1,1,0,0,1,1,0,1,0.0,-123.32999999999996,6
1,0,0,0,1,0,0,0,1,1,0,0,1,0,0.0,-123.33000000000001,2
1,1,0,1,0,1,0,1,0,1,1,0,1,1,0.0,-121.85000000000002,1
0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0,-121.85,7
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,-121.81,6
0,1,1,1,1,1,0,1,0,1,1,0,1,1,0.0,-121.80999999999997,5
0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.0,-120.72999999999996,7
0,1,1,1,1,1,1,1,1,0,1,0,0,1,0.0,-120.52999999999997,3
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,-120.53000000000003,4
1,1,1,1,1,1,1,1,0,0,1,1,0,1,0.0,-119.36000000000001,3
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,-119.36000000000001,2
0,1,0,1,0,0,0,0,0,1,1,0,1,1,0.0,-117.85999999999999,6
1,0,1,0,1,1,1,1,1,0,0,1,0,0,0.0,-117.86000000000001,6
0,0,0,0,1,1,0,1,0,1,0,0,1,0,0.0,-110.62,3
1,1,1,1,0,0,1,0,1,0,1,1,0,1,0.0,-110.62000000000002,2
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0.0,-108.75999999999999,2
1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0,-107.24000000000001,1
0,1,0,1,0,0,0,1,0,1,1,0,1,1,0.0,-106.15999999999997,2
1,0,1,0,1,1,1,0,1,0,0,1,0,0,0.0,-106.16,3
0,1,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-105.95999999999998,2
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-105.96000000000001,5
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0,-103.97,1
0,1,1,1,0,1,0,1,0,1,1,0,1,1,0.0,-103.96999999999997,2
0,1,0,1,1,1,0,1,0,1,0,0,1,1,0.0,-102.23999999999995,1
1,0,1,0,0,0,1,0,1,0,1,1,0,0,0.0,-102.24,1
1,0,1,0,0,1,1,1,1,0,0,1,0,0,0.0,-100.02,1
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,-100.0,1
1,1,1,1,1,1,0,1,0,1,1,0,1,1,0.0,-100.0,1
1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.0,-98.92000000000002,1
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,-98.72000000000003,1
0,1,1,1,0,0,1,0,0,0,1,1,0,1,0.0,-97.52999999999997,2
0,0,1,0,1,1,1,1,1,0,0,1,0,0,0.0,-96.05000000000001,2
1,0,1,0,0,1,1,0,1,0,0,1,0,0,0.0,-88.32,1
1,0,0,0,0,0,1,0,1,0,0,1,1,0,0.0,-88.19999999999999,1
0,1,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-85.82999999999996,1
1,0,0,0,1,1,0,0,1,1,0,0,1,0,0.0,-85.82999999999998,1
0,1,0,1,1,0,0,0,1,1,1,0,1,1,0.0,-65.11999999999998,1
1,0,1,0,1,1,1,0,1,0,0,0,0,0,0.0,-50.61999999999999,1
