0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-314.8400000000001,205
1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-314.84,288
0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-306.5000000000001,214
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-306.50000000000006,101
0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-300.27000000000015,41
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-300.27000000000004,52
0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0.0,-297.00000000000006,77
1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,-297.00000000000006,146
1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-293.03000000000014,27
0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-293.03000000000003,37
0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-291.9300000000001,24
1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-291.93,20
0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-291.16000000000014,27
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-291.16,49
1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-288.6600000000001,52
0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-288.6600000000001,61
1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-284.6900000000001,18
0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-284.69000000000005,7
0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0.0,-282.82000000000005,35
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,-282.82,11
0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0.0,-282.43,19
1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,-282.43000000000006,25
0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.0,-281.1700000000001,9
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,-281.16999999999996,7
0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0.0,-279.94000000000005,9
1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,-279.94,9
1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-278.46000000000015,5
0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-278.46,6
0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-276.5900000000001,5
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-276.59,11
0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,-275.19000000000005,17
1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0.0,-275.19,9
1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-274.09000000000003,11
0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-274.09000000000003,13
1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,-273.32000000000005,16
0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.0,-273.32000000000005,16
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0.0,-272.8300000000001,11
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,-272.83000000000004,3
0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0.0,-271.6000000000001,4
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0.0,-271.6,1
0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-271.20000000000016,2
1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-271.2,10
1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-270.12000000000006,3
0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-270.12,2
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-269.3500000000002,4
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-269.34999999999997,5
0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0.0,-268.25000000000006,6
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,-268.25,2
0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0.0,-266.85,9
0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-266.8500000000001,4
1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0,-266.8500000000001,4
1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-266.85,4
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.0,-266.60000000000014,3
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,-266.6,5
0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0.0,-265.3700000000001,1
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,-265.37,1
0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0.0,-264.98,4
1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0.0,-264.98,7
1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,-263.33000000000004,3
0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0.0,-263.33000000000004,3
0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-262.86000000000007,3
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-262.86,3
1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0.0,-262.1,5
0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0.0,-262.1000000000001,4
1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0.0,-261.0100000000001,2
0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,-260.62000000000006,2
1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0.0,-260.62000000000006,2
0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-260.58000000000027,2
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-260.58,1
1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0.0,-259.50000000000006,3
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,-259.5,5
1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.0,-259.3600000000001,2
0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.0,-259.3000000000001,3
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0,-259.3,3
0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.0,-258.7500000000001,1
1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,-258.75000000000006,4
0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0.0,-258.5100000000001,2
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0.0,-258.51000000000005,10
0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0.0,-258.2600000000001,1
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0,-257.4900000000001,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,-257.49,1
0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0.0,-257.0300000000001,3
1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0.0,-257.03000000000003,2
0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-256.6300000000002,1
0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0.0,-256.2600000000001,2
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,-256.26,2
1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0.0,-254.99000000000007,2
0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0.0,-254.9900000000001,2
1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-254.78000000000014,1
0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0,-253.76000000000005,1
1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,-253.36,3
0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0.0,-253.35999999999996,2
0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0.0,-252.28000000000003,2
1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-252.2800000000001,1
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0,-252.28000000000003,3
0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-252.24000000000007,2
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-252.24000000000007,1
0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,-251.51000000000005,2
1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.0,-251.5100000000001,1
1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0.0,-251.16000000000008,2
0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0.0,-250.96000000000004,4
