0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,chain_break_fraction,energy,num_occurrences
1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0.0,-233.42000000000002,202
0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0.0,-233.42000000000002,323
0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0.0,-225.07999999999998,114
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0.0,-225.07999999999998,122
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0.0,-218.85000000000002,48
0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0.0,-218.85000000000002,39
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0.0,-215.58,159
1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,-215.58000000000004,82
0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0.0,-211.61,13
1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0.0,-211.61,26
1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0.0,-210.51,23
0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0.0,-210.51,23
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,-209.74,103
0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0.0,-209.74000000000007,31
0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0.0,-207.24,50
1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0.0,-207.24000000000007,46
1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0.0,-203.2700000000001,12
0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0.0,-203.27000000000004,13
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0,-201.39999999999998,23
0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0.0,-201.40000000000003,21
1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,-201.01,15
0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0.0,-201.01000000000002,28
0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0.0,-199.75000000000003,18
1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0.0,-199.75000000000003,6
0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0.0,-198.52000000000004,18
1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.0,-198.52000000000004,14
0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0.0,-197.04000000000002,4
1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0.0,-197.04000000000008,2
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,-195.17000000000002,14
0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0.0,-195.17000000000002,8
0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,-193.76999999999998,8
1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0.0,-193.77,13
1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0.0,-192.67000000000007,10
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0.0,-192.67000000000002,15
0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0.0,-191.9,9
1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.0,-191.90000000000003,15
0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.0,-191.41,5
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0.0,-191.41,5
1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.0,-190.18000000000006,4
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0.0,-190.18,17
1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0.0,-189.78000000000003,9
0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0.0,-189.77999999999997,6
0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0.0,-188.70000000000005,1
1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0.0,-188.70000000000005,1
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0.0,-187.93000000000012,2
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,-187.93,6
0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0.0,-186.83000000000004,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0,-186.82999999999998,4
0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0.0,-185.43000000000006,1
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.0,-185.43,6
1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0.0,-185.43000000000006,4
1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0.0,-185.43,6
0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0.0,-185.18000000000004,1
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0.0,-185.18,2
1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.0,-183.95000000000005,4
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0.0,-183.95000000000005,4
1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0.0,-183.56000000000006,9
0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0.0,-183.56000000000003,3
1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0.0,-181.91000000000003,4
0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0.0,-181.91,9
0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0.0,-181.44,3
1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0.0,-181.44,2
0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0.0,-180.68000000000006,7
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,-180.68,9
1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0.0,-179.5900000000001,4
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0,-179.58999999999997,4
0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,-179.2,1
1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0.0,-179.20000000000002,2
0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0.0,-179.15999999999997,2
1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0.0,-179.16000000000003,4
0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.0,-178.07999999999998,1
1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0.0,-177.94000000000003,2
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,-177.88,9
0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0.0,-177.33000000000004,3
