0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0.0,-233.42000000000007,449
1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0.0,-233.42000000000004,397
1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.0,-218.85,66
0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0.0,-218.85000000000002,102
0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0.0,-215.58000000000004,124
1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.0,-215.58,168
1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0.0,-211.61000000000007,25
0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0.0,-211.61000000000004,47
0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0.0,-209.74000000000007,54
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,-209.74,80
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0.0,-201.01,23
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0.0,-201.01000000000005,34
0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0.0,-199.75000000000006,14
1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.0,-199.75000000000003,12
0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0.0,-198.52000000000004,19
1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0.0,-198.52000000000004,73
1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0.0,-197.04000000000002,3
0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.0,-197.04000000000002,7
0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0.0,-195.17000000000007,7
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,-195.17,13
1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0.0,-193.77000000000004,15
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.0,-193.77,14
0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0.0,-191.90000000000003,9
1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0.0,-191.90000000000003,12
1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0.0,-189.78000000000003,6
0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0.0,-189.78000000000003,9
1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0.0,-187.93000000000006,5
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,-187.93,13
1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0.0,-183.95000000000005,10
0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0.0,-183.95000000000002,5
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0.0,-181.91000000000003,8
0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0.0,-180.68,6
1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0.0,-180.68,16
1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0.0,-179.20000000000005,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0.0,-179.2,4
0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0.0,-179.16000000000003,2
1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0.0,-179.16,1
0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0.0,-178.08000000000004,9
1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0.0,-178.08,4
