0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,0,1,0,1,0,0.0,-147.65,819
0,1,0,1,0,1,0.0,-147.65,712
1,0,1,0,1,1,0.0,-136.62,246
0,1,0,1,0,0,0.0,-136.62,189
1,1,0,1,0,1,0.0,-100.0,11
0,0,1,0,1,0,0.0,-100.0,8
0,1,0,1,1,1,0.0,-89.72,3
1,0,1,0,0,0,0.0,-89.72,4
0,0,1,0,1,1,0.0,-88.97,4
1,1,0,1,0,0,0.0,-88.97,1
1,0,1,0,0,1,0.0,-78.69,1
0,1,0,1,1,0,0.0,-78.69,2
