0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0.0,-233.42000000000004,201
1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,-233.42000000000002,316
0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.0,-225.08000000000004,191
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.0,-225.07999999999998,110
0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0.0,-218.85000000000005,48
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,-218.85000000000002,55
0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0.0,-215.58000000000004,29
1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,-215.58000000000004,298
1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0.0,-211.61000000000004,19
0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,-211.61,41
0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.0,-210.51000000000005,34
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.0,-210.51,11
0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0.0,-209.74000000000007,31
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.0,-209.74,14
0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0.0,-207.24,19
1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,-207.24000000000004,85
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.0,-203.2700000000001,8
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.0,-203.27,6
0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0.0,-201.40000000000003,13
1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0.0,-201.40000000000003,9
0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0.0,-201.01,4
1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,-201.01000000000005,38
0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0.0,-199.75000000000006,9
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,-199.75,10
0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0.0,-198.5200000000001,8
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0.0,-198.52,1
1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0.0,-197.04000000000008,4
0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,-197.04000000000002,4
0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0.0,-195.17000000000007,5
1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0.0,-193.77000000000004,2
0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,-193.77000000000004,27
0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0.0,-192.67000000000007,8
1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,-192.67000000000004,10
0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0.0,-191.89999999999998,3
1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,-191.90000000000003,10
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.0,-191.41000000000005,6
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0,-191.41,5
0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0.0,-190.18000000000006,4
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0.0,-190.18,1
0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0.0,-189.7800000000001,4
1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,-189.78,5
1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.0,-188.70000000000005,1
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.0,-188.70000000000002,1
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0.0,-187.93000000000012,4
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.0,-187.93,2
0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0.0,-186.83000000000004,2
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0.0,-186.83000000000004,2
1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0.0,-185.43000000000006,1
0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,-185.43000000000004,4
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0.0,-185.43,4
0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0.0,-185.43,31
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0.0,-185.18000000000006,2
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,-185.18,5
0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0.0,-183.9500000000001,2
1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0.0,-183.95000000000002,1
0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0.0,-183.56000000000006,2
1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0.0,-183.56000000000006,12
0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0.0,-181.91000000000005,2
1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,-181.91000000000003,7
0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.0,-181.44000000000005,3
0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0.0,-180.68000000000006,2
1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0.0,-179.59000000000003,2
0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0.0,-179.58999999999997,1
0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0.0,-179.16000000000003,1
1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0.0,-178.08000000000007,4
0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0.0,-178.07999999999998,2
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,-177.94,1
0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0.0,-177.88000000000002,9
