0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,0,0.0,-0.11,36
1,0,1,0,0,1,0.0,-0.11,16
0,1,0,0,1,1,0.0,-0.11,29
0,1,0,1,0,1,0.0,-0.11,34
1,0,1,1,0,0,0.0,-0.11,53
0,1,0,0,0,1,0.0,-0.11,19
0,1,0,1,1,1,0.0,-0.11,22
0,1,1,0,1,0,0.0,-0.11,31
0,1,1,1,1,1,0.0,-0.11,27
0,1,1,0,0,0,0.0,-0.11,29
1,0,1,1,1,1,0.0,-0.11,22
1,0,0,0,0,0,0.0,-0.11,40
1,0,0,0,1,0,0.0,-0.11,22
1,0,0,1,0,1,0.0,-0.11,37
0,1,1,0,0,1,0.0,-0.11,33
1,0,0,0,0,1,0.0,-0.11,24
0,1,1,1,1,0,0.0,-0.11,28
1,0,0,0,1,1,0.0,-0.11,21
0,1,1,1,0,0,0.0,-0.11,49
1,0,1,0,1,1,0.0,-0.11,26
0,1,0,0,0,0,0.0,-0.11,39
1,0,1,1,0,1,0.0,-0.11,38
0,1,1,1,0,1,0.0,-0.11,25
0,1,0,1,1,0,0.0,-0.11,35
1,0,1,1,1,0,0.0,-0.11,34
1,0,0,1,1,1,0.0,-0.11,28
1,0,0,1,0,0,0.0,-0.11,48
0,1,0,0,1,0,0.0,-0.11,33
1,0,1,0,1,0,0.0,-0.11,32
1,0,0,1,1,0,0.0,-0.11,22
0,1,1,0,1,1,0.0,-0.11,21
0,1,0,1,0,0,0.0,-0.11,47
