0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,0,0.0,-0.48,49
1,0,0,0,1,1,0.0,-0.48,36
1,0,0,0,1,0,0.0,-0.48,31
1,1,0,0,1,1,0.0,-0.48,44
1,0,0,0,0,1,0.0,-0.48,49
1,1,0,0,1,0,0.0,-0.48,51
1,1,0,0,0,0,0.0,-0.48,66
1,1,0,0,0,1,0.0,-0.48,76
0,0,1,1,0,1,0.0,-0.4756400760059336,55
0,0,1,1,1,0,0.0,-0.4756400760059336,59
0,0,1,1,1,1,0.0,-0.4756400760059336,47
0,1,1,1,1,1,0.0,-0.4756400760059336,48
0,1,1,1,0,0,0.0,-0.4756400760059336,71
0,1,1,1,1,0,0.0,-0.4756400760059336,65
0,0,1,1,0,0,0.0,-0.4756400760059336,85
0,1,1,1,0,1,0.0,-0.4756400760059336,76
0,1,0,1,1,1,0.0,-0.41,4
0,0,0,1,0,0,0.0,-0.41,7
0,0,0,1,0,1,0.0,-0.41,6
0,1,0,1,0,1,0.0,-0.41,11
0,1,0,1,1,0,0.0,-0.41,10
0,0,0,1,1,0,0.0,-0.41,6
0,0,0,1,1,1,0.0,-0.41,9
0,1,0,1,0,0,0.0,-0.41,12
1,0,1,0,1,1,0.0,-0.40823691897793185,1
1,1,1,0,1,1,0.0,-0.40823691897793185,3
1,1,1,0,1,0,0.0,-0.40823691897793185,3
1,0,1,0,0,0,0.0,-0.40823691897793185,3
1,1,1,0,0,0,0.0,-0.40823691897793185,6
1,1,1,0,0,1,0.0,-0.40823691897793185,3
1,0,1,0,1,0,0.0,-0.40823691897793185,2
1,0,1,0,0,1,0.0,-0.40823691897793185,1
0,1,1,0,1,1,0.0,-0.3,1
1,1,0,1,0,1,0.0,-0.2979317589320195,2
1,0,0,1,1,1,0.0,-0.2979317589320195,1
1,1,0,1,0,0,0.0,-0.2979317589320195,1
