0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.0,-4.9318087539158855,20
1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0.0,-4.9318087539158855,14
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0.0,-4.930531550941986,6
0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0.0,-4.930531550941986,7
1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-4.9286696823683345,21
1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-4.9286696823683345,17
0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-4.927392479394435,13
0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-4.927392479394435,11
1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0.0,-4.927263105106067,10
1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0.0,-4.927263105106067,6
0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0.0,-4.925985902132167,2
0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0.0,-4.925985902132167,7
1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0.0,-4.924124033558516,11
1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0.0,-4.924124033558516,11
1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0.0,-4.92357992008432,12
1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0.0,-4.92357992008432,17
0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0.0,-4.922846830584617,13
0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0.0,-4.922846830584617,9
0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0.0,-4.92230271711042,5
0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0.0,-4.92230271711042,9
1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0.0,-4.920440848536769,19
1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0.0,-4.920440848536769,22
0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.0,-4.919163645562869,10
0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0.0,-4.919163645562869,11
1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-4.919034271274501,3
1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0.0,-4.919034271274501,4
0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-4.9177570683006016,1
0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0.0,-4.9177570683006016,5
1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.0,-4.91589519972695,7
1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0.0,-4.91589519972695,7
0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0.0,-4.914617996753051,8
0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0.0,-4.914617996753051,6
1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0.0,-4.869403411043213,4
1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.0,-4.869403411043213,3
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0,-4.8682369189779315,7
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.0,-4.8682369189779315,7
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0.0,-4.868126208069313,2
0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0.0,-4.868126208069313,2
0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.0,-4.8669597160040325,4
0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0,-4.8669597160040325,8
1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0.0,-4.866264339495663,5
1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0.0,-4.866264339495663,9
1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-4.865097847430381,5
1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0.0,-4.865097847430381,7
0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0.0,-4.864987136521763,2
0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0.0,-4.864987136521763,4
0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-4.8638206444564815,1
0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0.0,-4.8638206444564815,13
0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.0,-4.861808753915885,4
0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0.0,-4.861808753915885,3
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0.0,-4.861717239327954,6
1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0.0,-4.861717239327954,4
1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-4.8611745772116475,4
1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0.0,-4.8611745772116475,5
1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0,-4.860008085146366,4
1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0.0,-4.860008085146366,6
0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0.0,-4.859897374237748,1
0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-4.859897374237748,4
0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0,-4.858730882172467,5
0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0.0,-4.858730882172467,6
0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-4.858669682368334,7
0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-4.858669682368334,4
1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-4.858578167780403,4
1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-4.858578167780403,3
1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0.0,-4.858035505664097,3
1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0.0,-4.858035505664097,5
0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0.0,-4.857263105106067,3
1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0.0,-4.857171590518136,2
1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0.0,-4.857171590518136,3
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0.0,-4.856869013598816,11
1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0.0,-4.856869013598816,2
0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0.0,-4.8567583026901975,3
0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0.0,-4.8567583026901975,2
