n,sparsity,mean,min,max,lower,upper
130,0.5,480698.76,418691.16,520042.36,426354.8633108593,535042.6566891407
130,1.0,348064.36,311806.76,384321.96,296788.37034090125,399340.3496590987
131,0.0,416406.36,416406.36,416406.36,416406.36,416406.36
131,0.5,411806.36000000004,397369.96,421204.76,399115.39842256234,424497.32157743775
131,1.0,321606.16000000003,299969.96,343242.36,291007.9525217833,352204.36747821677
132,0.0,396844.36,396844.36,396844.36,396844.36,396844.36
132,0.5,460700.62666666665,403446.36,493929.56,410903.8913128973,510497.362020436
132,1.0,301205.36,258165.96,344244.76,240338.4568035994,362072.2631964006
133,0.0,403772.36,403772.36,403772.36,403772.36,403772.36
133,0.5,446405.82666666666,389924.76,556888.36,350717.1139945164,542094.5393388169
133,1.0,310845.76,274289.56,347401.96,259147.48617117666,362544.03382882336
134,0.0,499372.36,499372.36,499372.36,499372.36,499372.36
134,0.5,475393.0266666667,394968.76,541323.96,401146.78989271744,549639.2634406158
134,1.0,349222.16000000003,295042.36,403401.96,272600.35203333816,425843.9679666619
135,0.0,420931.16,420931.16,420931.16,420931.16,420931.16
135,0.5,461286.22666666674,401931.16,557763.56,376998.1418960817,545574.3114372519
135,1.0,213665.36,199844.76,227485.96,194120.08003986639,233210.6399601336
136,0.0,500281.16,500281.16,500281.16,500281.16,500281.16
136,0.5,456966.16000000003,415486.36,498445.96,398304.86427547655,515627.4557245235
136,1.0,327003.56,304646.76,349360.36,295386.2702287372,358620.8497712628
137,0.0,399085.96,399085.96,399085.96,399085.96,399085.96
137,0.5,486226.56000000006,418889.96,553563.16,390998.2270359079,581454.8929640922
137,1.0,324503.76,315725.16,333282.36,312088.94482135156,336918.57517864846
138,0.0,423209.96,423209.96,423209.96,423209.96,423209.96
138,0.5,465088.16000000003,427569.56,502606.76,412028.84703874885,518147.4729612512
138,1.0,347181.95999999996,295240.36,399123.56,273725.4448286416,420638.4751713583
139,0.0,409647.16,409647.16,409647.16,409647.16,409647.16
139,0.5,448307.76,394524.36,502091.16,372246.5462894629,524368.9737105372
139,1.0,241566.36,231084.76,252047.96,226743.13912463016,256389.5808753698
140,0.0,501161.96,501161.96,501161.96,501161.96,501161.96
140,0.5,459327.76,422051.16,496604.36,406610.6867208431,512044.83327915694
140,1.0,307000.76,238759.96,375241.56,210493.6951328101,403507.8248671899
141,0.0,424807.96,424807.96,424807.96,424807.96,424807.96
141,0.5,419225.56,418007.96,420443.16,417503.61356645456,420947.50643354544
141,1.0,370161.36,350921.96,389400.76,342952.73958807904,397369.98041192093
142,0.0,401643.96,401643.96,401643.96,401643.96,401643.96
142,0.5,521762.76,503481.16,540044.36,495908.67333812005,547616.8466618799
142,1.0,265264.76,253165.56,277363.96,248153.90726613544,282375.6127338646
143,0.0,429847.56,429847.56,429847.56,429847.56,429847.56
143,0.5,465548.56,419447.56,511649.56,400351.90056103794,530745.219438962
143,1.0,277884.76,239124.36,316645.16,223069.27663699392,332700.2433630061
144,0.0,426405.56,426405.56,426405.56,426405.56,426405.56
144,0.5,415325.96,415325.96,415325.96,415325.96,415325.96
144,1.0,211843.16,211843.16,211843.16,211843.16,211843.16
145,0.0,426847.96,426847.96,426847.96,426847.96,426847.96
145,0.5,525244.56,512687.56,537801.56,507486.28029728105,543002.8397027191
145,1.0,279723.95999999996,233722.36,325725.56,214667.8733891378,344780.04661086213
146,0.0,554043.96,554043.96,554043.96,554043.96,554043.96
146,0.5,421707.36,417683.16,425731.56,416016.2817822982,427398.4382177018
146,1.0,300123.76,242685.96,357561.56,218894.44424712664,381353.0757528734
147,0.0,522163.56,522163.56,522163.56,522163.56,522163.56
147,0.5,413726.16,409481.16,417971.16,407722.82342772617,419729.4965722738
147,1.0,306902.36,240881.96,372922.76,213535.41492670332,400269.30507329665
148,0.0,427047.96,427047.96,427047.96,427047.96,427047.96
148,0.5,556644.16,555962.76,557325.56,555680.514878599,557607.8051214011
148,1.0,268745.95999999996,213606.76,323885.16,190767.3555415974,346724.5644584025
149,0.0,411053.16,411053.16,411053.16,411053.16,411053.16
149,0.5,472250.56,424094.36,520406.76,404147.40884764877,540353.7111523512
149,1.0,255784.56,255243.56,256325.56,255019.47046275614,256549.64953724385
150,0.0,414010.36,414010.36,414010.36,414010.36,414010.36
150,0.5,555205.16,553045.56,557364.76,552151.0243906991,558259.295609301
150,1.0,267904.36,251126.76,284681.96,244177.2505359291,291631.46946407086
151,0.0,526249.56,526249.56,526249.56,526249.56,526249.56
151,0.5,425870.36,420769.96,430970.76,418657.30514647224,433083.41485352773
151,1.0,282785.16,243367.96,322202.36,227040.82116922722,338529.4988307727
152,0.0,425090.76,425090.76,425090.76,425090.76,425090.76
152,0.5,522606.76,521721.96,523491.56,521355.4638400123,523858.0561599877
152,1.0,294283.76,286721.56,301845.96,283589.1941986222,304978.3258013778
153,0.0,537281.56,537281.56,537281.56,537281.56,537281.56
153,0.5,428226.76,426167.96,430285.56,425315.1771177863,431138.3428822137
153,1.0,277964.16000000003,257006.36,298921.96,248325.35500249715,307602.9649975029
154,0.0,422810.76,422810.76,422810.76,422810.76,422810.76
154,0.5,423328.16000000003,418248.76,428407.56,416144.8036312821,430511.51636871794
154,1.0,326724.76,238205.56,415243.96,201539.7068295835,451909.8131704165
155,0.0,431610.76,431610.76,431610.76,431610.76,431610.76
155,0.5,552509.56,547729.56,557289.56,545749.6191718567,559269.5008281434
155,1.0,250684.76,225727.16,275642.36,215389.38359571729,285980.13640428276
156,0.0,555920.36,555920.36,555920.36,555920.36,555920.36
156,0.5,425625.76,424645.16,426606.36,424238.98218073696,427012.53781926306
156,1.0,305220.56,260402.76,350038.36,241838.61940427512,368602.5005957249
157,0.0,426207.96,426207.96,426207.96,426207.96,426207.96
157,0.5,552247.36,544489.96,560004.76,541276.7397112469,563217.980288753
157,1.0,245825.96000000002,230365.16,261286.76,223961.08695486205,267690.833045138
158,0.0,434126.36,434126.36,434126.36,434126.36,434126.36
158,0.5,478871.76,420055.96,537687.56,395693.6579581765,562049.8620418234
158,1.0,277585.95999999996,259288.76,295883.16,251709.81160654698,303462.10839345295
159,0.0,542249.16,542249.16,542249.16,542249.16,542249.16
159,0.5,433228.76,430487.56,435969.96,429352.11778282287,437105.40221717715
159,1.0,326081.16000000003,278280.36,373881.96,258480.6203477162,393681.69965228386
160,0.0,430528.36,430528.36,430528.36,430528.36,430528.36
160,0.5,553405.76,545887.96,560923.56,542773.9852807915,564037.5347192085
160,1.0,229385.76,228126.36,230645.16,227604.69943954734,231166.82056045267
161,0.0,426012.76,426012.76,426012.76,426012.76,426012.76
161,0.5,485982.95999999996,429807.56,542158.36,406538.94744826644,565426.9725517335
161,1.0,300005.16000000003,283481.96,316528.36,276637.8264661969,323372.49353380315
162,0.0,561803.96,561803.96,561803.96,561803.96,561803.96
162,0.5,491524.76,431203.96,551845.56,406218.266546805,576831.2534531951
162,1.0,315941.16,289961.16,341921.16,279199.891649547,352682.428350453
163,0.0,431647.96,431647.96,431647.96,431647.96,431647.96
163,0.5,489786.76,427808.76,551764.76,402136.6318312403,577436.8881687596
163,1.0,284666.95999999996,242648.36,326685.56,225243.6860080698,344090.23399193014
164,0.5,547648.16,538527.56,556768.76,534749.68378302,560546.63621698
164,1.0,272323.95999999996,258844.76,285803.16,253261.49255006053,291386.42744993937
165,0.5,493543.95999999996,435483.56,551604.36,411434.15488319314,575653.7651168068
165,1.0,258466.56,227245.56,289687.56,214313.3983691496,302619.7216308504
166,0.5,536920.76,536920.76,536920.76,536920.76,536920.76
166,1.0,335003.76,333125.56,336881.96,332347.58408715087,337659.93591284915
167,0.5,558731.16,558731.16,558731.16,558731.16,558731.16
167,1.0,295684.95999999996,247486.76,343883.16,227522.41187802906,363847.50812197087
168,0.5,551323.56,551323.56,551323.56,551323.56,551323.56
168,1.0,287947.76,264287.16,311608.36,254486.61858611516,321408.9014138848
169,1.0,276287.16,226927.16,325647.16,206481.57856126403,346092.7414387359
170,1.0,279765.36,259487.16,300043.56,251087.65453948587,308443.0654605141
171,1.0,263081.96,257401.16,268762.76,255048.09559487092,271115.8244051291
172,1.0,245727.36,244567.56,246887.16,244087.15511035966,247367.5648896403
173,1.0,297806.76,263445.56,332167.96,249212.6849405856,346400.83505941444
174,1.0,323663.16,290523.16,356803.16,276796.1225429556,370530.1974570443
175,1.0,293446.95999999996,256566.76,330327.16,241290.48097696778,345603.43902303214
176,1.0,270503.36,214601.16,326405.56,191445.71059350675,349561.0094064932
177,1.0,252986.56,242606.76,263366.36,238307.30606527976,267665.81393472024
178,1.0,308801.76,261002.36,356601.16,241203.20024670352,376400.3197532965
179,1.0,241987.16,221886.76,262087.56,213560.90171087586,270413.41828912415
180,1.0,283802.16000000003,282402.36,285201.96,281822.54385539016,285781.7761446099
181,1.0,316126.56,311965.96,320287.16,310242.58305239055,322010.53694760945
182,1.0,250902.56,209483.56,292321.56,192327.24846006877,309477.8715399312
183,1.0,320344.36,261725.96,378962.76,237445.42371538893,403243.29628461105
184,1.0,298603.95999999996,236404.76,360803.16,210641.00779124338,386566.91220875655
185,1.0,310543.16000000003,293881.96,327204.36,286980.6649945894,334105.65500541066
186,1.0,314302.95999999996,261842.36,366763.56,240112.46798977,388493.4520102299
187,1.0,295267.16000000003,267447.96,323086.36,255924.87006563047,334609.4499343696
188,1.0,369461.95999999996,359561.16,379362.76,355460.1143616564,383463.8056383435
189,1.0,303307.56,278047.16,328567.96,267583.9597290306,339031.1602709694
190,1.0,298202.95999999996,204443.56,391962.36,165607.14492003596,430798.77507996396
191,1.0,312305.16,251767.16,372843.16,226691.49936105756,397918.8206389424
192,1.0,342284.16000000003,313285.96,371282.36,301274.51227559254,383293.8077244075
193,1.0,242887.16,219206.76,266567.56,209398.01715758018,276376.3028424198
194,1.0,390082.16000000003,381041.56,399122.76,377296.8208680098,402867.49913199025
195,1.0,249506.76,225247.16,273766.36,215198.5046622537,283815.0153377463
196,1.0,332383.16000000003,302203.96,362562.36,289703.32605842996,375062.9939415701
197,1.0,293206.56,266567.56,319845.56,255533.3249119431,330879.7950880569
198,1.0,277245.36,268128.36,286362.36,264351.9749518445,290138.7450481555
199,1.0,387744.76,327325.96,448163.56,302299.6736176925,473189.8463823075
200,1.0,348763.56,333764.76,363762.36,327552.05362067843,369975.06637932156
201,1.0,227505.56,221804.76,233206.36,219443.41132362347,235567.70867637653
202,1.0,278804.16000000003,264085.56,293522.76,257988.91626085542,299619.4037391447
203,1.0,277404.56,258325.56,296483.56,250422.7794434837,304386.34055651625
204,1.0,287767.76,265446.36,310089.16,256200.5333888452,319334.9866111548
205,1.0,347502.36,298882.76,396121.96,278743.862282845,416260.85771715496
206,1.0,390884.56,342086.36,439682.76,321873.4837406052,459895.6362593948
207,1.0,263564.16,260201.96,266926.36,258809.29116058914,268319.0288394108
208,1.0,353584.95999999996,343367.16,363802.76,339134.8086623841,368035.1113376158
209,1.0,269743.56,245845.96,293641.16,235947.24997183273,303539.87002816726
210,1.0,392323.16000000003,341965.96,442680.36,321107.32479686564,463538.99520313443
211,1.0,323164.16000000003,267445.96,378882.36,244366.72588898346,401961.5941110166
212,1.0,349723.16,335723.16,363723.16,329924.1701267766,369522.14987322333
213,1.0,260685.36,221767.96,299602.76,205647.84510770126,315722.8748922987
214,1.0,252426.16,226086.76,278765.56,215176.62329523012,289675.6967047699
215,1.0,310863.36,261325.56,360401.16,240806.3313898741,380920.38861012587
216,1.0,360782.56,342281.16,379283.96,334617.62919711036,386947.49080288963
217,1.0,295406.95999999996,267606.36,323207.56,256090.97443789052,334722.9455621094
218,1.0,357064.36,264526.76,449601.96,226196.43105054344,487932.28894945653
219,1.0,318105.76,235206.36,401005.16,200868.30420740784,435343.21579259215
220,1.0,356625.36,344367.16,368883.56,339289.6473097181,373961.0726902819
221,1.0,272665.95999999996,258888.36,286443.56,253181.49122304842,292150.4287769515
222,1.0,269806.36,269524.76,270087.96,269408.1174608357,270204.60253916425
223,1.0,425522.95999999996,386763.16,464282.76,370708.32516513125,480337.5948348687
224,1.0,357724.16000000003,348525.56,366922.76,344715.3751251549,370732.94487484515
225,1.0,275125.76,225806.76,324444.76,205378.16131732136,344873.35868267866
226,1.0,349761.95999999996,333801.16,365722.76,327189.98017367546,372333.93982632447
227,1.0,294706.36,269525.96,319886.76,259095.8968140205,330316.8231859795
228,1.0,357822.36,334201.16,381443.56,324416.93860047264,391227.78139952733
229,1.0,269826.76,267445.96,272207.56,266459.80035070213,273193.7196492979
230,1.0,388101.56,374240.36,401962.76,368498.86296923406,407704.25703076593
231,1.0,259728.16,256046.36,263409.96,254521.30850605472,264935.01149394526
232,1.0,342165.16,311087.16,373243.16,298214.23090856895,386116.089091431
233,1.0,317144.76,252247.96,382041.56,225366.8252853857,408922.6947146143
234,1.0,340067.56,335648.36,344486.76,333817.8674251608,346317.2525748392
235,1.0,384341.76,376081.16,392602.36,372659.50744666083,396024.0125533392
236,1.0,321826.56,314605.96,329047.16,311615.08955152886,332038.03044847114
237,1.0,299682.36,287002.76,312361.96,281750.69771453406,317614.0222854659
238,1.0,249163.56,226082.36,272244.76,216521.8139241541,281805.3060758459
239,1.0,345344.36,260687.56,430001.16,225621.56529289339,465067.1547071066
240,1.0,248466.15999999997,246166.36,250765.96,245213.75164925435,251718.5683507456
241,1.0,431222.76,413920.76,448524.76,406754.0369438207,455691.4830561793
242,1.0,294386.16,254485.96,334286.36,237958.756018601,350813.56398139894
243,1.0,371423.76,363243.96,379603.56,359855.7759025006,382991.7440974994
244,1.0,312325.76,276965.16,347686.36,262318.31990634993,362333.2000936501
245,1.0,392680.95999999996,372320.36,413041.56,363886.7233419463,421475.1966580536
246,1.0,284406.16000000003,268686.36,300125.96,262175.0056422074,306637.31435779267
247,1.0,408441.36,376241.56,440641.16,362903.9661342988,453978.75386570115
248,1.0,253246.16,230644.36,275847.96,221282.38790595575,285209.9320940442
249,1.0,339282.56,307482.76,371082.36,294310.85155924805,384254.26844075194
250,1.0,311765.56,274966.36,348564.76,259723.63227551998,363807.48772448
251,1.0,352383.16000000003,311842.76,392923.56,295050.37649596983,409715.94350403023
252,1.0,276766.96,220927.96,332605.96,197798.68889064877,355735.23110935127
253,1.0,319023.56,250803.96,387243.16,222546.47646033243,415500.6435396676
254,1.0,273867.96,257247.16,290488.76,250362.59922250928,297373.3207774908
255,1.0,299083.36,229725.96,368440.76,200997.18426906428,397169.5357309357
256,1.0,246704.36,218842.36,274566.36,207301.54172516082,286107.1782748392
257,1.0,322385.36,272847.56,371923.16,252328.3313898741,392442.38861012587
258,1.0,270466.16000000003,268766.76,272165.56,268062.8454721032,272869.47452789685
259,1.0,294365.36,248042.76,340687.96,228855.31083561608,359875.4091643839
260,1.0,355263.36,339085.96,371440.76,332385.0615160655,378141.6584839345
261,1.0,368583.96,278325.96,458841.96,240939.87228732923,496228.0477126708
262,1.0,242666.36,234645.56,250687.16,231323.23585891785,254009.48414108212
263,1.0,294821.56,272482.36,317160.76,263229.16038743494,326413.95961256506
264,1.0,263446.16000000003,248406.36,278485.96,242176.67086462112,284715.64913537895
265,1.0,355744.36,351366.76,360121.96,349553.4987093555,361935.2212906445
266,1.0,303967.16000000003,279007.56,328926.76,268668.9551685925,339265.36483140755
267,1.0,248445.36,212287.96,284602.76,197311.07453985102,299579.6454601489
268,1.0,326686.16000000003,323606.36,329765.96,322330.66507060337,331041.6549293967
269,1.0,407664.95999999996,344167.56,471162.36,317866.0757445706,497463.84425542934
270,1.0,314283.36,290643.16,337923.56,280851.0685427875,347715.65145721246
271,1.0,341746.16000000003,328366.76,355125.56,322824.8310635855,360667.4889364146
272,1.0,283564.96,254487.16,312642.76,242442.74087602764,324687.1791239724
273,1.0,361666.16,357605.16,365727.16,355923.03872320283,367409.2812767971
274,1.0,430901.36,427641.56,434161.16,426291.3066293762,435511.4133706238
275,1.0,310285.16000000003,283125.56,337444.76,271875.6853313717,348694.6346686284
276,1.0,340784.56,262048.76,419520.36,229435.32379570446,452133.79620429553
277,1.0,402645.56,352327.96,452963.16,331485.72765393555,473805.39234606444
278,1.0,292404.96,264841.96,319967.96,253424.9915803104,331384.92841968965
279,1.0,257666.36000000002,240364.76,274967.96,233198.20262924567,282134.5173707544
280,1.0,321403.76,275966.36,366841.16,257145.57268102877,385661.9473189713
281,1.0,319363.36,283085.16,355641.56,268058.23754151637,370668.4824584836
282,1.0,368684.36,353166.76,384201.96,346739.15962451923,390629.56037548074
283,1.0,303106.36,277005.96,329206.76,266194.82033663726,340017.8996633627
284,1.0,284204.16000000003,241402.76,327005.56,223673.83963144422,344734.4803685558
285,1.0,331566.76,325366.36,337767.16,322798.07022786187,340335.44977213815
286,1.0,324761.95999999996,324520.76,325003.16,324420.85168875556,325103.06831124437
287,1.0,349547.95999999996,340768.36,358327.56,337131.7306077891,361964.1893922108
288,1.0,332364.16000000003,315401.56,349326.76,308375.42102689017,356352.8989731099
289,1.0,388985.56,344008.36,433962.76,325378.1937624328,452592.9262375672
290,1.0,333284.36,279046.76,387521.96,256580.81048943297,409987.90951056697
291,1.0,307526.95999999996,259566.76,355487.16,239700.99470587386,375352.92529412603
292,1.0,428241.56,416161.56,440321.56,411157.86016653304,445325.25983346696
293,1.0,320726.16000000003,280365.96,361086.36,263648.2177799095,377804.1022200906
294,1.0,307183.56,298085.96,316281.16,294317.6106949546,320049.5093050454
295,1.0,323084.16000000003,278766.36,367401.96,260409.3261854617,385758.9938145384
296,1.0,343462.76,308362.36,378563.16,293823.2982752794,393102.2217247206
297,1.0,312387.16000000003,267528.36,357245.96,248947.23664821777,375827.0833517823
298,1.0,363301.76,269363.16,457240.36,230452.5178496588,496151.0021503412
299,1.0,274905.56,219405.96,330405.16,196417.27297371818,353393.8470262818
300,1.0,365662.56,361121.56,370203.56,359240.61621326377,372084.5037867362
301,1.0,274445.16000000003,272565.56,276324.76,271787.00418816356,277103.3158118365
302,1.0,395581.56,348840.76,442322.36,329480.08672383166,461683.03327616834
303,1.0,315324.96,307803.96,322845.96,304688.65979739197,325961.2602026081
304,1.0,295405.96,233247.16,357564.76,207500.1420191633,383311.77798083675
305,1.0,383963.36,366885.56,401041.16,359811.70362450473,408115.01637549524
306,1.0,358204.56,246926.36,469482.76,200833.42036353424,515575.69963646575
307,1.0,343864.76,314046.76,373682.76,301695.73999715905,386033.78000284097
308,1.0,389824.76,367885.56,411763.96,358798.04581238417,420851.47418761585
309,1.0,267081.96,247641.16,286522.76,239588.51697661713,294575.4030233829
310,1.0,343703.76,324842.36,362565.16,317029.7123146561,370377.8076853439
311,1.0,335723.36,265685.16,405761.56,236674.38767580065,434772.3323241993
312,1.0,317585.56,247605.96,387565.16,218619.46059055574,416551.65940944426
313,1.0,325163.16,279683.16,370643.16,260844.7271832716,389481.59281672834
314,1.0,308825.76,255247.96,362403.56,233055.3085978868,384596.2114021132
315,1.0,304123.36,218763.16,389483.56,183405.8074731201,424840.91252687987
316,1.0,321705.95999999996,283247.56,360164.36,267317.5691328305,376094.35086716944
317,1.0,364661.56,317121.56,412201.56,297429.8472447831,431893.2727552169
318,1.0,347986.16000000003,345124.36,350847.96,343938.9636272007,352033.3563727994
319,1.0,317343.95999999996,219764.36,414923.56,179345.5662690583,455342.35373094166
320,1.0,308064.95999999996,253485.56,362644.36,230878.03229381383,385251.8877061861
321,1.0,375343.76,355246.36,395441.16,346921.744351563,403765.77564843703
322,1.0,264025.16,257885.96,270164.36,255343.02009787908,272707.29990212084
323,1.0,267284.36,242166.36,292402.36,231762.14374031257,302806.57625968737
324,1.0,333862.16,239081.16,428643.16,199821.5843447157,467902.73565528425
325,1.0,347166.56,334646.76,359686.36,329460.88904180133,364872.23095819866
326,1.0,328284.36,249045.56,407523.16,216223.7743738308,440344.9456261692
327,1.0,404445.95999999996,346567.56,462324.36,322593.54175154504,486298.3782484549
328,1.0,282344.16000000003,246647.56,318040.76,231861.54414939263,332826.77585060743
329,1.0,335285.56,318404.36,352166.76,311411.9380108673,359159.1819891327
330,1.0,302305.36,287885.96,316724.76,281913.2489587174,322697.4710412826
331,1.0,292004.16000000003,279325.96,304682.36,274074.47761352145,309933.8423864786
332,1.0,261463.36,239045.96,283880.76,229760.36888685735,293166.3511131426
333,1.0,343504.16000000003,264444.76,422563.56,231697.28428692056,455311.0357130795
334,1.0,323823.76,314881.16,332766.36,311177.01379712234,336470.5062028777
335,1.0,349284.56,339523.16,359045.96,335479.85573225125,363089.26426774875
336,1.0,361443.56,248086.76,474800.36,201132.83605278554,521754.2839472145
337,1.0,299963.76,281444.36,318483.16,273773.3733529877,326154.1466470123
338,1.0,339203.36,306165.16,372241.56,292480.2894836052,385926.4305163948
339,1.0,410963.36,382365.96,439560.76,370520.5290713917,451406.1909286083
340,1.0,308404.16000000003,297005.96,319802.36,292284.6709733591,324523.649026641
341,1.0,337744.36,318042.76,357445.96,309882.09007955017,365606.6299204498
342,1.0,331043.76,315800.76,346286.76,309486.90266874694,352600.6173312531
343,1.0,397104.95999999996,364128.36,430081.56,350469.0050390474,443740.91496095253
344,1.0,300223.56,240922.76,359524.36,216359.56438042558,384087.5556195744
345,1.0,376783.95999999996,326045.56,427522.36,305029.02658688894,448538.893413111
346,1.0,306003.36,291925.56,320081.16,286094.34431162407,325912.3756883759
347,1.0,322524.16000000003,299405.56,345642.76,289829.52233692136,355218.7976630787
348,1.0,319124.95999999996,285164.76,353085.16,271097.98457909725,367151.9354209027
349,1.0,372063.36,323324.76,420801.96,303136.57086892263,440990.14913107734
350,1.0,298446.16000000003,248325.56,348566.76,227564.92772572307,369327.392274277
351,1.0,364942.36,318563.56,411321.16,299352.83203341067,430531.8879665893
352,1.0,367643.95999999996,358084.76,377203.16,354125.2097145631,381162.7102854368
353,1.0,394823.16000000003,320482.76,469163.56,289689.9580877592,499956.36191224086
354,1.0,364385.16000000003,355206.36,373563.96,351404.3765536898,377365.94344631024
355,1.0,402223.16000000003,312884.36,491561.96,275879.0173938626,528567.3026061375
356,1.0,321044.36,246925.96,395162.76,216225.11349860596,425863.606501394
357,1.0,310763.16,235605.96,385920.36,204474.82845001278,417051.4915499872
358,1.0,330283.96,254285.96,406281.96,222806.55768676952,437761.3623132305
359,1.0,331824.76,310481.16,353168.36,301640.3514101336,362009.1685898664
360,1.0,330264.76,289925.16,370604.36,273215.9505792943,387313.5694207057
361,1.0,417562.56,392963.16,442161.96,382773.75489375927,452351.36510624073
362,1.0,357345.16000000003,317447.96,397242.36,300921.9986592882,413768.32134071185
363,1.0,395024.95999999996,357726.76,432323.16,342277.3397078958,447772.5802921041
364,1.0,418963.16000000003,359644.36,478281.96,335073.7085363029,502852.61146369716
365,1.0,362445.36,355564.76,369325.96,352714.7221627357,372175.99783726427
366,1.0,407064.16000000003,376402.36,437725.96,363701.8265932286,450426.49340677145
367,1.0,335025.76,305645.96,364405.56,293476.448380191,376575.071619809
368,1.0,307461.76,299521.56,315401.96,296232.62147204514,318690.8985279549
369,1.0,319845.76,270845.56,368845.96,250549.01260100584,389142.5073989942
370,1.0,352880.56,313601.16,392159.96,297331.0997981222,408430.0202018778
371,1.0,326627.16,304607.16,348647.16,295486.1773565444,357768.14264345553
372,1.0,334562.95999999996,255243.56,413882.36,222388.3887607035,446737.5312392964
373,1.0,312986.16,255527.16,370445.16,231726.86291960435,394245.4570803956
374,1.0,371341.95999999996,349961.16,392722.76,341104.9426656133,401578.9773343866
375,1.0,331824.95999999996,296005.16,367644.76,281168.11303850816,382481.80696149176
376,1.0,280923.76,256447.56,305399.96,246309.18600464365,315538.3339953564
377,1.0,298606.36,293045.96,304166.76,290742.76690778066,306469.9530922193
378,1.0,333482.96,313801.96,353163.96,305649.82287893514,361316.0971210649
379,1.0,316527.56,284689.96,348365.16,271502.3942865904,361552.7257134096
380,1.0,406001.16000000003,334281.96,477720.36,304574.8946774516,507427.4253225485
381,1.0,275986.36,262046.36,289926.36,256272.22294051904,295700.4970594809
382,1.0,324961.56,323082.36,326840.76,322303.9698735885,327619.1501264115
383,1.0,358007.56,344047.16,371967.96,338264.5729838466,377750.5470161534
384,1.0,349120.76,323281.96,374959.56,312579.1786045541,385662.3413954459
385,1.0,333487.95999999996,291325.56,375650.36,273861.32209780056,393114.59790219937
386,1.0,377682.36,366642.76,388721.96,362070.00795682595,393294.712043174
387,1.0,352126.36,350846.36,353406.36,350316.1666401624,353936.55335983756
388,1.0,434482.76,412882.76,456082.76,403935.7470527412,465029.77294725884
389,1.0,345766.76,318208.36,373325.16,306793.2969626973,384740.2230373027
390,1.0,432842.36,421841.96,443842.76,417285.445128471,448399.27487152896
391,1.0,305987.36,291566.36,320408.36,285592.9862170176,326381.7337829824
392,1.0,425022.96,393363.96,456681.96,380250.3728288302,469795.54717116983
393,1.0,241565.96,239243.96,243887.96,238282.15610816967,244849.7638918303
394,1.0,398123.56,327683.56,468563.56,298506.3566664392,497740.7633335608
395,1.0,366346.56,364927.56,367765.56,364339.7909549926,368353.3290450074
396,1.0,359403.95999999996,298883.16,419924.76,273814.62383433036,444993.29616566957
397,1.0,293306.56,292608.76,294004.36,292319.72177617607,294293.3982238239
398,1.0,400422.16000000003,322002.76,478841.56,289520.3809668394,511323.9390331607
399,1.0,357625.56,350965.16,364285.96,348206.3319891702,367044.78801082977
400,1.0,311905.16000000003,252483.56,371326.76,227870.3273820909,395939.99261790916
401,1.0,332863.56,294682.36,371044.76,278867.18913232035,386859.93086767965
402,1.0,397502.95999999996,321563.16,473442.76,290107.8649160996,504898.05508390034
403,1.0,343368.76,331209.56,355527.96,326173.05445239303,360564.465547607
404,1.0,365422.56,320563.16,410281.96,301981.78812008037,428863.3318799196
405,1.0,318585.95999999996,247607.56,389564.36,218207.3440844575,418964.57591554243
406,1.0,329262.16000000003,329041.56,329482.76,328950.1844881405,329574.13551185955
407,1.0,324447.95999999996,297369.16,351526.76,286152.7537872114,362743.16621278855
408,1.0,396863.95999999996,316721.56,477006.36,283525.49099887046,510202.42900112947
409,1.0,353826.16000000003,343128.36,364523.96,338697.1861524451,368955.133847555
410,1.0,343763.56,241604.36,445922.76,199288.63383881448,488238.48616118554
411,1.0,360345.56,258208.76,462482.36,215902.31222261168,504788.8077773883
412,1.0,357182.76,340043.96,374321.56,332944.8365972,381420.6834028
413,1.0,337625.36,333208.36,342042.36,331378.778694998,343871.94130500196
414,1.0,390683.36,370963.56,410403.16,362795.35139271506,418571.3686072849
415,1.0,356663.56,311007.56,402319.56,292096.225596294,421230.894403706
416,1.0,304203.36,290365.16,318041.56,284633.1898811686,323773.5301188314
417,1.0,365522.76,352439.56,378605.96,347020.3211207603,384025.19887923973
418,1.0,316043.16000000003,230245.56,401840.76,194707.03046093817,437379.2895390619
419,1.0,357404.36,294007.96,420800.76,267748.3113143703,447060.40868562966
420,1.0,351703.76,329121.96,374285.56,319768.27217720327,383639.24782279675
421,1.0,386885.56,380726.36,393044.76,378175.1358266316,395595.9841733684
422,1.0,399404.16000000003,366805.96,432002.36,353303.34345104947,445504.9765489506
423,1.0,253464.76,240601.96,266327.56,235274.01378990736,271655.50621009263
424,1.0,398144.16000000003,365086.36,431201.96,351393.37089778273,444894.94910221733
425,1.0,417784.95999999996,352927.16,482642.76,326062.17961431824,509507.7403856817
426,1.0,361684.76,350085.96,373283.56,345281.579732747,378087.940267253
427,1.0,386985.16000000003,374007.56,399962.76,368632.0620729469,405338.25792705314
428,1.0,446201.95999999996,445161.56,447242.36,444730.612209707,447673.30779029295
429,1.0,325265.16000000003,279924.76,370605.56,261144.151396579,389386.1686034211
430,1.0,449082.95999999996,430883.56,467282.36,423345.1216929471,474820.7983070528
431,1.0,262525.95999999996,237847.56,287204.36,227625.4320223318,297426.4879776681
432,1.0,280703.16000000003,272245.96,289160.36,268742.8730602983,292663.44693970174
