n,sparsity,seed,solution_most,value_most,solution_lowest,value_lowest,annealer_tte
453,1.0,111,001111001110111101100100011000011101101011010101011010101100010011110111010010011010001101000001001011111011000101111010000000010100110100011000100001111011110011000000001101001001001101001011000100011000000111010001010111011111111001101000100000000001001101111001010001111101000011011100001001100110011110100000001010000010000001110111001010100010110100110010001110000111001011111011000110010010001000110110101011010110001001011100110010111010100001110,-11760.92,001111001110111101100100011000011101101011010101011010101100010011110111010010011010001101000001001011111011000101111010000000010100110100011000100001111011110011000000001101001001001101001011000100011000000111010001010111011111111001101000100000000001001101111001010001111101000011011100001001100110011110100000001010000010000001110111001010100010110100110010001110000111001011111011000110010010001000110110101011010110001001011100110010111010100001110,-11760.92,12.954
454,1.0,111,0111110100010100001110111010011000000101011001100010100100111111111111011001101001100101001011111101100101001001001111111001111101010111101011001010100001000111100110100101110101101000011100011110100111111110100101001000011001101011100111111000111110100011100001101101100100011111110001000110010110000100101000110011000110110001100000011000110011011010001010010000100001011100001000111000011100101010110110101111111011111101111111100010010011110111101000,-11696.58,0111110100010100001110111010011000000101011001100010100100111111111111011001101001100101001011111101100101001001001111111001111101010111101011001010100001000111100110100101110101101000011100011110100111111110100101001000011001101011100111111000111110100011100001101101100100011111110001000110010110000100101000110011000110110001100000011000110011011010001010010000100001011100001000111000011100101010110110101111111011111101111111100010010011110111101000,-11696.58,12.5277
455,1.0,111,10000010111010011010000000010011100111101001110000101101011010000101101110101001001010110011100010010100101000100100000101001010001100110000111110111001011000011101111001000111101100010000100001011110000001101100101001001001001001000110101000001100011111010111001011001010001101000010010011111011011111100111010111110000000000111111000001010111110111011101100101111010010101001100000010110010001010010100110011010011001100000010010101010011110011000001110,-11757.14,10000010111010011010000000010011100111101001110000101101011010000101101110101001001010110011100010010100101000100100000101001010001100110000111110111001011000011101111001000111101100010000100001011110000001101100101001001001001001000110101000001100011111010111001011001010001101000010010011111011011111100111010111110000000000111111000001010111110111011101100101111010010101001100000010110010001010010100110011010011001100000010010101010011110011000001110,-11757.14,10.2829
456,1.0,111,101001100001110001101000000110011111101000011100011111101111101000110010110011011000111001011010100101011011111000100010100111110001111001111110101001110000110101001001011011110101011111011100101101101011000011100011010001110010101011011000000101000110011011110010100010001101000101100110101110110110011001110001001100100100110111011000010010110000000111111111000001111101111010101111101000100010101111111100110100110001001001110001110110111111011100001001,-11732.64,101001100001110001101000000110011111101000011100011111101111101000110010110011011000111001011010100101011011111000100010100111110001111001111110101001110000110101001001011011110101011111011100101101101011000011100011010001110010101011011000000101000110011011110010100010001101000101100110101110110110011001110001001100100100110111011000010010110000000111111111000001111101111010101111101000100010101111111100110100110001001001110001110110111111011100001001,-11732.64,10.4149
457,1.0,111,0100001101101111101000010000001111100100001011101010000101110010000001000011011001111100011011100100000101100110000001000110110110101011011111001000011110001011011101000111111111000001101111110111100000001011101011011111111011110100010111011011110110000010111001010011111010000101010101101011110010001011011001111111000011011101001001101001000111111111110000001110101111100110101010001011110011111001000110011110000111101001110111101011110000001000100011110,-11717.4,0100001101101111101000010000001111100100001011101010000101110010000001000011011001111100011011100100000101100110000001000110110110101011011111001000011110001011011101000111111111000001101111110111100000001011101011011111111011110100010111011011110110000010111001010011111010000101010101101011110010001011011001111111000011011101001001101001000111111111110000001110101111100110101010001011110011111001000110011110000111101001110111101011110000001000100011110,-11717.4,14.3009
458,1.0,111,11110001001001001111111000011000010000001010011111000110110011101000101101111010101111110110101111011100011101010100111011100110111111000000111110011101000111101000100001100011001000101101111000110111100110010111010100000011000011001000010101110000111101011100101011110011110000111100110000011100100111111101001001101001100100100000100011100001000010001100111011011000101010110001011101000000001110100101001000111000101010011011111110101011001110011010101101,-11763.81,11110001001001001111111000011000010000001010011111000110110011101000101101111010101111110110101111011100011101010100111011100110111111000000111110011101000111101000100001100011001000101101111000110111100110010111010100000011000011001000010101110000111101011100101011110011110000111100110000011100100111111101001001101001100100100000100011100001000010001100111011011000101010110001011101000000001110100101001000111000101010011011111110101011001110011010101101,-11763.81,20.3077
459,1.0,111,110001111001101001001111000000111011111000011101111000010111100000101001000011011110010100111110111000000010110000111000010001010011010111110000011110001010110101111010101111111101110100001100111001000001101101001000001011001001101011110001011000111100111111101101001011001011111000000010010101010110011001010111000000100110111001100101010101010100101111110000001000111011101011100100001111000101001011100001010000100100010011001111111111011011110000111000011,-11683.68,110001111001101001001111000000111011111000011101111000010111100000101001000011011110010100111110111000000010110000111000010001010011010111110000011110001010110101111010101111111101110100001100111001000001101101001000001011001001101011110001011000111100111111101101001011001011111000000010010101010110011001010111000000100110111001100101010101010100101111110000001000111011101011100100001111000101001011100001010000100100010011001111111111011011110000111000011,-11683.68,12.4792
460,1.0,111,1011110001101101011001100111101000010110010111010111111011111110101000010100000110010011011011110001100111110101001001011010111011110001100000101101000000011111110111000000011000100011101111011010011101100010011000001000001110001110101000001110110101100111110011111100001001101001111101000110101111011100001101000100110111000000011100110100011001000010011101110000110011010001101010100100101100010111100001101111100010000000001110010101110100110000100001101110,-11717.21,1011110001101101011001100111101000010110010111010111111011111110101000010100000110010011011011110001100111110101001001011010111011110001100000101101000000011111110111000000011000100011101111011010011101100010011000001000001110001110101000001110110101100111110011111100001001101001111101000110101111011100001101000100110111000000011100110100011001000010011101110000110011010001101010100100101100010111100001101111100010000000001110010101110100110000100001101110,-11717.21,10.5001
461,1.0,111,00000010111000101001001011000110010001010110001100001011001010110110010101111110001100101010111000100110110000101101011010111010000111000001010000001111000011110011000111110001001000001110011010001111101001111110111100000011010101010001011000110010001110110010011010011001111111111101000010100001000010100110110111010001101110000010001001010110010111101100000001001010011101110000000001100010100101000001010001010110110010100101010010001100001011111001100010110,-11726.92,00000010111000101001001011000110010001010110001100001011001010110110010101111110001100101010111000100110110000101101011010111010000111000001010000001111000011110011000111110001001000001110011010001111101001111110111100000011010101010001011000110010001110110010011010011001111111111101000010100001000010100110110111010001101110000010001001010110010111101100000001001010011101110000000001100010100101000001010001010110110010100101010010001100001011111001100010110,-11726.92,9.7688
462,1.0,111,001111001001110001001000111111111011111101010101010110101010011100110011010000011000101000111111001110001001110101101011110001010110001111100100100100000100001111010110100000100001000000100101100001000011011101000000101101101001111111000010000100110110011110111101010011101110000010000011010011000100111100011101010100100000010011010100100011000100011101011110101111101111100011101110010110011110110111010000000011110000001001011000010001100010110010111011010110,-11779.09,001111001001110001001000111111111011111101010101010110101010011100110011010000011000101000111111001110001001110101101011110001010110001111100100100100000100001111010110100000100001000000100101100001000011011101000000101101101001111111000010000100110110011110111101010011101110000010000011010011000100111100011101010100100000010011010100100011000100011101011110101111101111100011101110010110011110110111010000000011110000001001011000010001100010110010111011010110,-11779.09,10.4014
463,1.0,111,0011100011100010111001110011100000011110100101010101101011111010001110001101010000100101100101101010111011110101100100110001001000010001001110010011110100011110000100001001000100000100000011010001010010110101101100000100100110111110101110100011010111111111111110000101010101101010000001000001000011000110010110000110101001000000110111011000100110000100001101100101011110010101011000110101110101001110111100111111001001010000011010000010111101100111111100001100110,-11732.46,0011100011100010111001110011100000011110100101010101101011111010001110001101010000100101100101101010111011110101100100110001001000010001001110010011110100011110000100001001000100000100000011010001010010110101101100000100100110111110101110100011010111111111111110000101010101101010000001000001000011000110010110000110101001000000110111011000100110000100001101100101011110010101011000110101110101001110111100111111001001010000011010000010111101100111111100001100110,-11732.46,10.416
464,1.0,111,00011110101010000000111011110110000011010111011110111100100011011101110010010011010010110010111100110100110100111110101110001000001110000001011011101010011100110100000101001111100000100100001101001010100100111011101000100011010000011001011010000011100110010010101010010000000000010010010111011000001110111100010000001111001110000001000110110100010101100010101110001101010011010001100001110001101110011101101001011010110011101101111000100110000101101011001100011001,-11790.5,00011110101010000000111011110110000011010111011110111100100011011101110010010011010010110010111100110100110100111110101110001000001110000001011011101010011100110100000101001111100000100100001101001010100100111011101000100011010000011001011010000011100110010010101010010000000000010010010111011000001110111100010000001111001110000001000110110100010101100010101110001101010011010001100001110001101110011101101001011010110011101101111000100110000101101011001100011001,-11790.5,27.6517
465,1.0,111,000011101110100100100011001100100100110001111010100111001101101011101100000000111100010010100110101101011111000010110010000000100111100110111111100100000101011011000001010110011010001001101000010110101001001011101011001000010100000010000100001111011010101011100110110000011000000110110100010001111011001000100000011111000011001100100011101111000111011001001010100001010011010100100100111000011000011010010000010100101000111011011010111101010001011100111000010111111,-11734.65,000011101110100100100011001100100100110001111010100111001101101011101100000000111100010010100110101101011111000010110010000000100111100110111111100100000101011011000001010110011010001001101000010110101001001011101011001000010100000010000100001111011010101011100110110000011000000110110100010001111011001000100000011111000011001100100011101111000111011001001010100001010011010100100100111000011000011010010000010100101000111011011010111101010001011100111000010111111,-11734.65,10.1216
466,1.0,111,0110000100010001111111110001100111110010100010001100001101110010001010011110110000101100100100100101101000101100000101010010001111000010110111000011010110001100001111001011000001011101100111000011010101001100110101011001110010011110111000110010110011101101110101010010111011111110010110110010011111000101001111111010000011001101011011100100101110100101111111010111001011111011011000111100110011000011101101110110000000010001111100000111111011110100111001000111011100,-11784.51,0110000100010001111111110001100111110010100010001100001101110010001010011110110000101100100100100101101000101100000101010010001111000010110111000011010110001100001111001011000001011101100111000011010101001100110101011001110010011110111000110010110011101101110101010010111011111110010110110010011111000101001111111010000011001101011011100100101110100101111111010111001011111011011000111100110011000011101101110110000000010001111100000111111011110100111001000111011100,-11784.51,14.3798
467,1.0,111,10000010010110100101010010000101100100110100100011100010100000010000000001100010100100110111011001101010110011101110110010001110001010101000110010000110001100101101011011101100000001010011000100010000010100001001111000011101101001110101100000011111001011001000011110110001011101110001100000101010011111010000110000000111001010111000100101111110101010111011001000011010110001001111100011010000000010110011111100000001100100100001110110011110010101100000100100111110101,-11846.02,10000010010110100101010010000101100100110100100011100010100000010000000001100010100100110111011001101010110011101110110010001110001010101000110010000110001100101101011011101100000001010011000100010000010100001001111000011101101001110101100000011111001011001000011110110001011101110001100000101010011111010000110000000111001010111000100101111110101010111011001000011010110001001111100011010000000010110011111100000001100100100001110110011110010101100000100100111110101,-11846.02,11.0664
468,1.0,111,001110110001000001101101001110111000100011110010010011010110010000010010111110110011000111011011001101010111110101111010010000100110101110011111110001100010000100101100110010111110010000111100011101000111101011000010111101111010010001111111101010011001110111111011110110010100001111011000101000110001110110101010100000001000001010110000110111100100110101100101000100101000100111111011101001111001111000100010101010010010110011111110001010011001101001110011010011001000,-11854.13,001110110001000001101101001110111000100011110010010011010110010000010010111110110011000111011011001101010111110101111010010000100110101110011111110001100010000100101100110010111110010000111100011101000111101011000010111101111010010001111111101010011001110111111011110110010100001111011000101000110001110110101010100000001000001010110000110111100100110101100101000100101000100111111011101001111001111000100010101010010010110011111110001010011001101001110011010011001000,-11854.13,19.3004
469,1.0,111,1000010110010100101111000101100110011010110111001011110011011110100111001001110111010111101000001001111101101110100000011001111110010000100011110110000111011001100101001101010101001110010011110111101110011001000110001100100111111110111010110101010001000011110001000000010010111111001001010100010100010010010111111100001011111011110011000111100010111111100101100100110011001000110000001101100000101010010010101111100101000000001001011101011011101101110100001011010111101,-11840.0,1000010110010100101111000101100110011010110111001011110011011110100111001001110111010111101000001001111101101110100000011001111110010000100011110110000111011001100101001101010101001110010011110111101110011001000110001100100111111110111010110101010001000011110001000000010010111111001001010100010100010010010111111100001011111011110011000111100010111111100101100100110011001000110000001101100000101010010010101111100101000000001001011101011011101101110100001011010111101,-11840.0,17.5705
470,1.0,111,10100000011010000111001001010000011001000010111111110011010011000110001101000011100011111100111011011010101100000110110110110101101111101111000100001110001011011111100001010111000110011011100010100011000001001011010101101000000000000011011000001001000111000111110001111110011000000000011110001101101011101110010001110010001001010010011110110001001001101110100000110111001101010011011000110010011100001101010111011100111110010101101110011011111100101000110011100111110010,-11893.17,10100000011010000111001001010000011001000010111111110011010011000110001101000011100011111100111011011010101100000110110110110101101111101111000100001110001011011111100001010111000110011011100010100011000001001011010101101000000000000011011000001001000111000111110001111110011000000000011110001101101011101110010001110010001001010010011110110001001001101110100000110111001101010011011000110010011100001101010111011100111110010101101110011011111100101000110011100111110010,-11893.17,10.3762
471,1.0,111,100001010110110111000010100111000110100101111110111010010011101111111011101111100011011001011100001111000001000000000001001101000011001001110000100000001100100001011101001101101001001011110110110000011000110110011011111001100001000110100111101110100011011000101110110010100011111000111111111101110100101101100111011110111010010000000011110011100010111011101100111000000001010111000000010011100111100011010001110001001011110001011111110101011010101101011000111011001101000,-11929.43,100001010110110111000010100111000110100101111110111010010011101111111011101111100011011001011100001111000001000000000001001101000011001001110000100000001100100001011101001101101001001011110110110000011000110110011011111001100001000110100111101110100011011000101110110010100011111000111111111101110100101101100111011110111010010000000011110011100010111011101100111000000001010111000000010011100111100011010001110001001011110001011111110101011010101101011000111011001101000,-11929.43,549.0034
472,1.0,111,0101110110011100100110001011111111011111000110111101111100010011010001100100000110100100110011000101101111001011000011010000111101001010001101010110010010000101001001110101000001001101011000011000101001011111000011100001101111101111010010100101101111011001001001010101110001000111111001001000100011101101000001110101011101110011111001100110010001010101011101001100010101011000111010001010000110000111101101100111111100000001001100001011110101110110110000011111001110001101,-12045.03,0101110110011100100110001011111111011111000110111101111100010011010001100100000110100100110011000101101111001011000011010000111101001010001101010110010010000101001001110101000001001101011000011000101001011111000011100001101111101111010010100101101111011001001001010101110001000111111001001000100011101101000001110101011101110011111001100110010001010101011101001100010101011000111010001010000110000111101101100111111100000001001100001011110101110110110000011111001110001101,-12045.03,14.7582
473,1.0,111,10100001010111000011000100011010001110100001101011011000110101100110000011100011011011100000010001111010101010001110110001000001001010111001111010111100000101111010110001111011000100110001110110011010110111100100010100111010100011100000001001110000001011100110110001000100110010010100110000011010010011010101101010111111001101011101011001000000010111001101101110001010001101010110011001010010101000011000101001111000011101000011101101011100011001100010100100101110010111010,-11960.19,10100001010111000011000100011010001110100001101011011000110101100110000011100011011011100000010001111010101010001110110001000001001010111001111010111100000101111010110001111011000100110001110110011010110111100100010100111010100011100000001001110000001011100110110001000100110010010100110000011010010011010101101010111111001101011101011001000000010111001101101110001010001101010110011001010010101000011000101001111000011101000011101101011100011001100010100100101110010111010,-11960.19,26.4807
474,1.0,111,110111100110000010000100111011011110010110101101001101010010101111001101001111001011100111110101001101010101000110000001011010000101110111100011010101001000001001010111111011101110110011110111011011000010010101111001110001110110110111001101111000101101100000001010101010011011011001010110001001101011010111101101010110011100100000011001100111111001111100001101111101000011000000101001101001011111100001111011110000111001101110101011111111101010110111100110101110001010001000,-11976.38,110111100110000010000100111011011110010110101101001101010010101111001101001111001011100111110101001101010101000110000001011010000101110111100011010101001000001001010111111011101110110011110111011011000010010101111001110001110110110111001101111000101101100000001010101010011011011001010110001001101011010111101101010110011100100000011001100111111001111100001101111101000011000000101001101001011111100001111011110000111001101110101011111111101010110111100110101110001010001000,-11976.38,21.1561
475,1.0,111,0110000101101011001000010101001001010010000111111101001011011110110110011100011000010001000001101100101010110000111011000011001010110001110011001110000101001010010011000100101001010101101111010001111100001110010001100010111000001010101100100000110000000101110010000010110000010001010010110111101100011000101010111011001000101001000101000111010001000010101101111011100101010000110011111101111000110011110110000010011011000011011011000111011010011010010011000011101000010001001,-11987.41,0110000101101011001000010101001001010010000111111101001011011110110110011100011000010001000001101100101010110000111011000011001010110001110011001110000101001010010011000100101001010101101111010001111100001110010001100010111000001010101100100000110000000101110010000010110000010001010010110111101100011000101010111011001000101001000101000111010001000010101101111011100101010000110011111101111000110011110110000010011011000011011011000111011010011010010011000011101000010001001,-11987.41,11.4029
476,1.0,111,10100100110110011011011000010011110110101101110111011110111011101110000010011011110001110011100000001110011010100100100101010100001111100001110110100100000000101110000011010001000100100110101101111000000100110110001010101111000010000101000110101000001011110110011011001000100001011011100010111010010000110100100101100111111111000010000010011010111001011101011001001111001101001111111010110010000011101000000010010111100100100100011111011001101000011111100001100100111011111010,-12011.76,10100100110110011011011000010011110110101101110111011110111011101110000010011011110001110011100000001110011010100100100101010100001111100001110110100100000000101110000011010001000100100110101101111000000100110110001010101111000010000101000110101000001011110110011011001000100001011011100010111010010000110100100101100111111111000010000010011010111001011101011001001111001101001111111010110010000011101000000010010111100100100100011111011001101000011111100001100100111011111010,-12011.76,18.1565
477,1.0,111,011000010101111001010001110111111111101101010011110000101001110101000010111101110010001111101000111110011100101001101110001001110011000100000100001100000100101100000100010100010111001000010100101000100101101100100101011010100011000111001010111000100001010000110101001011000100110101111001111000101111101011000011110101110011011110110111101010101101000110110110100010010101010001110110100110101000010001010011001010100101000000100110010000100010010010010100010100011110110101100,-11996.93,011000010101111001010001110111111111101101010011110000101001110101000010111101110010001111101000111110011100101001101110001001110011000100000100001100000100101100000100010100010111001000010100101000100101101100100101011010100011000111001010111000100001010000110101001011000100110101111001111000101111101011000011110101110011011110110111101010101101000110110110100010010101010001110110100110101000010001010011001010100101000000100110010000100010010010010100010100011110110101100,-11996.93,18.3188
478,1.0,111,1111111110011100111110000010100110001100110001110010011011011110110011001000000011111111100110011101001111111011010001100100010001010010000111001111000011000010101101001000010100111010011010000001010110111101101101000010111111010010111001100010010001101001010100101111101000101111111001001100101000001000010111110011000000001101111100111010111000111011000000101101110000111000111111111111110111000011101001111001010101101111100011111000000111101110101000000101011101110001101101,-11931.58,1111111110011100111110000010100110001100110001110010011011011110110011001000000011111111100110011101001111111011010001100100010001010010000111001111000011000010101101001000010100111010011010000001010110111101101101000010111111010010111001100010010001101001010100101111101000101111111001001100101000001000010111110011000000001101111100111010111000111011000000101101110000111000111111111111110111000011101001111001010101101111100011111000000111101110101000000101011101110001101101,-11931.58,13.6793
479,1.0,111,10111110011010001100011110111100001100111111000111101000101011110100001010101111101110000100000100110110000100011100001100101011011110011101101101000101000001110111010011010110011111001101011011000010100000000000000110001010001101110000001101001110000111100011110001001101101001010001111000011000111110111010000110100010110010111000011101000111000100000111001111101001000101011001001110011101110010100101100011101100101001000101111111101000010111110001111110000011100010110011100,-12062.96,10111110011010001100011110111100001100111111000111101000101011110100001010101111101110000100000100110110000100011100001100101011011110011101101101000101000001110111010011010110011111001101011011000010100000000000000110001010001101110000001101001110000111100011110001001101101001010001111000011000111110111010000110100010110010111000011101000111000100000111001111101001000101011001001110011101110010100101100011101100101001000101111111101000010111110001111110000011100010110011100,-12062.96,30.1335
480,1.0,111,101001010001010110111000010110011001101000111111010101101100110010110000010100101001011000111110010110111111111001011100110101001011101100100100100101110010000000110101000010011110011101111101011011010111110111100100001001011000110001010010011101010000110111010010101110000110110110101000100100100000100111111111110100110010010000111001111010011000110111111010110101101000111101011010110001100010010010000110110101010000010110100001000110011111111001110111011010001111101000010111,-12044.82,101001010001010110111000010110011001101000111111010101101100110010110000010100101001011000111110010110111111111001011100110101001011101100100100100101110010000000110101000010011110011101111101011011010111110111100100001001011000110001010010011101010000110111010010101110000110110110101000100100100000100111111111110100110010010000111001111010011000110111111010110101101000111101011010110001100010010010000110110101010000010110100001000110011111111001110111011010001111101000010111,-12044.82,20.9343
481,1.0,111,0000010110101101101010110001001001000000010000110011001101111010111011001001010110001010001110001110101010100010000001101010011000011000010100011101010110000010001001010100110011010111111011001001100110101011110011000010010001000010000001100100000001001001011100101110101000110000000111100011000001110010110110110010010001110100001010001001111001101010100001000110001101111100000000011111000010001011101000001110010000111010111001100000111111011010100110110101000001111011001001010,-12075.1,0000010110101101101010110001001001000000010000110011001101111010111011001001010110001010001110001110101010100010000001101010011000011000010100011101010110000010001001010100110011010111111011001001100110101011110011000010010001000010000001100100000001001001011100101110101000110000000111100011000001110010110110110010010001110100001010001001111001101010100001000110001101111100000000011111000010001011101000001110010000111010111001100000111111011010100110110101000001111011001001010,-12075.1,17.95
482,1.0,111,10100000000110000101100011111101101110110001011011001001001000011110110011010010001111011101110001111010110110100011111110001110001001011000101100001010011111110101101011000000000110010001000101000000110101011010010100011101000010010100001001100110101110010010001010000000011000001111100101001110100011010010100100011110001001000001101111000100100110011111100110010010000111111110111101001110101001100110010011110111111100001000100101100111010011111101111011010000101110011110010100,-12020.21,10100000000110000101100011111101101110110001011011001001001000011110110011010010001111011101110001111010110110100011111110001110001001011000101100001010011111110101101011000000000110010001000101000000110101011010010100011101000010010100001001100110101110010010001010000000011000001111100101001110100011010010100100011110001001000001101111000100100110011111100110010010000111111110111101001110101001100110010011110111111100001000100101100111010011111101111011010000101110011110010100,-12020.21,17.2
483,1.0,111,000000101110011101100100011000011000000011110010001100101110001010010111100000010000110011110101011000111110010010110011111000011000100001101010110011011001000100110111100101111011001111101001000100011010000001011101001100110101101011001110110100000111000101001011001001110010100100001100000101100101011111110100000110001000110111100011010011000010000111001011101010001001010010111101010001001101000000111001100000110100110001110100101010000000001000110100100010101100100010100011000,-12147.8,000000101110011101100100011000011000000011110010001100101110001010010111100000010000110011110101011000111110010010110011111000011000100001101010110011011001000100110111100101111011001111101001000100011010000001011101001100110101101011001110110100000111000101001011001001110010100100001100000101100101011111110100000110001000110111100011010011000010000111001011101010001001010010111101010001001101000000111001100000110100110001110100101010000000001000110100100010101100100010100011000,-12147.8,63.5325
484,1.0,111,0001100011100010010001001111111110000101110011100011010010111001001010001111001110111110011010001110100111000111111100010010011001110111110110001010100101111100101010011000110111001101111000110000101110100111000011110010010110010111011011101000001100011111101101011111000101010011010100011111110011001110011001001111101010100100111111101100000101010001010000100011011000000001001111000010110110111010011101101011101100111010010000001101001100001100000000010111100001001110110110110110,-12199.14,0001100011100010010001001111111110000101110011100011010010111001001010001111001110111110011010001110100111000111111100010010011001110111110110001010100101111100101010011000110111001101111000110000101110100111000011110010010110010111011011101000001100011111101101011111000101010011010100011111110011001110011001001111101010100100111111101100000101010001010000100011011000000001001111000010110110111010011101101011101100111010010000001101001100001100000000010111100001001110110110110110,-12199.14,35.4623
485,1.0,111,10001010101010110111110001100011111011001111101010010000110111101100011100100000000000101000011101110010111000000011000010111001000111010111000100001101100101110000001010100010001010101000100101010010010000101100110000101011010010101101110001001100111000110110110011100010100000100100000000100111000100001011010001010001110001000101111110101100110011010000111000111110110111101101110001100000100000000001101011000101000111001000100110011000110010111101100010101011011101110100100011111,-12064.92,10001010101010110111110001100011111011001111101010010000110111101100011100100000000000101000011101110010111000000011000010111001000111010111000100001101100101110000001010100010001010101000100101010010010000101100110000101011010010101101110001001100111000110110110011100010100000100100000000100111000100001011010001010001110001000101111110101100110011010000111000111110110111101101110001100000100000000001101011000101000111001000100110011000110010111101100010101011011101110100100011111,-12064.92,20.267
486,1.0,111,101100100111110000100000010100011111111000011111011100001110110001010010110001000101000010001000111101101110101100101001010001011111001110100110110100001111010011010111001011011000110001111100011111111011000101110111000011011000111011001010000111010101010111000010101100001111110101010010110010010001100010010101110100111110101011101111000001111000100110110010100001010110010001101111110111010111110101110101011101111101010001110001101101011101001101101100111100110011111010100000111100,-12087.4,101100100111110000100000010100011111111000011111011100001110110001010010110001000101000010001000111101101110101100101001010001011111001110100110110100001111010011010111001011011000110001111100011111111011000101110111000011011000111011001010000111010101010111000010101100001111110101010010110010010001100010010101110100111110101011101111000001111000100110110010100001010110010001101111110111010111110101110101011101111101010001110001101101011101001101101100111100110011111010100000111100,-12087.4,14.2725
487,1.0,111,0001010111111100100100111000110001101001000011100000110010101101101010010011001001111011000101001001111001001101110010001011111000110110010101101110101001111111110100010111100111110000111001110000110100101101110010110110010000110011101101111000001100001110000001001101001100110011111100110101101010001110001010110010011111110001100011100100111100011010001000111110010111010010000111000111110111000110000101000111110011101010010011000011011010011000110001010110000111101110110111001110000,-12181.96,0001010111111100100100111000110001101001000011100000110010101101101010010011001001111011000101001001111001001101110010001011111000110110010101101110101001111111110100010111100111110000111001110000110100101101110010110110010000110011101101111000001100001110000001001101001100110011111100110101101010001110001010110010011111110001100011100100111100011010001000111110010111010010000111000111110111000110000101000111110011101010010011000011011010011000110001010110000111101110110111001110000,-12181.96,19.0985
488,1.0,111,11010001110111100010011101000010010111101001110101001000110100001110010001111101000100010100000000101110011110011110100011101011000010011110100011000101001101001100011010011001000011101000100100111010101011100100100011111000111000000000000101111100011000101111011000000110110010010100111100101000011110010011111000001010111010101111101101100100010110101111001110100010000001010000010010001111001011000101001101001110100100000001101101111011111111111011001001100101011011000011001100000111,-12207.79,11010001110111100010011101000010010111101001110101001000110100001110010001111101000100010100000000101110011110011110100011101011000010011110100011000101001101001100011010011001000011101000100100111010101011100100100011111000111000000000000101111100011000101111011000000110110010010100111100101000011110010011111000001010111010101111101101100100010110101111001110100010000001010000010010001111001011000101001101001110100100000001101101111011111111111011001001100101011011000011001100000111,-12207.79,17.3192
489,1.0,111,111101101110010010010010110101111110110100011110100101001001010111100000101000010111010001001010111101001101001111001000001010011110110111101110100011011011111111000010111010000111010110000000000010100100001000010101010101010000100111111100110000101110110010100010101101110011010101011011101100001111001111000101111101011111111101100010111100011110110111001011111000000010000010110111010000010110100101000011000111110111101100110101101110100010111101011001111000100101000010100101111000100,-12281.37,111101101110010010010010110101111110110100011110100101001001010111100000101000010111010001001010111101001101001111001000001010011110110111101110100011011011111111000010111010000111010110000000000010100100001000010101010101010000100111111100110000101110110010100010101101110011010101011011101100001111001111000101111101011111111101100010111100011110110111001011111000000010000010110111010000010110100101000011000111110111101100110101101110100010111101011001111000100101000010100101111000100,-12281.37,27.636
490,1.0,111,0100100001100001010001101010111000011011010010101101001010010001110001000101011110001010010111110110111010010010101000000110100010000010110110010000110110111110000001011101100110100100111100010010010100000110100111110101100011010111001110100111011100100011100100010110001001111101110101011000111011111100011111011111011101000111100101000111001111111010011110100010000101000111101010010110110010110101011000110100111011010011001001100101110001100110011011011110110111010011010011100010100011,-12307.16,0100100001100001010001101010111000011011010010101101001010010001110001000101011110001010010111110110111010010010101000000110100010000010110110010000110110111110000001011101100110100100111100010010010100000110100111110101100011010111001110100111011100100011100100010110001001111101110101011000111011111100011111011111011101000111100101000111001111111010011110100010000101000111101010010110110010110101011000110100111011010011001001100101110001100110011011011110110111010011010011100010100011,-12307.16,31.7679
491,1.0,111,11110011010001110101001111000100011110111111011011101011001101010000011010000011010010000110001000010110000001010011011001100101010001111110101100101000011000010001000101100110111111111101000011100011010011010001000000011110011001110010001101111111101100001000111010001110100110111010000001110110111100001101111001101111011011101011001010110101000111100111100000111010001001010011101000011111110100001001100111011000111101010110001101100010111110011111111110010010101101101011010110010110010,-12261.99,11110011010001110101001111000100011110111111011011101011001101010000011010000011010010000110001000010110000001010011011001100101010001111110101100101000011000010001000101100110111111111101000011100011010011010001000000011110011001110010001101111111101100001000111010001110100110111010000001110110111100001101111001101111011011101011001010110101000111100111100000111010001001010011101000011111110100001001100111011000111101010110001101100010111110011111111110010010101101101011010110010110010,-12261.99,22.2201
492,1.0,111,111100111011111000101001000010111111111010111000010010100110000001100110101011110001111111110000000100000111100111111100000110100100000110001000111010111111011110001101010000110110011101101000010100011011101100110000110100110100011011011001110100010010001011011000000010110010000011001010010100000101000110010011000000010110101000000110010100000111000101010001000111110100101011000011000110011100001001011110000010111011010110000100010101110000111111011101001110100110001001001100000000100110,-12224.46,111100111011111000101001000010111111111010111000010010100110000001100110101011110001111111110000000100000111100111111100000110100100000110001000111010111111011110001101010000110110011101101000010100011011101100110000110100110100011011011001110100010010001011011000000010110010000011001010010100000101000110010011000000010110101000000110010100000111000101010001000111110100101011000011000110011100001001011110000010111011010110000100010101110000111111011101001110100110001001001100000000100110,-12224.46,14.4913
