n,sparsity,mean,min,max,lower,upper
123,0.0,402.15700000000004,398.3179,405.9961,396.7276927126935,407.58630728730657
123,0.5,282.249725,159.242,358.3344,192.2262932850894,372.2731567149106
123,1.0,6.643866666666667,6.0992,7.3523,6.00146527864409,7.286268054689244
124,0.0,251.81725,210.5019,293.1326,193.38852169580875,310.2459783041913
124,0.5,214.85385,145.5466,345.9718,120.89251007761492,308.81518992238506
124,1.0,7.1142666666666665,6.057,9.0526,5.433310482427073,8.79522285090626
125,0.0,339.53925,98.3108,580.7677,-1.6092956202400615,680.68779562024
125,0.5,228.7845,196.3496,271.7669,192.6289984037929,264.9400015962071
125,1.0,6.718733333333334,6.1157,7.4019,6.071899797303132,7.365566869363535
126,0.0,253.8279,216.7723,290.8835,201.4233679181275,306.2324320818725
126,0.5,220.00942500000002,136.7183,361.17,120.29356779018023,319.7252822098198
126,1.0,6.6778,6.2424,7.476,5.985586073529289,7.370013926470712
127,0.0,211.2442,119.1239,303.3645,80.96642237012176,341.5219776298783
127,0.5,329.105075,266.0641,418.7803,264.3175606414255,393.8925893585745
127,1.0,6.572933333333332,6.1057,7.4803,5.787013933309811,7.358852733356854
128,0.0,295.6548,95.6421,495.6675,12.794127013138848,578.5154729868611
128,0.5,365.51007500000003,139.3081,775.2278,84.43155402582602,646.588595974174
128,1.0,7.4911,6.0189,10.1991,5.142926403350895,9.839273596649106
129,0.0,520.71595,214.1014,827.3305,87.09749496907654,954.3344050309236
129,0.5,396.488875,232.4686,610.636,214.0871891955577,578.8905608044423
129,1.0,7.647566666666666,6.1162,10.5566,5.127098034976653,10.16803529835668
130,0.0,598.6745999999999,180.8871,1016.4621,7.833851310050477,1189.5153486899494
130,0.5,510.394975,211.223,658.5263,302.6937240172584,718.0962259827415
130,1.0,7.5562,6.2471,9.2937,5.988370988277102,9.124029011722898
131,0.0,646.40125,378.9676,913.8349,268.1929551350606,1024.6095448649394
131,0.5,367.55545,127.6785,718.7723,117.78454525830807,617.326354741692
131,1.0,7.605166666666666,6.3974,9.8648,5.646714904857523,9.56361842847581
132,0.0,589.0786,147.5832,1030.574,-35.29018240533446,1213.4473824053346
132,0.5,357.455175,157.8202,799.9393,53.75720614683854,661.1531438531615
132,1.0,7.241433333333333,6.08,9.5215,5.26672171810104,9.216144948565626
133,0.0,447.64045000000004,190.9813,704.2996,84.66959916284941,810.6113008371507
133,0.5,358.544175,241.9475,553.7458,214.79035053937622,502.29799946062377
133,1.0,6.505966666666667,6.08,6.9784,6.054967771619979,6.956965561713354
134,0.0,407.82695,221.3473,594.3066,144.10489986341207,671.5490001365879
134,0.5,234.9117,98.8232,373.615,122.05303577321882,347.77036422678117
134,1.0,6.4883,6.2087,6.981,6.060315736270596,6.916284263729404
135,0.0,343.2806,132.8298,553.7314,45.65822442773225,640.9029755722677
135,0.5,253.9477,100.5125,442.6377,111.13279715605071,396.76260284394925
135,1.0,6.900133333333334,6.1974,8.3004,5.687464040684537,8.11280262598213
136,0.0,408.96335,135.8982,682.0285,22.790911458556423,795.1357885414436
136,0.5,221.66426666666666,173.7107,275.504,170.51297929534692,272.81555403798643
136,1.0,9.026166666666667,6.099,12.4134,5.843925657042579,12.208407676290754
137,0.0,733.5333499999999,609.5168,857.5499,558.1474630312789,908.919236968721
137,0.5,381.8224333333333,237.0269,564.4274,214.87951857860847,548.7653480880582
137,1.0,8.206766666666667,6.9703,10.469,6.244784667938511,10.168748665394823
138,0.0,657.44605,288.9046,1025.9875,136.24973311335418,1178.642366886646
138,0.5,339.5193,168.8646,620.6741,94.18145100891996,584.8571489910801
138,1.0,8.5343,6.1879,12.7934,4.839442285554152,12.229157714445847
139,0.0,418.71915,273.713,563.7253,213.64948604249267,623.7888139575074
139,0.5,347.9703,302.0117,422.5467,282.80585099688176,413.13474900311826
139,1.0,7.534400000000001,6.199,9.8207,5.545094636311459,9.523705363688542
140,0.0,355.09529999999995,173.6909,536.4997,98.55073724584611,611.6398627541538
140,0.5,374.6938666666667,302.1716,449.8989,300.79368588838076,448.5940474449526
140,1.0,6.962733333333333,6.0644,8.5005,5.62471164317531,8.300755023491357
141,0.0,422.7148,161.2422,684.1874,52.93670289104466,792.4928971089554
141,0.5,554.0399333333334,179.1872,1026.0514,122.32867808555392,985.7511885811127
141,1.0,8.522433333333334,6.2455,10.6956,6.295569362783418,10.74929730388325
142,0.0,313.02395,202.3666,423.6813,156.53082485373358,469.51707514626645
142,0.5,566.5233333333333,234.1562,1028.7928,153.58533112359078,979.4613355430758
142,1.0,7.166799999999999,6.5749,8.2878,6.195477854674361,8.138122145325637
143,0.0,241.65115,174.168,309.1343,146.21556403834208,337.08673596165795
143,0.5,603.9734333333333,410.6506,964.9363,291.10677661177834,916.8400900548884
143,1.0,7.388833333333333,6.2196,9.5777,5.491743982951193,9.285922683715475
144,0.0,614.4539,308.8443,920.0635,182.25665888858333,1046.6511411114166
144,0.5,308.2179,245.8779,370.5579,220.05582652166123,396.37997347833874
144,1.0,6.7367,6.622,6.8514,6.5744897043958055,6.898910295604194
145,0.0,337.76189999999997,276.3695,399.1543,250.93993529336598,424.58386470663396
145,0.5,237.09253333333334,127.2665,387.8066,102.09564677885263,372.0894198878141
145,1.0,6.179633333333334,5.9408,6.4465,5.925620492450569,6.4336461742161
146,0.0,219.1754,183.1857,255.1651,168.27827815426102,270.07252184573895
146,0.5,328.51326666666665,134.6012,499.3107,145.0630839107933,511.96344942254
146,1.0,6.560833333333332,6.4354,6.7551,6.390229865216962,6.731436801449703
147,0.0,315.33675,252.7781,377.8954,226.8654587262484,403.8080412737516
147,0.5,314.47363333333334,122.5028,660.2047,14.452816835638714,614.494449831028
147,1.0,6.549499999999999,6.1543,6.9168,6.16748511809093,6.931514881909068
148,0.0,312.298,286.019,338.577,275.13388179439744,349.46211820560256
148,0.5,460.16630000000004,177.4789,603.5455,215.34336837528483,704.9892316247152
148,1.0,6.741,6.2631,7.0413,6.322604098968453,7.159395901031546
149,0.0,275.79505,235.1281,316.462,218.28329776965145,333.3068022303486
149,0.5,277.0722,174.2022,362.6148,181.67824813322807,372.46615186677195
149,1.0,6.574333333333333,6.3712,6.8145,6.350375026201552,6.798291640465114
150,0.0,141.7155,111.6701,171.7609,99.2248878330754,184.20611216692458
150,0.5,296.9696,142.0126,506.2094,108.90101127652389,485.03818872347614
150,1.0,6.835033333333333,6.5996,6.9627,6.630899447529595,7.03916721913707
151,0.0,172.6693,172.6693,172.6693,172.6693,172.6693
151,0.5,308.8761,226.1486,448.0415,187.64061763237794,430.1115823676221
151,1.0,6.747699999999999,6.6646,6.809,6.673072458167241,6.822327541832757
152,0.0,320.6137,320.6137,320.6137,320.6137,320.6137
152,0.5,383.32456666666667,254.3968,448.1688,271.66919765396165,494.9799356793717
152,1.0,8.136633333333334,6.5675,10.7984,5.819196300028365,10.454070366638303
153,0.0,257.0034,257.0034,257.0034,257.0034,257.0034
153,0.5,436.0345666666667,346.5326,496.58,356.93073503568104,515.1383982976524
153,1.0,7.1697999999999995,6.8641,7.4026,6.893247346785463,7.446352653214536
154,0.0,923.7067,923.7067,923.7067,923.7067,923.7067
154,0.5,435.29366666666664,385.8903,469.0334,391.56489094285604,479.02244239047724
154,1.0,6.9444333333333335,6.7399,7.3162,6.621934242895339,7.266932423771328
155,0.0,1019.8451,1019.8451,1019.8451,1019.8451,1019.8451
155,0.5,536.7937666666667,474.8987,609.3619,468.92975703996296,604.6577762933704
155,1.0,6.7408,6.6302,6.8275,6.640002033750676,6.841597966249324
156,0.0,396.2326,396.2326,396.2326,396.2326,396.2326
156,0.5,351.38933333333335,271.4524,509.219,214.70101105050873,488.077655616158
156,1.0,6.831733333333333,6.6395,7.1657,6.541409611716698,7.122057054949968
157,0.0,670.8274,670.8274,670.8274,670.8274,670.8274
157,0.5,221.41406666666668,163.8651,324.7025,131.76898081192877,311.0591525214046
157,1.0,9.084866666666667,6.1399,14.5816,4.3204979190429755,13.849235414290359
158,0.0,301.3837,301.3837,301.3837,301.3837,301.3837
158,0.5,294.72973333333334,236.7787,358.3997,233.71787744365128,355.7415892230154
158,1.0,7.014966666666666,6.419,7.6029,6.422975785543204,7.606957547790128
159,0.0,721.8879,721.8879,721.8879,721.8879,721.8879
159,0.5,296.02686666666665,155.0932,525.9209,95.24400908185356,496.80972425147974
159,1.0,6.6631,6.517,6.7372,6.53656933178079,6.7896306682192105
160,0.0,285.1488,285.1488,285.1488,285.1488,285.1488
160,0.5,301.4030333333333,123.6091,605.6503,36.66965093191931,566.1364157347473
160,1.0,6.613533333333334,6.4112,6.7885,6.4234004236797615,6.803666242986906
161,0.0,536.2387,536.2387,536.2387,536.2387,536.2387
161,0.5,144.5463,87.9148,201.1778,64.45726464246808,224.63533535753191
161,1.0,6.588866666666667,6.5046,6.7547,6.4452444422954605,6.732488891037874
162,0.0,266.7434,266.7434,266.7434,266.7434,266.7434
162,0.5,232.40274999999997,189.3165,275.489,171.46959089820223,293.3359091017977
162,1.0,6.7821,6.4878,7.2575,6.366519165504471,7.197680834495529
163,0.0,829.4749,829.4749,829.4749,829.4749,829.4749
163,0.5,291.8293,265.6525,318.0061,254.80971442047195,328.84888557952803
163,1.0,6.897500000000001,6.7243,7.0369,6.73848264245687,7.0565173575431315
164,0.5,395.57965,143.1937,647.9656,38.652016557582215,752.5072834424178
164,1.0,6.8258,6.5374,7.3518,6.369563044022078,7.282036955977922
165,0.5,242.68725,76.5779,408.7966,7.773154393020718,477.6013456069793
165,1.0,7.071666666666666,7.0574,7.0944,7.051766582914749,7.0915667504185835
166,0.5,100.2061,100.2061,100.2061,100.2061,100.2061
166,1.0,6.555766666666667,6.3005,6.6859,6.334685113086697,6.776848220246637
167,0.5,387.5636,387.5636,387.5636,387.5636,387.5636
167,1.0,7.8674,6.8229,8.9812,6.786582443702916,8.948217556297084
168,0.5,1028.6448,1028.6448,1028.6448,1028.6448,1028.6448
168,1.0,10.0479,7.3437,15.2307,5.558046358732837,14.537753641267162
169,1.0,7.2318,6.6707,7.8021,6.6660438953047,7.7975561046953
170,1.0,7.054166666666667,6.8209,7.4535,6.706705455402254,7.40162787793108
171,1.0,7.438433333333333,7.1838,7.6349,7.207326597530732,7.669540069135935
172,1.0,6.779466666666667,6.2142,7.3373,6.217879769264909,7.341053564068425
173,1.0,7.1809,6.8328,7.7707,6.667355191828405,7.694444808171595
174,1.0,6.973199999999999,6.2519,7.7389,6.228706366716276,7.717693633283723
175,1.0,7.350366666666666,6.9755,7.723,6.976611662240861,7.724121671092471
176,1.0,7.5239,6.9121,8.6175,6.574586711353939,8.473213288646061
177,1.0,9.369266666666666,7.6258,11.0303,7.665520352412888,11.073012980920446
178,1.0,8.856366666666666,6.9061,12.688,5.5378960395052115,12.174837293828121
179,1.0,8.6661,6.9239,9.9377,7.105060000512479,10.227139999487521
180,1.0,10.1832,8.9774,11.4999,8.918298553246142,11.448101446753856
181,1.0,9.588633333333332,7.0825,12.1663,7.045978544862563,12.1312881218041
182,1.0,10.0245,6.6705,13.0305,6.830250792439637,13.218749207560363
183,1.0,11.940033333333332,6.7951,19.0163,5.604658940818448,18.27540772584822
184,1.0,8.073266666666667,6.755,9.6225,6.6256312625219165,9.520902070811417
185,1.0,9.635399999999999,6.6997,13.3259,6.258430368806967,13.012369631193032
186,1.0,8.352133333333333,7.002,10.9898,6.067632562194628,10.636634104472037
187,1.0,7.966866666666667,7.0319,9.6437,6.511480318189626,9.422253015143708
188,1.0,8.4112,7.3921,10.0208,7.000868971482226,9.821531028517771
189,1.0,9.255766666666666,7.3319,11.7356,7.0018883151726605,11.509645018160672
190,1.0,14.237666666666668,6.9953,27.3791,2.837049741985208,25.638283591348127
191,1.0,9.456633333333333,7.3214,12.5314,6.727518611792053,12.185748054874612
192,1.0,10.042866666666667,7.3271,14.4591,6.1847523392609425,13.900980994072391
193,1.0,11.246933333333333,7.7944,17.5863,5.74959930461238,16.744267362054288
194,1.0,10.366833333333334,7.0946,15.5259,5.845571347633618,14.888095319033049
195,1.0,11.243900000000002,7.3871,17.0413,6.132604598636469,16.355195401363535
196,1.0,11.700466666666665,7.1105,19.1465,5.193995917993978,18.206937415339354
197,1.0,8.894333333333334,7.1344,11.0199,6.925947354076895,10.862719312589773
198,1.0,10.284,7.1809,14.7299,6.334419752682571,14.23358024731743
199,1.0,9.431,7.3964,12.2167,6.934615328119482,11.927384671880517
200,1.0,9.703899999999999,8.1433,11.9037,7.743903948983569,11.66389605101643
201,1.0,10.187100000000001,7.3241,12.3518,7.60153255937889,12.772667440621113
202,1.0,12.394566666666668,7.229,21.5824,4.4171614028397554,20.37197193049358
203,1.0,16.018166666666666,7.2753,32.1935,1.994602805317676,30.041730528015655
204,1.0,10.943833333333332,7.2445,16.2119,6.258829716116657,15.628836950550006
205,1.0,10.021033333333333,7.1719,14.4597,6.125783742699465,13.916282923967202
206,1.0,10.609466666666666,7.2341,15.7761,6.065468624927065,15.153464708406268
207,1.0,8.3712,7.707,8.8293,7.782347531210068,8.960052468789932
208,1.0,8.366966666666666,7.2945,9.0538,7.4260527899843565,9.307880543348976
209,1.0,7.6601,7.2857,8.3319,7.077031667812426,8.243168332187574
210,1.0,8.203466666666667,7.2662,9.9837,6.661018559489854,9.74591477384348
211,1.0,8.167366666666666,6.1148,10.67,5.8566564374658405,10.478076895867492
212,1.0,8.207433333333332,7.8873,8.4093,7.927056349018761,8.487810317647904
213,1.0,7.602566666666667,6.4805,9.7748,5.721013945286441,9.484119388046894
214,1.0,11.641333333333334,6.1074,21.444,3.1284379332163255,20.154228733450342
215,1.0,9.6839,6.3939,14.0984,5.710462539815179,13.65733746018482
216,1.0,9.462466666666666,6.992,12.7803,6.476729417119523,12.44820391621381
217,1.0,8.185166666666667,6.862,9.7028,6.754817365505118,9.615515967828218
218,1.0,8.188533333333332,6.9896,8.8432,7.148760332465675,9.22830633420099
219,1.0,7.566199999999999,6.6298,8.0904,6.753322567664719,8.379077432335281
220,1.0,8.681366666666667,7.552,10.9337,6.730786157348138,10.631947175985196
221,1.0,8.4109,7.9326,8.8515,7.950291413453896,8.871508586546105
222,1.0,9.480566666666666,6.5548,13.8881,5.595847041863181,13.365286291470152
223,1.0,10.8341,6.5198,13.4918,7.064426450473462,14.603773549526537
224,1.0,8.327733333333333,6.9267,9.4851,7.031244720451086,9.62422194621558
225,1.0,8.682766666666668,6.3322,10.2781,6.604229983484642,10.761303349848692
226,1.0,9.313,8.5565,10.6741,8.131808521026333,10.494191478973669
227,1.0,9.766833333333333,8.6334,11.6457,8.12816284683114,11.405503819835525
228,1.0,7.7526,6.0153,8.7776,6.2399520601276715,9.26524793987233
229,1.0,8.5916,7.0645,11.5152,6.05884620027923,11.124353799720769
230,1.0,7.774333333333334,6.5797,8.7632,6.668135790697601,8.880530875969066
231,1.0,7.938266666666666,6.3217,9.2367,6.454955214768134,9.421578118565199
232,1.0,8.240633333333333,7.3522,9.6738,6.987633954509332,9.493632712157334
233,1.0,7.637999999999999,6.4772,9.1771,6.248864236296537,9.02713576370346
234,1.0,8.593,7.6516,10.3265,7.089890120450272,10.09610987954973
235,1.0,9.258433333333334,8.0202,10.4832,8.026878111943189,10.48998855472348
236,1.0,8.2671,7.3647,9.0948,7.399634398376511,9.134565601623487
237,1.0,10.173733333333333,8.3911,12.843,7.819069365092147,12.528397301574518
238,1.0,9.603733333333333,7.7417,13.125,6.55254157217945,12.654925094487215
239,1.0,9.351633333333334,7.7311,10.7475,7.830934949914277,10.872331716752392
240,1.0,10.604733333333334,8.5639,13.8452,7.767063070012853,13.442403596653815
241,1.0,9.005433333333334,7.9755,11.0048,7.273666789213333,10.737199877453335
242,1.0,8.991666666666665,8.7801,9.3799,8.654994209620751,9.32833912371258
243,1.0,9.7995,7.8155,13.1726,6.86320484964471,12.73579515035529
244,1.0,8.6471,8.223,9.0544,8.231145471235138,9.063054528764862
245,1.0,8.6879,7.9748,10.113,7.453727074515084,9.922072925484919
246,1.0,9.929133333333333,8.2695,12.2494,7.858571017600399,11.999695649066267
247,1.0,8.961566666666666,7.9462,10.1291,7.862189969017797,10.060943364315534
248,1.0,9.288833333333335,7.9463,11.7024,7.194219740487787,11.383446926178882
249,1.0,12.4547,9.6898,15.9653,9.251182178916435,15.658217821083566
250,1.0,9.406233333333333,7.9918,10.3588,8.15696840413163,10.655498262535035
251,1.0,8.577266666666667,7.7181,9.546,7.658404194185973,9.49612913914736
252,1.0,10.014433333333335,8.3404,10.9862,8.558429122029903,11.470437544636766
253,1.0,8.878166666666667,7.8755,10.2067,7.678889728952391,10.077443604380944
254,1.0,16.297166666666666,11.087,23.079,10.148620652905905,22.445712680427427
255,1.0,9.700133333333333,8.2624,10.559,8.447173695781775,10.953092970884892
256,1.0,16.918133333333333,8.0658,30.1771,5.222355893447888,28.613910773218777
257,1.0,12.3928,8.5634,17.3983,7.859448821236104,16.926151178763895
258,1.0,9.061066666666667,8.0665,9.6745,8.191950469985617,9.930182863347717
259,1.0,9.4345,8.8667,9.9285,8.899766758093346,9.969233241906654
260,1.0,9.964933333333333,9.4497,10.3436,9.502599965152609,10.427266701514057
261,1.0,8.9609,7.8504,9.9524,7.904859399454737,10.016940600545265
262,1.0,11.052566666666666,9.7978,11.7267,9.964901689142183,12.140231644191148
263,1.0,11.187066666666666,10.0507,13.2805,9.371885005418038,13.002248327915295
264,1.0,10.723733333333334,9.8473,11.9572,9.624404400150306,11.823062266516361
265,1.0,10.327266666666667,9.9,10.7122,9.919515157370462,10.735018175962871
266,1.0,10.402633333333334,9.2554,11.0663,9.405027577870118,11.40023908879655
267,1.0,14.953800000000001,11.1516,20.5002,10.04149344197657,19.866106558023432
268,1.0,10.507533333333333,9.7542,11.7501,9.423367228286079,11.591699438380587
269,1.0,9.953433333333335,9.2852,10.5244,9.328133594541343,10.578733072125326
270,1.0,10.318333333333333,8.9204,11.1338,9.102095094609796,11.534571572056871
271,1.0,10.8679,9.2362,12.5508,9.210006948563931,12.52579305143607
272,1.0,11.821033333333332,10.5005,13.2183,10.460509458741882,13.181557207924783
273,1.0,11.196366666666668,9.0,14.1911,8.51030601892743,13.882427314405906
274,1.0,10.7108,8.435,13.3511,8.232563734023731,13.18903626597627
275,1.0,11.378566666666666,9.4414,12.6436,9.674940057537386,13.082193275795946
276,1.0,9.772933333333334,6.983,12.7306,6.895464429360029,12.65040223730664
277,1.0,11.011933333333333,9.1001,14.4779,8.004994520631396,14.018872146035271
278,1.0,10.3505,8.2834,13.3466,7.694134191230432,13.006865808769568
279,1.0,13.169833333333335,12.3828,13.9822,12.369832443750497,13.969834222916173
280,1.0,12.084233333333332,8.8958,15.7492,8.632771917739447,15.535694748927217
281,1.0,12.801966666666667,8.5176,16.0638,8.926342275251352,16.677591058081983
282,1.0,10.989966666666668,9.372,13.7667,8.574308958436188,13.405624374897148
283,1.0,10.850466666666668,8.7689,11.8994,9.047758630590574,12.653174702742762
284,1.0,10.135166666666668,9.8007,10.7705,9.584695438232945,10.685637895100392
285,1.0,12.552666666666667,11.7777,14.0323,11.270784603708716,13.834548729624618
286,1.0,11.787866666666668,10.4974,14.0959,9.784399171713648,13.791334161619687
287,1.0,11.286299999999999,10.1993,12.4687,10.148596189687314,12.424003810312684
288,1.0,12.720799999999999,10.8996,13.9634,11.109030450715734,14.332569549284264
289,1.0,11.3074,10.2381,12.7252,10.02774934845482,12.587050651545178
290,1.0,10.4047,7.6964,12.2553,8.0072786206843,12.8021213793157
291,1.0,11.836466666666666,9.8458,13.1446,10.084351038823192,13.588582294510141
292,1.0,8.685466666666667,7.227,9.667,7.397445295208362,9.973488038124971
293,1.0,11.083266666666667,8.4708,14.7171,7.837275550946642,14.32925778238669
294,1.0,8.7284,7.7369,10.2818,7.366075622327781,10.09072437767222
295,1.0,9.343166666666667,8.2744,10.3236,8.31571484622284,10.370618487110494
296,1.0,9.231033333333334,6.8496,10.7369,7.144711674687829,11.317354991978839
297,1.0,8.3929,6.8061,9.9837,6.804096223569442,9.981703776430557
298,1.0,10.585766666666666,7.6927,14.082,7.3486929660331235,13.82284036730021
299,1.0,10.158566666666667,8.1203,14.0244,6.808999658330615,13.50813367500272
300,1.0,11.452233333333334,7.3796,18.4144,5.393870937162787,17.51059572950388
301,1.0,13.446266666666666,10.1966,16.4956,10.291991736776545,16.600541596556788
302,1.0,10.446666666666667,9.0021,12.2548,8.79011909314717,12.103214240186164
303,1.0,15.515933333333335,8.3427,21.6198,8.813097746558636,22.218768920108033
304,1.0,9.6342,7.7942,12.5394,7.0885725645727335,12.179827435427267
305,1.0,13.660033333333333,9.1622,20.2755,7.808568779622583,19.511497887044083
306,1.0,12.995199999999999,8.018,16.0327,8.650009429955919,17.34039057004408
307,1.0,18.6251,10.6698,33.9254,5.371138268125259,31.879061731874742
308,1.0,11.699866666666665,10.264,14.2716,9.467634767124565,13.932098566208765
309,1.0,13.435033333333331,12.9328,13.76,12.993861526286086,13.876205140380577
310,1.0,11.231966666666667,8.3577,13.9021,8.454135560689679,14.009797772643655
311,1.0,10.732,10.0641,11.5754,9.961216560894046,11.502783439105952
312,1.0,11.716266666666668,8.1046,16.4263,7.448072701611501,15.984460631721834
313,1.0,14.054066666666666,9.4164,18.1853,9.647735103639054,18.460398229694277
314,1.0,12.9279,8.1556,19.1326,7.300959484053522,18.554840515946477
315,1.0,13.767333333333333,10.5,20.2912,8.11749648849141,19.417170178175255
316,1.0,11.242866666666666,10.0638,12.6113,9.958602728321697,12.527130605011635
317,1.0,11.957999999999998,10.7183,12.868,10.845871819438063,13.070128180561934
318,1.0,20.71506666666667,15.8625,27.3593,14.760937457174037,26.6691958761593
319,1.0,17.651799999999998,10.7386,22.6514,11.469154960860195,23.8344450391398
320,1.0,14.102366666666668,10.5044,20.9765,8.147018597633814,20.057714735699523
321,1.0,15.969833333333334,11.1453,19.4659,11.653386431849043,20.286280234817625
322,1.0,16.39923333333333,10.5738,25.6479,8.300096493932893,24.49837017273377
323,1.0,13.992666666666667,12.8029,16.0426,12.209739566829622,15.775593766503711
324,1.0,12.694966666666668,10.6448,16.2624,9.594010194328925,15.79592313900441
325,1.0,11.7067,10.0244,13.0531,10.164663187858343,13.248736812141656
326,1.0,12.111033333333333,8.8439,16.1306,8.409869170082352,15.812197496584314
327,1.0,12.198866666666666,11.4055,13.1046,11.343761466510959,13.053971866822373
328,1.0,13.095866666666666,11.6336,15.9852,10.593568704126366,15.598164629206966
329,1.0,14.718133333333334,10.9583,19.0208,10.65956491782851,18.776701748838157
330,1.0,16.595833333333335,10.8678,22.4074,10.825579837746393,22.366086828920277
331,1.0,15.995833333333332,10.9651,22.5145,10.07910963745794,21.912557029208724
332,1.0,24.788566666666668,14.1261,41.7772,9.917079810157217,39.66005352317612
333,1.0,13.640566666666667,12.9703,14.0748,13.05170007453112,14.229433258802214
334,1.0,13.907200000000001,11.6361,15.5048,11.886825873755063,15.92757412624494
335,1.0,12.297033333333333,9.1719,15.2349,9.261198381737096,15.332868284929571
336,1.0,21.906333333333333,16.3686,28.0682,16.031614884476966,27.7810517821897
337,1.0,13.905499999999998,9.807,17.7183,9.942119461873487,17.86888053812651
338,1.0,14.587833333333334,10.6807,18.8375,10.498659410236723,18.677007256429945
339,1.0,14.5631,13.3424,16.0457,13.192552142389768,15.933647857610232
340,1.0,22.569033333333334,16.657,33.8667,12.781427480861886,32.35663918580478
341,1.0,25.051333333333332,21.8935,30.2914,20.481546375133494,29.62112029153317
342,1.0,13.235533333333334,12.3911,14.8171,11.864806094480421,14.606260572186248
343,1.0,25.297866666666668,14.3534,40.8834,11.43731653857531,39.158416794758026
344,1.0,16.48046666666667,12.6988,19.6236,12.974185535135238,19.9867477981981
345,1.0,25.911033333333332,15.6823,42.9801,11.03201820149973,40.79004846516693
346,1.0,15.749233333333335,13.2631,18.7437,12.973797120170918,18.52466954649575
347,1.0,18.043266666666668,15.9937,21.7149,14.856362594791687,21.23017073854165
348,1.0,24.730433333333334,13.684,32.5214,14.89882832177325,34.562038344893416
349,1.0,16.021266666666666,12.8585,20.2946,12.180835109753648,19.861698223579683
350,1.0,17.5146,16.1841,18.7195,16.24224202757243,18.786957972427572
351,1.0,13.685666666666668,10.0237,19.1138,8.890149173910194,18.481184159423144
352,1.0,12.528633333333332,8.4323,14.8842,8.967811118825377,16.089455547841286
353,1.0,16.86236666666667,13.1662,21.3331,12.724187230811655,21.000546102521685
354,1.0,18.483366666666665,11.8772,31.2265,7.444996201632737,29.521737131700593
355,1.0,21.1746,9.63,32.1749,9.892298556145562,32.45690144385444
356,1.0,25.299866666666663,11.7324,49.2707,4.480320076422839,46.11941325691049
357,1.0,16.4724,9.3233,22.6038,9.773914721222415,23.170885278777586
358,1.0,16.2251,9.5716,19.9161,10.451498459366977,21.998701540633025
359,1.0,21.552633333333333,16.5811,25.5194,16.99956088021628,26.105705786450386
360,1.0,17.740333333333336,9.2972,27.0304,8.843448057387977,26.637218609278694
361,1.0,18.116233333333334,11.9374,26.5006,10.588286632981816,25.64418003368485
362,1.0,15.816266666666666,11.4268,20.5728,11.232231058893387,20.400302274439944
363,1.0,14.001166666666668,9.9639,16.5186,10.469390478495434,17.532942854837902
364,1.0,13.830566666666668,9.6996,16.4362,10.212497261122694,17.448636072210643
365,1.0,18.1781,11.196,26.0633,10.703419770719282,25.65278022928072
366,1.0,18.455466666666666,12.5108,23.3235,12.969304545171045,23.941628788162287
367,1.0,14.104766666666665,11.356,16.025,11.66248476988789,16.54704856344544
368,1.0,17.331566666666664,9.0413,26.3673,8.644544195570289,26.018589137763037
369,1.0,36.01533333333333,8.8365,56.5621,11.471057930638445,60.55960873602822
370,1.0,18.865,13.2701,23.8911,13.531702677517405,24.198297322482592
371,1.0,17.4918,11.0314,23.5785,11.209907898889064,23.77369210111094
372,1.0,18.265133333333335,13.4085,25.8717,11.593968625178295,24.936298041488374
373,1.0,15.137033333333335,12.3255,16.6487,12.699872162353186,17.574194504313486
374,1.0,26.98443333333333,15.2706,41.4486,13.680480120722681,40.28838654594398
375,1.0,22.243166666666667,15.5761,33.5572,12.393003535868612,32.09332979746472
376,1.0,16.9922,9.5319,21.0424,10.52346835693426,23.46093164306574
377,1.0,19.220333333333333,14.6088,26.9125,12.51488892424803,25.925777742418635
378,1.0,22.238266666666664,14.5194,28.8287,15.017183786424024,29.459349546909305
379,1.0,12.723266666666666,9.5089,17.4133,8.569584092933649,16.876949240399682
380,1.0,16.141099999999998,12.3662,21.0179,11.711244931264678,20.570955068735316
381,1.0,24.979699999999998,10.3895,32.7988,12.333355546759766,37.626044453240226
382,1.0,23.2702,8.8733,39.9212,7.623994430917124,38.916405569082876
383,1.0,16.155633333333334,11.5584,23.6215,9.632490815855018,22.67877585081165
384,1.0,28.8481,20.4489,42.8142,16.670479430693366,41.02572056930663
385,1.0,23.01093333333333,15.4294,36.0813,11.643404493548788,34.378462173117875
386,1.0,16.4201,11.6166,19.1943,12.243507107461877,20.596692892538126
387,1.0,20.215866666666667,17.2108,23.5972,17.006083388416663,23.42564994491667
388,1.0,23.895433333333333,16.6294,36.9857,12.536031594538578,35.25483507212809
389,1.0,26.759200000000003,16.9009,35.2655,17.502550428475757,36.01584957152425
390,1.0,28.84996666666667,17.4161,44.8836,14.550166699417712,43.14976663391563
391,1.0,24.548833333333334,17.4972,28.2182,18.44025280236435,30.65741386430232
392,1.0,19.2874,11.859,29.1101,10.416119530417271,28.158680469582734
393,1.0,26.223933333333335,9.5031,42.6475,9.649733852111524,42.798132814555146
394,1.0,20.712866666666667,9.8807,32.4036,9.42689711844737,31.998836214885962
395,1.0,16.631333333333334,10.6211,27.1033,7.5293540176386795,25.733312649027987
396,1.0,29.0179,15.2698,55.986,5.661347694276454,52.37445230572355
397,1.0,22.35366666666667,9.4141,41.8192,5.193718904411288,39.513614428922054
