0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,0,0,0,0.0,-0.33999999999999997,43
0,1,1,0,1,0,1,0,0.0,-0.33999999999999997,25
0,1,0,1,0,1,0,0,0.0,-0.33999999999999997,18
0,1,1,0,0,1,1,1,0.0,-0.33999999999999997,28
0,1,1,0,0,1,1,0,0.0,-0.33999999999999997,22
0,1,1,0,1,0,1,1,0.0,-0.33999999999999997,21
0,1,0,1,1,0,1,1,0.0,-0.33999999999999997,30
0,1,0,1,1,0,0,1,0.0,-0.33999999999999997,34
1,0,1,0,0,1,0,1,0.0,-0.33999999999999997,37
1,0,0,1,1,0,1,0,0.0,-0.33999999999999997,27
1,0,1,0,1,0,1,1,0.0,-0.33999999999999997,43
0,1,0,1,0,1,0,1,0.0,-0.33999999999999997,30
0,1,1,0,0,1,0,0,0.0,-0.33999999999999997,15
1,0,0,1,1,0,0,1,0.0,-0.33999999999999997,39
1,0,0,1,0,1,0,0,0.0,-0.33999999999999997,37
1,0,0,1,1,0,1,1,0.0,-0.33999999999999997,37
0,1,1,0,1,0,0,0,0.0,-0.33999999999999997,17
1,0,1,0,1,0,1,0,0.0,-0.33999999999999997,24
1,0,1,0,1,0,0,1,0.0,-0.33999999999999997,47
0,1,0,1,1,0,1,0,0.0,-0.33999999999999997,20
1,0,1,0,0,1,1,1,0.0,-0.33999999999999997,33
0,1,0,1,0,1,1,1,0.0,-0.33999999999999997,39
1,0,0,1,0,1,0,1,0.0,-0.33999999999999997,45
1,0,0,1,0,1,1,1,0.0,-0.33999999999999997,45
0,1,0,1,1,0,0,0,0.0,-0.33999999999999997,31
1,0,1,0,0,1,1,0,0.0,-0.33999999999999997,37
0,1,1,0,1,0,0,1,0.0,-0.33999999999999997,29
0,1,0,1,0,1,1,0,0.0,-0.33999999999999997,16
1,0,1,0,1,0,0,0,0.0,-0.33999999999999997,46
1,0,1,0,0,1,0,0,0.0,-0.33999999999999997,28
0,1,1,0,0,1,0,1,0.0,-0.33999999999999997,34
1,0,0,1,0,1,1,0,0.0,-0.33999999999999997,22
0,0,0,1,0,1,1,0,0.0,-0.22999999999999998,1
