0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.668957044923848,13
0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0.0,-8.666532915416363,13
1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.666103539511699,16
1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.664090493640373,10
0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.0,-8.663679410004214,21
1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.663141673989374,20
0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.66166636413289,22
1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.661236988228225,16
0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,-8.660717544481889,13
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.660288168577226,17
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.65881285872074,24
1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-8.658275122705898,16
0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,-8.657864039069741,15
1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.6561035395117,14
0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.655850993198415,24
1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-8.65542161729375,25
1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.654494526176498,12
0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.0,-8.653679410004214,4
0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.652997487786266,24
0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0.0,-8.652070396669012,10
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.651236988228225,18
1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.650288168577227,17
1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.649627974893024,12
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.64881285872074,13
1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.648679155242023,18
0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,-8.647864039069741,22
0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.647203845385539,13
0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,-8.64625502573454,13
1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-8.645421617293751,19
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-8.64381260395855,18
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.642997487786266,14
0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.641388474451064,13
1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0.0,-8.538957044923848,4
1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0.0,-8.538557414344915,5
0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0.0,-8.536532915416362,8
1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0.0,-8.5361035395117,4
1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0.0,-8.535703908932764,2
1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0.0,-8.534090493640374,3
0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.0,-8.533679410004215,4
0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.0,-8.533279779425282,2
0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0.0,-8.531666364132889,5
0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0.0,-8.531266733553956,5
1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0.0,-8.531236988228224,9
1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0.0,-8.530837357649292,3
0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0.0,-8.528812858720741,5
0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0.0,-8.528413228141806,6
1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0.0,-8.526103539511698,4
1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0.0,-8.525703908932766,1
1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0.0,-8.524494526176497,4
1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0.0,-8.524094895597564,1
0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0.0,-8.523679410004213,5
0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.0,-8.52327977942528,1
0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0.0,-8.521670766090079,1
1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0.0,-8.521236988228225,5
1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0.0,-8.520837357649292,2
1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0.0,-8.519627974893023,4
0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0.0,-8.518812858720741,1
0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0.0,-8.518413228141807,1
0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0.0,-8.517203845385538,5
0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0.0,-8.516804214806605,2
1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0.0,-8.472782306827305,2
0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0.0,-8.47035817731982,2
0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0.0,-8.46750467190767,3
1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0.0,-8.466966935892831,3
1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0.0,-8.464520423742078,1
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0.0,-8.464113430480683,2
0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0.0,-8.462096294234595,2
0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.0,-8.461689300973198,1
1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0.0,-8.46166691832993,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0.0,-8.459928801415156,1
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.0,-8.459242788822445,2
1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-8.458705052807604,3
0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0.0,-8.457504671907671,1
0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0.0,-8.45628092330012,1
1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-8.455851547395456,3
1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0.0,-8.454113430480684,2
0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0.0,-8.453427417887971,3
1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0.0,-8.45250441714548,1
0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.0,-8.451689300973198,3
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0.0,-8.45166691832993,1
0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0.0,-8.450080287637997,2
1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0.0,-8.450057904994729,3
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.0,-8.449242788822446,1
0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0.0,-8.447633775487244,1
1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-8.445851547395456,2
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-8.444242534060255,3
0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0.0,-8.443427417887971,2
0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0.0,-8.44181840455277,1
1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.438957044923846,3
1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.438945557267996,1
1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.43693251139667,3
0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0.0,-8.436532915416361,1
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.436103539511699,4
0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.434508381889184,1
1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-8.434090493640374,1
1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.434079005984522,2
0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.0,-8.433679410004213,1
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.431666364132889,2
0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.431654876477037,3
0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.42881285872074,1
0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0.0,-8.426521427760509,1
1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.4261035395117,1
1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.424494526176495,2
1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.424079005984522,2
0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0.0,-8.423679410004215,1
1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.422469992649319,3
0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.421654876477037,2
1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-8.421236988228225,1
0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.420045863141835,2
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.41881285872074,4
0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.417203845385538,1
1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.386103539511698,3
1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.384457554429915,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.37881285872074,2
1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.37864218349544,1
0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.377166873638956,2
0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.359515640008972,1
0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.3546490887255,1
1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.352412598448344,1
1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,-8.35239186880995,2
0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.351795583313352,1
1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,-8.351463778797346,1
0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.35084676366235,1
0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0,-8.349967739302466,2
0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-8.348833717791026,1
1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.34659722751387,1
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-8.345980212378878,3
0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.345053121261625,3
0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0.0,-8.344152368367991,3
1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-8.343743722101722,1
1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0.0,-8.343722992463327,1
0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0.0,-8.342876945255737,1
1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0.0,-8.342339209240897,1
0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0.0,-8.341298862955842,1
0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-8.340846763662352,2
0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0.0,-8.340358177319821,1
0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,-8.34018656997815,1
1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0.0,-8.339928801415157,1
0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0.0,-8.339915079733412,1
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,-8.339538363397802,3
0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0.0,-8.338146248178422,3
1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-8.337950079700994,2
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0,-8.337114233890317,3
1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0.0,-8.336678329249164,2
0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-8.335980212378876,2
0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0,-8.335505220555115,1
