0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,0,0,1,1,0.0,-0.1,20
1,1,0,0,0,0,0.0,-0.1,34
1,0,1,0,1,1,0.0,-0.1,28
1,1,0,0,0,1,0.0,-0.1,17
1,0,1,0,1,0,0.0,-0.1,40
1,0,1,1,0,1,0.0,-0.1,24
0,0,1,1,0,1,0.0,-0.1,30
0,0,1,0,1,0,0.0,-0.1,44
0,1,0,0,0,0,0.0,-0.1,30
0,1,0,1,1,0,0.0,-0.1,39
1,1,0,1,0,1,0.0,-0.1,28
1,0,1,0,0,0,0.0,-0.1,46
1,1,0,0,1,0,0.0,-0.1,24
0,1,0,0,0,1,0.0,-0.1,20
1,1,0,1,1,1,0.0,-0.1,17
0,0,1,1,0,0,0.0,-0.1,34
0,0,1,0,1,1,0.0,-0.1,20
1,1,0,1,0,0,0.0,-0.1,31
1,0,1,0,0,1,0.0,-0.1,34
0,1,0,1,0,0,0.0,-0.1,37
0,0,1,0,0,1,0.0,-0.1,34
0,1,0,0,1,1,0.0,-0.1,14
0,0,1,1,1,1,0.0,-0.1,28
1,0,1,1,0,0,0.0,-0.1,51
0,0,1,0,0,0,0.0,-0.1,52
0,1,0,1,0,1,0.0,-0.1,20
0,1,0,1,1,1,0.0,-0.1,20
1,0,1,1,1,1,0.0,-0.1,27
1,0,1,1,1,0,0.0,-0.1,56
0,1,0,0,1,0,0.0,-0.1,34
1,1,0,1,1,0,0.0,-0.1,31
0,0,1,1,1,0,0.0,-0.1,36
