0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0.0,-6.301149901885503,5
1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.0,-6.300399070767011,4
0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.0,-6.295526881048026,16
0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0.0,-6.293264488033642,4
0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0.0,-6.293132858908115,1
1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0.0,-6.292513656915149,4
1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0.0,-6.292382027789624,3
1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0.0,-6.29116209429855,2
0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0.0,-6.291149901885503,7
1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0.0,-6.29039907076701,3
0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0.0,-6.289390934518842,9
1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0.0,-6.2886401034003505,2
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0.0,-6.287641467196165,9
0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-6.28750983807064,13
1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0.0,-6.28728854078375,3
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.0,-6.2855268810480265,12
0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0.0,-6.285247445056254,4
0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0,-6.284915883167135,11
1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0.0,-6.284496613937763,4
0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0.0,-6.283767913681366,12
0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0.0,-6.2831328589081155,2
1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0.0,-6.282382027789622,4
0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0.0,-6.281373891541455,2
1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0.0,-6.281030465173024,1
1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0.0,-6.280623060422964,2
0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0.0,-6.279624424218778,10
0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0.0,-6.27750983807064,6
