0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,1,1,0.0,-0.35000000000000003,67
0,0,0,1,1,0,0,0.0,-0.35000000000000003,47
1,0,0,0,1,1,1,0.0,-0.35000000000000003,91
0,0,0,1,1,1,0,0.0,-0.35000000000000003,38
1,0,0,0,1,1,0,0.0,-0.35000000000000003,90
0,0,0,1,1,0,1,0.0,-0.35000000000000003,52
1,0,0,0,1,0,0,0.0,-0.35000000000000003,56
1,0,0,0,1,0,1,0.0,-0.35000000000000003,70
0,1,1,1,0,0,1,0.0,-0.3451273942437076,35
0,1,1,1,0,1,0,0.0,-0.3451273942437076,50
0,1,1,1,0,1,1,0.0,-0.3451273942437076,54
1,1,1,0,0,1,1,0.0,-0.3451273942437076,67
1,1,1,0,0,1,0,0.0,-0.3451273942437076,56
1,1,1,0,0,0,1,0.0,-0.3451273942437076,69
0,1,1,1,0,0,0,0.0,-0.3451273942437076,41
1,1,1,0,0,0,0,0.0,-0.3451273942437076,54
1,0,1,0,0,1,0,0.0,-0.29000000000000004,1
0,0,1,1,0,1,1,0.0,-0.29000000000000004,1
1,0,1,0,0,1,1,0.0,-0.29000000000000004,5
0,0,1,1,0,1,0,0.0,-0.29000000000000004,3
0,0,1,1,0,0,1,0.0,-0.29000000000000004,3
1,0,1,0,0,0,1,0.0,-0.29000000000000004,4
1,0,1,0,0,0,0,0.0,-0.29000000000000004,2
0,0,1,1,0,0,0,0.0,-0.29000000000000004,1
1,0,0,1,1,1,0,0.0,-0.2883600299451695,1
1,0,0,1,1,1,1,0.0,-0.2883600299451695,3
1,0,0,1,1,0,1,0.0,-0.2883600299451695,3
0,1,0,1,1,1,1,0.0,-0.28538440339341825,1
0,1,0,1,1,0,0,0.0,-0.28538440339341825,1
0,1,0,1,1,0,1,0.0,-0.28538440339341825,2
1,1,0,0,1,1,0,0.0,-0.28538440339341825,3
1,1,0,0,1,0,1,0.0,-0.28538440339341825,1
0,1,0,1,1,1,0,0.0,-0.28538440339341825,3
1,1,0,0,1,0,0,0.0,-0.28538440339341825,4
1,1,1,1,0,1,0,0.0,-0.2834874241888771,1
1,1,1,1,0,0,1,0.0,-0.2834874241888771,1
1,1,1,1,0,1,1,0.0,-0.2834874241888771,1
0,0,0,0,1,1,1,0.0,-0.28,1
0,0,0,0,1,0,1,0.0,-0.28,1
0,0,0,0,1,1,0,0.0,-0.28,2
0,1,1,0,0,1,1,0.0,-0.27512739424370763,2
0,1,1,0,0,1,0,0.0,-0.27512739424370763,1
1,0,1,0,1,0,0,0.0,-0.27398318807081334,1
1,0,1,0,1,0,1,0.0,-0.27398318807081334,2
0,0,1,1,1,1,1,0.0,-0.27398318807081334,1
1,0,1,0,1,1,1,0.0,-0.27398318807081334,2
1,1,0,0,0,1,0,0.0,-0.26,1
1,1,0,0,0,0,0,0.0,-0.26,2
1,1,0,0,0,0,1,0.0,-0.26,1
1,0,1,1,0,0,0,0.0,-0.22836002994516952,1
