0,1,2,chain_break_fraction,energy,num_occurrences
1,1,0,0.0,-100.0,822
0,0,1,0.0,-100.0,1169
1,1,1,0.0,0.0,1
0,0,0,0.0,0.0,1
0,1,1,0.0,0.0,3
1,0,0,0.0,0.0,4
