0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,1,0,0,0,0.0,-320.45,604
0,1,0,1,1,0,1,1,1,0.0,-320.45000000000005,990
1,1,0,1,1,0,0,0,0,0.0,-297.99,176
0,0,1,0,0,1,1,1,1,0.0,-297.99,176
0,1,0,1,1,0,1,1,0,0.0,-267.35,7
1,0,1,0,0,1,0,0,1,0.0,-267.34999999999997,8
1,0,0,0,0,1,0,0,0,0.0,-266.0,5
0,1,1,1,1,0,1,1,1,0.0,-266.0,7
1,0,1,0,0,1,1,0,0,0.0,-258.1,2
0,1,0,1,1,0,0,1,1,0.0,-258.1,6
0,0,1,0,1,0,1,1,1,0.0,-256.29,6
1,1,0,1,0,1,0,0,0,0.0,-256.28999999999996,5
1,1,0,1,1,0,0,0,1,0.0,-244.89000000000001,3
1,1,1,1,1,0,0,0,0,0.0,-243.53999999999996,1
0,1,0,1,1,1,1,1,1,0.0,-239.26000000000005,1
1,0,1,0,1,0,0,0,0,0.0,-233.82999999999998,1
0,1,0,1,1,0,1,0,0,0.0,-220.45,1
1,0,0,0,0,1,1,0,0,0.0,-203.64999999999998,1
