0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0,1,1,0.0,-320.45000000000005,759
1,0,1,0,0,1,0,0,0.0,-320.45,850
1,1,0,1,1,0,0,0,0.0,-297.99,172
0,0,1,0,0,1,1,1,0.0,-297.99,165
0,1,1,1,1,0,1,1,0.0,-266.0,8
1,0,0,0,0,1,0,0,0.0,-266.0,13
1,0,1,0,0,1,1,0,0.0,-258.1,3
0,1,0,1,1,0,0,1,0.0,-258.1,6
1,1,0,1,0,1,0,0,0.0,-256.28999999999996,8
0,0,1,0,1,0,1,1,0.0,-256.29,5
0,0,0,0,0,1,1,1,0.0,-243.54,3
1,1,1,1,1,0,0,0,0.0,-243.53999999999996,2
0,1,0,1,1,1,1,1,0.0,-239.26000000000005,1
0,0,1,0,0,1,0,1,0.0,-235.64,1
1,1,0,1,1,0,1,0,0.0,-235.64,2
1,0,1,0,1,0,0,0,0.0,-233.82999999999998,1
1,0,0,0,0,1,1,0,0.0,-203.64999999999998,1
