0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,1,0,1,1,1,0,0,0,0,0.0,-469.49999999999994,725
1,0,1,1,0,0,1,0,0,0,1,1,1,1,0.0,-469.5,783
0,1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,-447.03999999999996,167
1,0,1,1,1,0,0,0,1,0,1,1,1,1,0.0,-447.03999999999996,155
0,1,0,0,1,1,0,1,0,1,0,0,0,0,0.0,-432.21999999999997,19
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.0,-432.22,32
0,1,0,0,1,1,0,1,1,1,1,0,0,0,0.0,-416.3999999999999,8
1,0,1,1,0,0,1,0,0,0,0,1,1,1,0.0,-416.4,5
1,1,1,1,0,1,1,0,0,0,1,1,1,1,0.0,-415.04999999999995,14
0,0,0,0,1,0,0,1,1,1,0,0,0,0,0.0,-415.05,17
0,1,0,0,0,1,1,1,1,1,0,0,0,0,0.0,-409.76,3
1,0,1,1,1,0,0,0,0,0,1,1,1,1,0.0,-409.76,3
1,1,0,0,0,1,1,1,0,0,0,0,0,0,0.0,-407.15000000000003,15
0,0,1,1,1,0,0,0,1,1,1,1,1,1,0.0,-407.1500000000001,8
1,0,0,1,0,0,1,0,0,0,1,1,1,1,0.0,-405.34000000000003,2
0,1,1,0,1,1,0,1,1,1,0,0,0,0,0.0,-405.34,5
0,1,1,0,1,1,0,1,1,1,0,1,1,1,0.0,-395.27,1
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,-395.27000000000004,5
0,1,0,0,1,1,1,1,1,1,0,0,0,0,0.0,-394.68,1
0,1,0,0,0,1,1,1,0,1,1,0,0,0,0.0,-393.93999999999994,1
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0,-392.59,4
1,1,1,1,1,1,0,0,1,0,1,1,1,1,0.0,-392.59000000000003,3
0,0,0,1,1,0,0,1,1,1,1,0,0,0,0.0,-388.31,1
1,1,1,0,0,1,1,0,0,0,0,1,1,1,0.0,-388.30999999999995,1
0,1,1,0,1,1,0,1,1,1,0,0,1,0,0.0,-387.19,1
0,0,1,1,0,0,1,0,0,1,1,1,1,1,0.0,-384.69000000000005,1
1,1,0,0,1,1,0,1,1,0,0,0,0,0,0.0,-384.69,3
0,1,0,0,1,1,0,1,1,1,0,0,0,1,0.0,-383.72999999999996,1
1,0,0,1,1,0,0,0,1,0,1,1,1,1,0.0,-382.88,1
0,1,1,0,0,1,1,1,0,1,0,0,0,0,0.0,-382.87999999999994,2
1,1,1,1,0,1,1,0,1,0,1,1,1,1,0.0,-377.77,1
0,1,1,0,0,1,1,1,0,1,0,1,1,1,0.0,-372.80999999999995,1
1,0,0,1,1,0,0,0,1,0,1,0,0,0,0.0,-372.81,1
1,0,0,1,1,0,0,0,1,0,1,1,0,1,0.0,-364.73,1
1,0,1,1,1,0,0,0,1,0,1,1,1,0,0.0,-361.27,1
0,0,0,1,1,0,0,1,0,1,1,0,0,0,0.0,-351.03000000000003,1
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.0,-351.03,1
1,1,0,1,0,1,1,0,0,0,1,0,0,0,0.0,-340.82,1
0,0,0,1,1,0,0,0,1,1,1,0,0,0,0.0,-332.92,1
1,0,1,1,0,0,1,0,0,0,1,1,0,1,0.0,-323.03,1
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.0,-320.53,1
0,1,0,0,1,1,0,0,1,1,0,0,0,0,0.0,-251.73,1
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0,-242.54000000000002,1
